time,event,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_price,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,obstacle_block_reason,obstacle_count_before_target,hard_obstacle_count_before_target,soft_obstacle_count_before_target,target_reward_multiple,target_price,entry_price,stop_loss_price,initial_risk_price_distance,take_profit,reward_r,atr,spread_points,score,result_r,failure_type,session_invalidated,invalidation_reason,reason
2025.01.06 04:30:01,signal,session_reversal_pullback_one_symbol_first120,AUDJPY,LONG,2025.01.06 04:15:00,4,1,10,tokyo,2025.01.06 00:00,75,first_120min,false,true,3,AUDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,98.19800000,PERIOD_M5,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,98.23240000,98.19800000,98.23240000,recent_equal_highs,0.00640000,0.0627,neckline_level,98.19800000,false,true,true,false,not_blocked,7,4,3,1.50,98.37900000,98.22600000,98.12400000,0.10200000,98.37900000,1.500,0.11050000,28.00,4.200,0.0000,opposite_break_first,true,opposite_break_first,spread_too_high
2025.01.06 04:30:01,blocked,session_reversal_pullback_one_symbol_first120,AUDJPY,LONG,2025.01.06 04:15:00,4,1,10,tokyo,2025.01.06 00:00,75,first_120min,false,true,3,AUDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,98.19800000,PERIOD_M5,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,98.23240000,98.19800000,98.23240000,recent_equal_highs,0.00640000,0.0627,neckline_level,98.19800000,false,true,true,false,not_blocked,7,4,3,1.50,98.37900000,98.22600000,98.12400000,0.10200000,98.37900000,1.500,0.11050000,28.00,4.200,0.0000,opposite_break_first,true,opposite_break_first,spread_too_high
2025.01.06 12:00:00,signal,session_reversal_pullback_one_symbol_first120,AUDJPY,LONG,2025.01.06 11:45:00,11,8,17,london,2025.01.06 07:00,105,first_120min,false,true,3,AUDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,98.48900000,PERIOD_M5,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,98.54700000,98.48900000,98.54700000,failed_breakout_level,0.01600000,0.1882,opening_range_high|neckline_level,98.48900000,false,true,true,false,not_blocked,4,2,2,1.50,98.65800000,98.53100000,98.44600000,0.08500000,98.65800000,1.494,0.08650000,28.00,4.200,0.0000,neckline_retest_failed,false,not_invalidated,spread_too_high
2025.01.06 12:00:00,blocked,session_reversal_pullback_one_symbol_first120,AUDJPY,LONG,2025.01.06 11:45:00,11,8,17,london,2025.01.06 07:00,105,first_120min,false,true,3,AUDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,98.48900000,PERIOD_M5,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,98.54700000,98.48900000,98.54700000,failed_breakout_level,0.01600000,0.1882,opening_range_high|neckline_level,98.48900000,false,true,true,false,not_blocked,4,2,2,1.50,98.65800000,98.53100000,98.44600000,0.08500000,98.65800000,1.494,0.08650000,28.00,4.200,0.0000,neckline_retest_failed,false,not_invalidated,spread_too_high
2025.01.06 16:15:00,signal,session_reversal_pullback_one_symbol_first120,AUDJPY,LONG,2025.01.06 16:00:00,16,13,22,london_newyork_overlap,2025.01.06 13:00,0,first_120min,true,true,3,AUDJPY,highest_score_in_session_bar,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,98.57500000,PERIOD_M15,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,98.63400000,98.61400000,98.63400000,pre_session_high,0.00900000,0.0405,session_high|opening_range_high|neckline_level,98.61400000,false,true,true,false,not_blocked,4,2,2,1.50,98.95800000,98.62500000,98.40300000,0.22200000,98.95800000,1.500,0.16000000,28.00,4.400,0.0000,neckline_retest_failed,false,not_invalidated,
2025.01.06 16:15:00,order_sent,session_reversal_pullback_one_symbol_first120,AUDJPY,LONG,2025.01.06 16:00:00,16,13,22,london_newyork_overlap,2025.01.06 13:00,0,first_120min,true,true,3,AUDJPY,highest_score_in_session_bar,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,98.57500000,PERIOD_M15,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,98.63400000,98.61400000,98.63400000,pre_session_high,0.00900000,0.0405,session_high|opening_range_high|neckline_level,98.61400000,false,true,true,false,not_blocked,4,2,2,1.50,98.95800000,98.62500000,98.40300000,0.22200000,98.95800000,1.500,0.16000000,28.00,4.400,0.0000,neckline_retest_failed,false,not_invalidated,
2025.01.07 04:30:02,signal,session_reversal_pullback_one_symbol_first120,AUDJPY,LONG,2025.01.07 04:15:00,4,1,10,tokyo,2025.01.07 00:00,75,first_120min,false,true,3,AUDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,98.94200000,PERIOD_M5,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,99.00000000,98.96800000,99.00000000,round_number,0.02500000,0.2500,session_high|opening_range_high|neckline_level,98.96800000,false,false,true,false,not_blocked,1,0,1,1.50,99.12500000,98.97500000,98.87500000,0.10000000,99.12500000,1.500,0.09471429,28.00,4.200,0.0000,neckline_retest_failed,false,not_invalidated,spread_too_high
2025.01.07 04:30:02,blocked,session_reversal_pullback_one_symbol_first120,AUDJPY,LONG,2025.01.07 04:15:00,4,1,10,tokyo,2025.01.07 00:00,75,first_120min,false,true,3,AUDJPY,highest_score_in_session_bar,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,98.94200000,PERIOD_M5,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,99.00000000,98.96800000,99.00000000,round_number,0.02500000,0.2500,session_high|opening_range_high|neckline_level,98.96800000,false,false,true,false,not_blocked,1,0,1,1.50,99.12500000,98.97500000,98.87500000,0.10000000,99.12500000,1.500,0.09471429,28.00,4.200,0.0000,neckline_retest_failed,false,not_invalidated,spread_too_high
2025.01.07 12:00:00,signal,session_reversal_pullback_one_symbol_first120,AUDJPY,LONG,2025.01.07 11:45:00,11,8,17,london,2025.01.07 07:00,105,first_120min,false,true,3,AUDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,98.98400000,PERIOD_M15,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,99.10200000,99.01600000,99.10200000,current_day_high,0.04200000,0.1556,opening_range_high|neckline_level,98.98400000,false,true,true,false,not_blocked,2,1,1,1.50,99.46600000,99.06000000,98.79000000,0.27000000,99.46600000,1.504,0.09692857,28.00,4.500,0.0000,opposite_break_first,true,opposite_break_first,spread_too_high
2025.01.07 12:00:00,blocked,session_reversal_pullback_one_symbol_first120,AUDJPY,LONG,2025.01.07 11:45:00,11,8,17,london,2025.01.07 07:00,105,first_120min,false,true,3,AUDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,98.98400000,PERIOD_M15,LONG,true,H4_LONG_confirmed_break_above_swing_high|H1_LONG_confirmed_break_above_swing_high,true,99.10200000,99.01600000,99.10200000,current_day_high,0.04200000,0.1556,opening_range_high|neckline_level,98.98400000,false,true,true,false,not_blocked,2,1,1,1.50,99.46600000,99.06000000,98.79000000,0.27000000,99.46600000,1.504,0.09692857,28.00,4.500,0.0000,opposite_break_first,true,opposite_break_first,spread_too_high
