"RunName","Magic","DoubleTopBottomToleranceATR","NecklineBreakBufferATR","ADXLowThreshold","ADXHighThreshold","Trades","WinRate","AvgWinR","AvgLossR","ExpectancyR","PF","MaxDD_R","MaxLossR","TotalR","MaxConsecutiveLosses","PositiveMonths","PositiveQuarters","RiskGuardRejects","spread_too_wide","daily_loss_r_blocked","live_order_send_failed","live_position_tracking_failed","live_sl_tp_invalid","live_lot_invalid","LiveErrors","MonthlyProfitR","QuarterProfitR","RejectReasonCounts"
"is2025_jshort_g027_tol0.30_neck0.07_adx20_30","2026053127","0.3","0.07","20","30","116","52.5862","1.499513","-1","0.314399","1.663096","9","-1","36.470288","9","8","4","7","12","7","0","0","0","0","0","2025-01:10.489|2025-03:3|2025-04:1.496|2025-05:6|2025-06:4.495|2025-07:-0.502|2025-08:7.495|2025-09:-1.5|2025-10:-3.5|2025-11:3.999|2025-12:4.998","2025-Q1:13.488|2025-Q2:11.991|2025-Q3:5.493|2025-Q4:5.498","break_candle_strength_filter_failed=89|daily_loss_r_blocked=7|direction_filter_failed=1967|entry_open_count_filter_failed=60|fibo_filter_failed=87|pattern_adx_bucket_filter_failed=384|rr_too_low=1|spread_too_wide=12|trend_alignment_filter_failed=1305"
"is2025_jshort_g028_tol0.20_neck0.03_adx20_32","2026053128","0.2","0.03","20","32","114","50","1.499521","-1","0.24976","1.499521","11","-1","28.472671","11","8","4","11","11","8","0","0","0","0","0","2025-01:8.992|2025-03:-1.499|2025-04:1.496|2025-05:7|2025-06:2.994|2025-07:1.495|2025-08:7.495|2025-09:-1.497|2025-10:-4.5|2025-11:1.498|2025-12:4.998","2025-Q1:7.493|2025-Q2:11.49|2025-Q3:7.494|2025-Q4:1.996","break_candle_strength_filter_failed=89|daily_loss_r_blocked=8|direction_filter_failed=1789|entry_open_count_filter_failed=62|fibo_filter_failed=73|pattern_adx_bucket_filter_failed=285|rr_too_low=1|spread_too_wide=11|trend_alignment_filter_failed=1244|weekly_loss_r_blocked=3"
"is2025_jshort_g029_tol0.20_neck0.05_adx20_32","2026053129","0.2","0.05","20","32","115","50.4348","1.499553","-1","0.260644","1.525861","11","-1","29.974087","11","9","4","14","11","11","0","0","0","0","0","2025-01:8.992|2025-03:0.002|2025-04:1.496|2025-05:7|2025-06:2.994|2025-07:2.495|2025-08:7.495|2025-09:-1.497|2025-10:-5.5|2025-11:1.498|2025-12:4.998","2025-Q1:8.994|2025-Q2:11.49|2025-Q3:8.494|2025-Q4:0.996","break_candle_strength_filter_failed=87|daily_loss_r_blocked=11|direction_filter_failed=1786|entry_open_count_filter_failed=62|fibo_filter_failed=75|pattern_adx_bucket_filter_failed=282|rr_too_low=1|spread_too_wide=11|trend_alignment_filter_failed=1231|weekly_loss_r_blocked=3"
"is2025_jshort_g030_tol0.20_neck0.07_adx20_32","2026053130","0.2","0.07","20","32","113","52.2124","1.499503","-1","0.30505","1.638346","11","-1","34.470686","11","9","4","11","11","11","0","0","0","0","0","2025-01:9.992|2025-03:0.002|2025-04:1.496|2025-05:8|2025-06:2.994|2025-07:2.495|2025-08:8.995|2025-09:-0.5|2025-10:-5.5|2025-11:1.498|2025-12:4.998","2025-Q1:9.994|2025-Q2:12.49|2025-Q3:10.99|2025-Q4:0.996","break_candle_strength_filter_failed=88|daily_loss_r_blocked=11|direction_filter_failed=1790|entry_open_count_filter_failed=66|fibo_filter_failed=75|pattern_adx_bucket_filter_failed=281|rr_too_low=1|spread_too_wide=11|trend_alignment_filter_failed=1223"
"is2025_jshort_g031_tol0.25_neck0.03_adx20_32","2026053131","0.25","0.03","20","32","127","50.3937","1.499448","-1","0.259564","1.523249","11","-1","32.964683","11","9","4","11","11","7","0","0","0","0","0","2025-01:6.989|2025-03:0.498|2025-04:0.496|2025-05:7.5|2025-06:5.491|2025-07:0.498|2025-08:6.495|2025-09:-1.497|2025-10:-4.5|2025-11:6.995|2025-12:3.998","2025-Q1:7.487|2025-Q2:13.487|2025-Q3:5.496|2025-Q4:6.494","break_candle_strength_filter_failed=97|daily_loss_r_blocked=7|direction_filter_failed=1868|entry_open_count_filter_failed=63|fibo_filter_failed=80|pattern_adx_bucket_filter_failed=304|rr_too_low=1|spread_too_wide=11|trend_alignment_filter_failed=1303|weekly_loss_r_blocked=4"
"is2025_jshort_g032_tol0.25_neck0.05_adx20_32","2026053132","0.25","0.05","20","32","130","50.7692","1.499545","-1","0.269","1.546406","11","-1","34.969976","11","9","4","11","11","7","0","0","0","0","0","2025-01:6.989|2025-03:2|2025-04:0.496|2025-05:7.5|2025-06:6.995|2025-07:1.498|2025-08:6.495|2025-09:-1.497|2025-10:-5.5|2025-11:5.995|2025-12:3.998","2025-Q1:8.989|2025-Q2:14.991|2025-Q3:6.496|2025-Q4:4.494","break_candle_strength_filter_failed=97|daily_loss_r_blocked=7|direction_filter_failed=1861|entry_open_count_filter_failed=62|fibo_filter_failed=83|pattern_adx_bucket_filter_failed=303|rr_too_low=1|spread_too_wide=11|trend_alignment_filter_failed=1288|weekly_loss_r_blocked=4"
"is2025_jshort_g033_tol0.25_neck0.07_adx20_32","2026053133","0.25","0.07","20","32","128","52.3438","1.499501","-1","0.308333","1.646993","11","-1","39.466574","11","9","4","9","11","8","0","0","0","0","0","2025-01:7.989|2025-03:2|2025-04:0.496|2025-05:8.5|2025-06:6.995|2025-07:1.498|2025-08:7.995|2025-09:-0.5|2025-10:-5.5|2025-11:5.995|2025-12:3.998","2025-Q1:9.989|2025-Q2:15.991|2025-Q3:8.993|2025-Q4:4.494","break_candle_strength_filter_failed=98|daily_loss_r_blocked=8|direction_filter_failed=1861|entry_open_count_filter_failed=64|fibo_filter_failed=83|pattern_adx_bucket_filter_failed=305|rr_too_low=1|spread_too_wide=11|trend_alignment_filter_failed=1280|weekly_loss_r_blocked=1"
"is2025_jshort_g034_tol0.30_neck0.03_adx20_32","2026053134","0.3","0.03","20","32","129","46.5116","1.499441","-1","0.162531","1.303862","13.001693","-1","20.966471","11","8","3","27","13","13","0","0","0","0","0","2025-01:8.489|2025-03:0.498|2025-04:0.496|2025-05:5.5|2025-06:4.991|2025-07:-6.003|2025-08:4.498|2025-09:-2.497|2025-10:-4.5|2025-11:5.495|2025-12:3.998","2025-Q1:8.987|2025-Q2:10.987|2025-Q3:-4.002|2025-Q4:4.994","break_candle_strength_filter_failed=99|daily_loss_r_blocked=13|direction_filter_failed=1987|entry_open_count_filter_failed=62|fibo_filter_failed=85|pattern_adx_bucket_filter_failed=342|rr_too_low=1|spread_too_wide=13|trend_alignment_filter_failed=1333|weekly_loss_r_blocked=14"
"is2025_jshort_g035_tol0.30_neck0.05_adx20_32","2026053135","0.3","0.05","20","32","130","46.9231","1.499474","-1","0.17283","1.325622","13.001693","-1","22.467887","11","8","3","27","13","13","0","0","0","0","0","2025-01:8.489|2025-03:2|2025-04:0.496|2025-05:5.5|2025-06:4.991|2025-07:-5.003|2025-08:4.498|2025-09:-2.497|2025-10:-5.5|2025-11:5.495|2025-12:3.998","2025-Q1:10.488|2025-Q2:10.987|2025-Q3:-3.002|2025-Q4:3.994","break_candle_strength_filter_failed=99|daily_loss_r_blocked=13|direction_filter_failed=1969|entry_open_count_filter_failed=61|fibo_filter_failed=87|pattern_adx_bucket_filter_failed=341|rr_too_low=1|spread_too_wide=13|trend_alignment_filter_failed=1316|weekly_loss_r_blocked=14"
"is2025_jshort_g036_tol0.30_neck0.07_adx20_32","2026053136","0.3","0.07","20","32","129","48.062","1.499482","-1","0.201301","1.38758","11.501693","-1","25.967887","11","8","3","25","13","14","0","0","0","0","0","2025-01:9.489|2025-03:2|2025-04:0.496|2025-05:6.5|2025-06:4.991|2025-07:-5.003|2025-08:5.998|2025-09:-2.497|2025-10:-5.5|2025-11:5.495|2025-12:3.998","2025-Q1:11.488|2025-Q2:11.987|2025-Q3:-1.502|2025-Q4:3.994","break_candle_strength_filter_failed=100|daily_loss_r_blocked=14|direction_filter_failed=1967|entry_open_count_filter_failed=60|fibo_filter_failed=87|pattern_adx_bucket_filter_failed=341|rr_too_low=1|spread_too_wide=13|trend_alignment_filter_failed=1305|weekly_loss_r_blocked=11"
"is2025_jshort_g037_tol0.20_neck0.03_adx22_32","2026053137","0.2","0.03","22","32","95","48.4211","1.499595","-1","0.21033","1.407783","13.503106","-1","19.98136","10","6","3","6","11","4","0","0","0","0","0","2025-01:6.997|2025-03:-2.997|2025-05:7.999|2025-06:4.994|2025-07:-0.005|2025-08:7.495|2025-09:-2.998|2025-10:-7|2025-11:1.996|2025-12:3.501","2025-Q1:4|2025-Q2:12.993|2025-Q3:4.492|2025-Q4:-1.503","break_candle_strength_filter_failed=71|daily_loss_r_blocked=4|direction_filter_failed=1789|entry_open_count_filter_failed=47|fibo_filter_failed=73|monthly_loss_r_blocked=1|pattern_adx_bucket_filter_failed=344|rr_too_low=1|spread_too_wide=11|trend_alignment_filter_failed=1244|weekly_loss_r_blocked=1"
"is2025_jshort_g038_tol0.20_neck0.05_adx22_32","2026053138","0.2","0.05","22","32","95","49.4737","1.499634","-1","0.236661","1.468391","13.503106","-1","22.482777","9","7","3","9","11","5","0","0","0","0","0","2025-01:6.997|2025-03:-1.496|2025-05:7.999|2025-06:4.994|2025-07:0.995|2025-08:7.495|2025-09:-2.998|2025-10:-7|2025-11:1.996|2025-12:3.501","2025-Q1:5.501|2025-Q2:12.993|2025-Q3:5.492|2025-Q4:-1.503","break_candle_strength_filter_failed=70|daily_loss_r_blocked=5|direction_filter_failed=1786|entry_open_count_filter_failed=47|fibo_filter_failed=75|monthly_loss_r_blocked=3|pattern_adx_bucket_filter_failed=339|rr_too_low=1|spread_too_wide=11|trend_alignment_filter_failed=1231|weekly_loss_r_blocked=1"
"is2025_jshort_g039_tol0.20_neck0.07_adx22_32","2026053139","0.2","0.07","22","32","94","52.1277","1.499683","-1","0.303026","1.632989","11.5","-1","28.484483","9","7","3","8","11","5","0","0","0","0","0","2025-01:7.997|2025-03:-1.496|2025-05:8.999|2025-06:4.994|2025-07:0.995|2025-08:8.995|2025-09:-0.497|2025-10:-7|2025-11:1.996|2025-12:3.501","2025-Q1:6.501|2025-Q2:13.993|2025-Q3:9.494|2025-Q4:-1.503","break_candle_strength_filter_failed=71|daily_loss_r_blocked=5|direction_filter_failed=1790|entry_open_count_filter_failed=48|fibo_filter_failed=75|monthly_loss_r_blocked=3|pattern_adx_bucket_filter_failed=338|rr_too_low=1|spread_too_wide=11|trend_alignment_filter_failed=1223"
"is2025_jshort_g040_tol0.25_neck0.03_adx22_32","2026053140","0.25","0.03","22","32","102","48.0392","1.499565","-1","0.200771","1.38639","13.503106","-1","20.47868","10","7","3","8","11","3","0","0","0","0","0","2025-01:4.997|2025-03:0|2025-04:-1|2025-05:7.999|2025-06:4.994|2025-07:-0.005|2025-08:6.495|2025-09:-2.998|2025-10:-7|2025-11:3.496|2025-12:3.501","2025-Q1:4.998|2025-Q2:11.993|2025-Q3:3.491|2025-Q4:-0.003","break_candle_strength_filter_failed=76|daily_loss_r_blocked=3|direction_filter_failed=1868|entry_open_count_filter_failed=47|fibo_filter_failed=80|monthly_loss_r_blocked=4|pattern_adx_bucket_filter_failed=370|rr_too_low=1|spread_too_wide=11|trend_alignment_filter_failed=1303|weekly_loss_r_blocked=1"
"is2025_jshort_g041_tol0.25_neck0.05_adx22_32","2026053141","0.25","0.05","22","32","103","49.5146","1.499686","-1","0.237708","1.470846","13.503106","-1","24.483973","9","8","3","9","11","3","0","0","0","0","0","2025-01:4.997|2025-03:1.502|2025-04:-1|2025-05:7.999|2025-06:6.498|2025-07:0.995|2025-08:6.495|2025-09:-2.998|2025-10:-7|2025-11:3.496|2025-12:3.501","2025-Q1:6.499|2025-Q2:13.497|2025-Q3:4.491|2025-Q4:-0.003","break_candle_strength_filter_failed=76|daily_loss_r_blocked=3|direction_filter_failed=1861|entry_open_count_filter_failed=47|fibo_filter_failed=83|monthly_loss_r_blocked=5|pattern_adx_bucket_filter_failed=368|rr_too_low=1|spread_too_wide=11|trend_alignment_filter_failed=1288|weekly_loss_r_blocked=1"
"is2025_jshort_g042_tol0.25_neck0.07_adx22_32","2026053142","0.25","0.07","22","32","102","51.9608","1.49973","-1","0.298879","1.622157","11.5","-1","30.485679","9","8","3","9","11","4","0","0","0","0","0","2025-01:5.997|2025-03:1.502|2025-04:-1|2025-05:8.999|2025-06:6.498|2025-07:0.995|2025-08:7.995|2025-09:-0.497|2025-10:-7|2025-11:3.496|2025-12:3.501","2025-Q1:7.499|2025-Q2:14.497|2025-Q3:8.493|2025-Q4:-0.003","break_candle_strength_filter_failed=77|daily_loss_r_blocked=4|direction_filter_failed=1861|entry_open_count_filter_failed=46|fibo_filter_failed=83|monthly_loss_r_blocked=5|pattern_adx_bucket_filter_failed=370|rr_too_low=1|spread_too_wide=11|trend_alignment_filter_failed=1280"
"is2025_jshort_g043_tol0.30_neck0.03_adx22_32","2026053143","0.3","0.03","22","32","86","40.6977","1.499627","-1","0.01729","1.029156","15.003399","-1","1.486952","8","5","2","50","13","7","0","0","0","0","0","2025-01:6.497|2025-03:0|2025-04:-1|2025-05:6.999|2025-06:2.994|2025-07:-6.503|2025-08:4.498|2025-09:-3.998|2025-10:-7|2025-11:-1","2025-Q1:6.497|2025-Q2:8.993|2025-Q3:-6.003|2025-Q4:-8","break_candle_strength_filter_failed=77|daily_loss_r_blocked=7|direction_filter_failed=1987|entry_open_count_filter_failed=38|fibo_filter_failed=85|max_drawdown_r_blocked=28|monthly_loss_r_blocked=5|pattern_adx_bucket_filter_failed=410|rr_too_low=1|spread_too_wide=13|trend_alignment_filter_failed=1333|weekly_loss_r_blocked=10"
"is2025_jshort_g044_tol0.30_neck0.05_adx22_32","2026053144","0.3","0.05","22","32","87","41.3793","1.499677","-1","0.034349","1.058595","15.003399","-1","2.988369","8","5","2","50","13","7","0","0","0","0","0","2025-01:6.497|2025-03:1.502|2025-04:-1|2025-05:6.999|2025-06:2.994|2025-07:-5.503|2025-08:4.498|2025-09:-3.998|2025-10:-7|2025-11:-2","2025-Q1:7.999|2025-Q2:8.993|2025-Q3:-5.003|2025-Q4:-9","break_candle_strength_filter_failed=77|daily_loss_r_blocked=7|direction_filter_failed=1969|entry_open_count_filter_failed=39|fibo_filter_failed=87|max_drawdown_r_blocked=27|monthly_loss_r_blocked=6|pattern_adx_bucket_filter_failed=408|rr_too_low=1|spread_too_wide=13|trend_alignment_filter_failed=1316|weekly_loss_r_blocked=10"
"is2025_jshort_g045_tol0.30_neck0.07_adx22_32","2026053145","0.3","0.07","22","32","103","45.6311","1.499681","-1","0.140631","1.258661","14.503399","-1","14.485029","9","7","2","21","13","8","0","0","0","0","0","2025-01:7.497|2025-03:1.502|2025-04:-1|2025-05:7.999|2025-06:2.994|2025-07:-5.503|2025-08:5.998|2025-09:-3.998|2025-10:-7|2025-11:2.496|2025-12:3.501","2025-Q1:8.999|2025-Q2:9.993|2025-Q3:-3.503|2025-Q4:-1.003","break_candle_strength_filter_failed=78|daily_loss_r_blocked=8|direction_filter_failed=1967|entry_open_count_filter_failed=47|fibo_filter_failed=87|monthly_loss_r_blocked=6|pattern_adx_bucket_filter_failed=407|rr_too_low=1|spread_too_wide=13|trend_alignment_filter_failed=1305|weekly_loss_r_blocked=7"
