period_id,variant,wave1_quality_pass_bucket,wave1_quality_bucket,mfe_1r_bucket,mfe_13r_bucket,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate
full2025_validation,light_or_wave1,wave1_quality_low,low,mfe_ge_1r,mfe_ge_1_3r,1,1,1.0,32.72,32.72,0,inf,1.3121,1.3121,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3121,0.6208,1.0,1.0,1.0,1.0,0.0
full2025_validation,light_or_wave1,wave1_quality_low,low,mfe_ge_1r,mfe_lt_1_3r,1,1,1.0,32.36,32.36,0,inf,1.299,1.299,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.299,0.4755,1.0,1.0,1.0,0.0,0.0
full2025_validation,light_or_wave1,wave1_quality_low,low,mfe_lt_1r,mfe_lt_1_3r,2,1,0.5,2.59,11.11,-8.52,1.3039906103286385,0.09150000000000003,0.04575000000000001,1.244195356285028,8.52,0.0852,0.3039906103286385,0,0.0,0,0.0,2,1.0,0.50755,0.38805,0.5,0.0,0.0,0.0,0.0
full2025_validation,light_or_wave1,wave1_quality_low,medium,mfe_ge_1r,mfe_ge_1_3r,4,4,1.0,125.39,125.39,0,inf,5.2354,1.30885,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,1.3224,0.239525,1.0,1.0,1.0,1.0,0.0
full2025_validation,light_or_wave1,wave1_quality_low,medium,mfe_ge_1r,mfe_lt_1_3r,4,2,0.5,51.56,63.78,-12.219999999999999,5.2193126022913265,2.0804,0.5201,5.034128369206902,7.129999999999999,0.07129999999999999,7.231416549789623,0,0.0,2,0.5,2,0.5,1.241825,0.39852499999999996,1.0,1.0,1.0,0.0,0.0
full2025_validation,light_or_wave1,wave1_quality_low,medium,mfe_lt_1r,mfe_lt_1_3r,14,0,0.0,-163.26,0,-163.26,0.0,-6.751100000000001,-0.48222142857142863,0.0,163.26,1.6326,-1.0,2,0.14285714285714285,0,0.0,12,0.8571428571428571,0.461257142857143,0.5266857142857143,0.42857142857142855,0.07142857142857142,0.0,0.0,0.0
full2025_validation,light_or_wave1,wave1_quality_low,poor,mfe_ge_1r,mfe_ge_1_3r,1,1,1.0,31.41,31.41,0,inf,1.3035,1.3035,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3035,0.4903,1.0,1.0,1.0,1.0,0.0
full2025_validation,light_or_wave1_exhaustion,wave1_quality_high,high,mfe_ge_1r,mfe_ge_1_3r,4,4,1.0,125.33,125.33,0,inf,5.2141,1.303525,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,1.313825,0.28097500000000003,1.0,1.0,1.0,1.0,0.0
full2025_validation,light_or_wave1_exhaustion,wave1_quality_high,high,mfe_lt_1r,mfe_lt_1_3r,18,2,0.1111111111111111,-175.08,8.59,-183.67,0.0467686611858224,-7.2872,-0.40484444444444445,0.04584080761525669,178.23000000000002,1.7823000000000002,-0.9823262077091398,2,0.1111111111111111,0,0.0,16,0.8888888888888888,0.41005,0.5303388888888889,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0
full2025_validation,light_or_wave1_exhaustion,wave1_quality_low,high,mfe_ge_1r,mfe_ge_1_3r,4,4,1.0,126.37,126.37,0,inf,5.252800000000001,1.3132000000000001,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,1.327925,0.37735,1.0,1.0,1.0,1.0,0.0
full2025_validation,light_or_wave1_exhaustion,wave1_quality_low,high,mfe_ge_1r,mfe_lt_1_3r,1,1,1.0,15.47,15.47,0,inf,0.623,0.623,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2304,0.2147,1.0,1.0,1.0,0.0,0.0
full2025_validation,light_or_wave1_exhaustion,wave1_quality_low,high,mfe_lt_1r,mfe_lt_1_3r,11,1,0.09090909090909091,-152.92999999999998,4.95,-157.87999999999997,0.03135292627311883,-6.234100000000001,-0.5667363636363637,0.032437801679315856,154.61999999999998,1.5461999999999998,-0.9890699780106067,4,0.36363636363636365,0,0.0,7,0.6363636363636364,0.4215454545454546,0.6912,0.36363636363636365,0.2727272727272727,0.0,0.0,0.0
full2025_validation,light_or_wave1_exhaustion,wave1_quality_low,low,mfe_ge_1r,mfe_ge_1_3r,1,1,1.0,32.72,32.72,0,inf,1.3121,1.3121,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3121,0.6208,1.0,1.0,1.0,1.0,0.0
full2025_validation,light_or_wave1_exhaustion,wave1_quality_low,low,mfe_ge_1r,mfe_lt_1_3r,1,1,1.0,32.36,32.36,0,inf,1.299,1.299,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.299,0.4755,1.0,1.0,1.0,0.0,0.0
full2025_validation,light_or_wave1_exhaustion,wave1_quality_low,low,mfe_lt_1r,mfe_lt_1_3r,2,1,0.5,2.4800000000000004,11.0,-8.52,1.2910798122065728,0.09150000000000003,0.04575000000000001,1.244195356285028,8.52,0.0852,0.2910798122065728,0,0.0,0,0.0,2,1.0,0.50755,0.38805,0.5,0.0,0.0,0.0,0.0
full2025_validation,light_or_wave1_exhaustion,wave1_quality_low,medium,mfe_ge_1r,mfe_ge_1_3r,4,4,1.0,127.23,127.23,0,inf,5.2354,1.30885,inf,0.0,0.0,inf,0,0.0,4,1.0,0,0.0,1.3224,0.239525,1.0,1.0,1.0,1.0,0.0
full2025_validation,light_or_wave1_exhaustion,wave1_quality_low,medium,mfe_ge_1r,mfe_lt_1_3r,5,3,0.6,68.01,80.23,-12.219999999999999,6.565466448445172,2.7755,0.5551,6.382005041690904,7.129999999999999,0.07129999999999999,9.538569424964939,0,0.0,2,0.4,3,0.6,1.25322,0.39929999999999993,1.0,1.0,1.0,0.0,0.0
full2025_validation,light_or_wave1_exhaustion,wave1_quality_low,medium,mfe_lt_1r,mfe_lt_1_3r,15,0,0.0,-189.22000000000003,0,-189.22000000000003,0.0,-7.751100000000001,-0.5167400000000001,0.0,189.22000000000003,1.8922,-1.0,3,0.2,0,0.0,12,0.8,0.4457533333333334,0.55824,0.4,0.06666666666666667,0.0,0.0,0.0
full2025_validation,light_or_wave1_exhaustion,wave1_quality_low,poor,mfe_ge_1r,mfe_ge_1_3r,1,1,1.0,31.41,31.41,0,inf,1.3035,1.3035,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3035,0.4903,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_light_or_wave1,wave1_quality_high,high,mfe_ge_1r,mfe_ge_1_3r,4,4,1.0,96.08,96.08,0,inf,3.9892,0.9973,inf,0.0,0.0,inf,0,0.0,3,0.75,1,0.25,1.31265,0.144625,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_light_or_wave1,wave1_quality_high,high,mfe_ge_1r,mfe_lt_1_3r,2,1,0.5,3.0,23.71,-20.71,1.1448575567358763,0.09160000000000001,0.04580000000000001,1.104399361750627,20.71,0.2071,0.14485755673587639,0,0.0,0,0.0,2,1.0,1.1498,0.7021,1.0,1.0,1.0,0.0,0.0
full2025_validation,one_light_or_wave1,wave1_quality_high,high,mfe_lt_1r,mfe_lt_1_3r,19,2,0.10526315789473684,-199.22000000000003,8.59,-207.81,0.04133583561907512,-8.086799999999998,-0.42562105263157884,0.04149628418020837,199.22000000000003,1.9922000000000002,-1.0,2,0.10526315789473684,0,0.0,17,0.8947368421052632,0.4139263157894737,0.5625421052631578,0.47368421052631576,0.10526315789473684,0.0,0.0,0.0
full2025_validation,one_light_or_wave1,wave1_quality_low,high,mfe_ge_1r,mfe_ge_1_3r,2,2,1.0,64.28999999999999,64.28999999999999,0,inf,2.6155999999999997,1.3077999999999999,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,1.3077999999999999,0.54825,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_light_or_wave1,wave1_quality_low,high,mfe_ge_1r,mfe_lt_1_3r,1,1,1.0,15.47,15.47,0,inf,0.623,0.623,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2304,0.2147,1.0,1.0,1.0,0.0,0.0
full2025_validation,one_light_or_wave1,wave1_quality_low,high,mfe_lt_1r,mfe_lt_1_3r,5,1,0.2,-67.06,4.95,-72.01,0.0687404527149007,-2.7961,-0.55922,0.06954843432830854,72.01,0.7201000000000001,-0.9312595472850993,2,0.4,0,0.0,3,0.6,0.3422,0.81556,0.2,0.2,0.0,0.0,0.0
full2025_validation,one_light_or_wave1,wave1_quality_low,low,mfe_ge_1r,mfe_ge_1_3r,1,1,1.0,32.72,32.72,0,inf,1.3121,1.3121,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3121,0.6208,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_light_or_wave1,wave1_quality_low,low,mfe_ge_1r,mfe_lt_1_3r,1,1,1.0,32.36,32.36,0,inf,1.299,1.299,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.299,0.4755,1.0,1.0,1.0,0.0,0.0
full2025_validation,one_light_or_wave1,wave1_quality_low,low,mfe_lt_1r,mfe_lt_1_3r,2,1,0.5,2.5500000000000007,11.07,-8.52,1.2992957746478875,0.09150000000000003,0.04575000000000001,1.244195356285028,8.52,0.0852,0.2992957746478874,0,0.0,0,0.0,2,1.0,0.50755,0.38805,0.5,0.0,0.0,0.0,0.0
full2025_validation,one_light_or_wave1,wave1_quality_low,medium,mfe_ge_1r,mfe_ge_1_3r,2,2,1.0,63.11,63.11,0,inf,2.6319,1.31595,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,1.34305,0.15560000000000002,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_light_or_wave1,wave1_quality_low,medium,mfe_ge_1r,mfe_lt_1_3r,4,2,0.5,51.56,63.78,-12.219999999999999,5.2193126022913265,2.0804,0.5201,5.034128369206902,7.129999999999999,0.07129999999999999,7.231416549789623,0,0.0,2,0.5,2,0.5,1.241825,0.39852499999999996,1.0,1.0,1.0,0.0,0.0
full2025_validation,one_light_or_wave1,wave1_quality_low,medium,mfe_lt_1r,mfe_lt_1_3r,9,0,0.0,-124.87,0,-124.87,0.0,-5.114199999999999,-0.5682444444444443,0.0,124.87,1.2487,-1.0,2,0.2222222222222222,0,0.0,7,0.7777777777777778,0.4107,0.6134111111111111,0.4444444444444444,0.0,0.0,0.0,0.0
full2025_validation,one_light_or_wave1,wave1_quality_low,poor,mfe_ge_1r,mfe_ge_1_3r,1,1,1.0,31.41,31.41,0,inf,1.3035,1.3035,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3035,0.4903,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_light_wave1_diag,wave1_quality_high,high,mfe_ge_1r,mfe_ge_1_3r,1,1,1.0,30.5,30.5,0,inf,1.3034,1.3034,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3034,0.0855,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_light_wave1_diag,wave1_quality_high,high,mfe_lt_1r,mfe_lt_1_3r,2,0,0.0,-22.7,0,-22.7,0.0,-0.8985000000000001,-0.44925000000000004,0.0,22.7,0.22699999999999998,-1.0,0,0.0,0,0.0,2,1.0,0.39045,0.53815,0.5,0.0,0.0,0.0,0.0
full2025_validation,one_light_wave1_diag,wave1_quality_low,high,mfe_ge_1r,mfe_ge_1_3r,3,3,1.0,97.94999999999999,97.94999999999999,0,inf,3.9440999999999997,1.3147,inf,0.0,0.0,inf,0,0.0,3,1.0,0,0.0,1.3147,0.5431,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_light_wave1_diag,wave1_quality_low,high,mfe_ge_1r,mfe_lt_1_3r,1,1,1.0,15.47,15.47,0,inf,0.623,0.623,inf,0.0,0.0,inf,0,0.0,0,0.0,1,1.0,1.2304,0.2147,1.0,1.0,1.0,0.0,0.0
full2025_validation,one_light_wave1_diag,wave1_quality_low,high,mfe_lt_1r,mfe_lt_1_3r,6,1,0.16666666666666666,-74.86,5.31,-80.17,0.06623425221404515,-3.1105,-0.5184166666666666,0.06296128935080585,80.17,0.8017,-0.9337657477859548,2,0.3333333333333333,0,0.0,4,0.6666666666666666,0.31111666666666665,0.7320333333333333,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
full2025_validation,one_light_wave1_diag,wave1_quality_low,low,mfe_ge_1r,mfe_ge_1_3r,1,1,1.0,32.72,32.72,0,inf,1.3121,1.3121,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3121,0.6208,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_light_wave1_diag,wave1_quality_low,low,mfe_ge_1r,mfe_lt_1_3r,1,1,1.0,32.36,32.36,0,inf,1.299,1.299,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.299,0.4755,1.0,1.0,1.0,0.0,0.0
full2025_validation,one_light_wave1_diag,wave1_quality_low,low,mfe_lt_1r,mfe_lt_1_3r,2,1,0.5,2.1900000000000013,10.71,-8.52,1.257042253521127,0.09150000000000003,0.04575000000000001,1.244195356285028,8.52,0.0852,0.2570422535211269,0,0.0,0,0.0,2,1.0,0.50755,0.38805,0.5,0.0,0.0,0.0,0.0
full2025_validation,one_light_wave1_diag,wave1_quality_low,medium,mfe_ge_1r,mfe_ge_1_3r,3,3,1.0,95.78999999999999,95.78999999999999,0,inf,3.9349,1.3116333333333332,inf,0.0,0.0,inf,0,0.0,3,1.0,0,0.0,1.3297,0.2880666666666667,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_light_wave1_diag,wave1_quality_low,medium,mfe_ge_1r,mfe_lt_1_3r,5,3,0.6,68.01,80.23,-12.219999999999999,6.565466448445172,2.7755,0.5551,6.382005041690904,7.129999999999999,0.07129999999999999,9.538569424964939,0,0.0,2,0.4,3,0.6,1.25322,0.39929999999999993,1.0,1.0,1.0,0.0,0.0
full2025_validation,one_light_wave1_diag,wave1_quality_low,medium,mfe_lt_1r,mfe_lt_1_3r,9,0,0.0,-124.91,0,-124.91,0.0,-5.114199999999999,-0.5682444444444443,0.0,124.91,1.2491,-1.0,2,0.2222222222222222,0,0.0,7,0.7777777777777778,0.4107,0.6134111111111111,0.4444444444444444,0.0,0.0,0.0,0.0
full2025_validation,one_light_wave1_diag,wave1_quality_low,poor,mfe_ge_1r,mfe_ge_1_3r,1,1,1.0,31.41,31.41,0,inf,1.3035,1.3035,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3035,0.4903,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_wave1_only,wave1_quality_high,high,mfe_ge_1r,mfe_ge_1_3r,5,5,1.0,127.64999999999999,127.64999999999999,0,inf,5.2955,1.0591,inf,0.0,0.0,inf,0,0.0,4,0.8,1,0.2,1.3113800000000002,0.2124,1.0,1.0,1.0,1.0,0.0
full2025_validation,one_wave1_only,wave1_quality_high,high,mfe_ge_1r,mfe_lt_1_3r,4,2,0.5,6.460000000000001,27.67,-21.21,1.3045733144743046,0.3276000000000001,0.08190000000000003,1.3649732620320858,20.71,0.2071,0.3119266055045872,0,0.0,0,0.0,4,1.0,1.168975,0.509425,1.0,1.0,1.0,0.0,0.0
full2025_validation,one_wave1_only,wave1_quality_high,high,mfe_lt_1r,mfe_lt_1_3r,29,2,0.06896551724137931,-319.03000000000003,8.59,-327.62,0.026219400524998472,-13.262900000000002,-0.4573413793103449,0.025718063615661497,319.03000000000003,3.1903,-1.0,4,0.13793103448275862,0,0.0,25,0.8620689655172413,0.37930344827586204,0.5638758620689657,0.3448275862068966,0.10344827586206896,0.0,0.0,0.0
full2025_validation,wave1_diag,wave1_quality_high,high,mfe_ge_1r,mfe_ge_1_3r,2,2,1.0,29.740000000000002,29.740000000000002,0,inf,1.3872,0.6936,inf,0.0,0.0,inf,0,0.0,1,0.5,1,0.5,1.3243,0.321,1.0,1.0,1.0,1.0,0.0
full2025_validation,wave1_diag,wave1_quality_high,high,mfe_ge_1r,mfe_lt_1_3r,2,1,0.5,1.8500000000000014,21.34,-19.49,1.094920472036942,0.09160000000000001,0.04580000000000001,1.104399361750627,19.49,0.1949,0.09492047203694211,0,0.0,0,0.0,2,1.0,1.1498,0.7021,1.0,1.0,1.0,0.0,0.0
full2025_validation,wave1_diag,wave1_quality_high,high,mfe_lt_1r,mfe_lt_1_3r,17,2,0.11764705882352941,-179.86999999999998,8.2,-188.07,0.043600786941032595,-7.9247,-0.46615882352941174,0.04230917967805869,179.86999999999998,1.7986999999999995,-1.0,4,0.23529411764705882,0,0.0,13,0.7647058823529411,0.42966470588235295,0.6240529411764706,0.47058823529411764,0.11764705882352941,0.0,0.0,0.0
full2025_validation,wave1_diag,wave1_quality_low,high,mfe_ge_1r,mfe_ge_1_3r,17,17,1.0,505.32,505.32,0,inf,22.288600000000002,1.311094117647059,inf,0.0,0.0,inf,0,0.0,17,1.0,0,0.0,1.3288705882352942,0.5752294117647059,1.0,1.0,1.0,1.0,0.058823529411764705
full2025_validation,wave1_diag,wave1_quality_low,high,mfe_ge_1r,mfe_lt_1_3r,13,7,0.5384615384615384,66.63,89.74,-23.11,3.883167459974037,3.024,0.2326153846153846,3.88,18.61,0.18610000000000002,3.5803331542181622,0,0.0,2,0.15384615384615385,11,0.8461538461538461,1.1699384615384614,0.35296923076923076,1.0,1.0,1.0,0.0,0.0
full2025_validation,wave1_diag,wave1_quality_low,high,mfe_lt_1r,mfe_lt_1_3r,76,4,0.05263157894736842,-821.08,43.239999999999995,-864.3200000000002,0.050027767493520905,-36.49609999999999,-0.480211842105263,0.04948419240495781,821.08,8.2108,-1.0,7,0.09210526315789473,0,0.0,69,0.9078947368421053,0.35786578947368425,0.5872236842105262,0.2631578947368421,0.09210526315789473,0.0,0.0,0.0
full2025_validation,wave1_diag,wave1_quality_low,low,mfe_ge_1r,mfe_ge_1_3r,2,2,1.0,60.14,60.14,0,inf,2.6317000000000004,1.3158500000000002,inf,0.0,0.0,inf,0,0.0,2,1.0,0,0.0,1.3158500000000002,0.5547,1.0,1.0,1.0,1.0,0.0
full2025_validation,wave1_diag,wave1_quality_low,low,mfe_ge_1r,mfe_lt_1_3r,2,1,0.5,25.57,28.77,-3.2,8.990625,1.1634,0.5817,9.579646017699115,3.2,0.032,7.990625,0,0.0,1,0.5,1,0.5,1.2122,0.50725,1.0,1.0,1.0,0.0,0.0
full2025_validation,wave1_diag,wave1_quality_low,low,mfe_lt_1r,mfe_lt_1_3r,11,1,0.09090909090909091,-87.53,8.97,-96.5,0.09295336787564767,-3.8829000000000002,-0.35299090909090913,0.10719459198454853,87.53,0.8753000000000001,-1.0,1,0.09090909090909091,0,0.0,10,0.9090909090909091,0.5056,0.4952636363636364,0.45454545454545453,0.2727272727272727,0.0,0.0,0.0
full2025_validation,wave1_diag,wave1_quality_low,medium,mfe_ge_1r,mfe_ge_1_3r,17,17,1.0,496.96,496.96,0,inf,22.377200000000002,1.3163058823529412,inf,0.0,0.0,inf,0,0.0,17,1.0,0,0.0,1.319494117647059,0.42178235294117644,1.0,1.0,1.0,1.0,0.0
full2025_validation,wave1_diag,wave1_quality_low,medium,mfe_ge_1r,mfe_lt_1_3r,14,5,0.35714285714285715,-12.239999999999998,99.19,-111.43,0.890155254419815,-0.5732000000000004,-0.04094285714285717,0.8832515224962827,61.31,0.6131,-0.1996411678355896,2,0.14285714285714285,3,0.21428571428571427,9,0.6428571428571429,1.1591357142857144,0.63365,1.0,1.0,1.0,0.0,0.0
full2025_validation,wave1_diag,wave1_quality_low,medium,mfe_lt_1r,mfe_lt_1_3r,97,7,0.07216494845360824,-1011.6800000000004,54.83,-1066.5100000000002,0.05141067594302912,-44.92659999999999,-0.463160824742268,0.05139092703835474,1033.6600000000003,10.336600000000002,-0.9787357545034151,14,0.14432989690721648,0,0.0,83,0.8556701030927835,0.40420206185567037,0.6016721649484534,0.36082474226804123,0.08247422680412371,0.0,0.0,0.0
full2025_validation,wave1_diag,wave1_quality_low,no_candidate,mfe_ge_1r,mfe_ge_1_3r,1,1,1.0,30.52,30.52,0,inf,1.3403,1.3403,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3403,0.1937,1.0,1.0,1.0,1.0,0.0
full2025_validation,wave1_diag,wave1_quality_low,no_candidate,mfe_ge_1r,mfe_lt_1_3r,7,6,0.8571428571428571,104.71000000000001,127.60000000000001,-22.89,5.574486675404107,4.7823,0.6831857142857143,5.7823,22.89,0.22890000000000002,4.574486675404107,1,0.14285714285714285,4,0.5714285714285714,2,0.2857142857142857,1.249685714285714,0.42160000000000003,1.0,1.0,1.0,0.0,0.0
full2025_validation,wave1_diag,wave1_quality_low,no_candidate,mfe_lt_1r,mfe_lt_1_3r,38,3,0.07894736842105263,-362.91,13.7,-376.61,0.03637715408512785,-16.0533,-0.4224552631578947,0.035345371510981584,362.91,3.6291,-1.0,4,0.10526315789473684,0,0.0,34,0.8947368421052632,0.33263684210526323,0.6080815789473684,0.3157894736842105,0.07894736842105263,0.0,0.0,0.0
full2025_validation,wave1_diag,wave1_quality_low,poor,mfe_ge_1r,mfe_ge_1_3r,1,1,1.0,29.17,29.17,0,inf,1.3035,1.3035,inf,0.0,0.0,inf,0,0.0,1,1.0,0,0.0,1.3035,0.4903,1.0,1.0,1.0,1.0,0.0
full2025_validation,wave1_diag,wave1_quality_low,poor,mfe_lt_1r,mfe_lt_1_3r,1,0,0.0,-20.19,0,-20.19,0.0,-0.8537,-0.8537,0.0,20.19,0.2019,-1.0,0,0.0,0,0.0,1,1.0,0.1037,0.8537,0.0,0.0,0.0,0.0,0.0
full2025_validation,wave1_only,wave1_quality_high,high,mfe_ge_1r,mfe_ge_1_3r,6,6,1.0,159.06,159.06,0,inf,6.6076999999999995,1.1012833333333332,inf,0.0,0.0,inf,0,0.0,5,0.8333333333333334,1,0.16666666666666666,1.3115166666666667,0.2571666666666667,1.0,1.0,1.0,1.0,0.0
