run_id,period_id,scenario_key,scenario_mode,scenario_name,from_date,to_date,variant,variant_name,preset,tester_ini,log_folder,InpTopContextTF,InpStructureTF,InpPrimaryEntryTF,InpSessionGateMode,InpUseM5CorrectiveABC,InpM5CorrectiveMode,InpM15WaveContextMode,InpM15Wave2ExpansionMode,InpM15Wave2GateMode,InpM15Wave2AdjacentMode,InpNearMissSeparatorMode,InpNearMissSeparatorCombineMask,InpUseM15Wave1Quality,InpM15Wave1QualityMode,InpM15Wave1QualityCombineMode,InpM15Wave1MinImpulseAtr,InpM15Wave1MinBodyEfficiency,InpM15Wave1MaxOverlapRatio,InpM15Wave1MaxAgeBars,InpExitMode,InpMaxHoldBars,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,daily_or_dd_stopped,passed_2025_gate
full2025_base,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,base,baseline_c10_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_base.ini,fx_session_reversal_m15_wave1_quality_full2025_base,16385,15,5,0,false,0,0,0,0,0,0,0,false,0,0,0.8,0.45,0.60,24,1,30,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,False,False
full2025_light,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light,required_light_original_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_light.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_light.ini,fx_session_reversal_m15_wave1_quality_full2025_light,16385,15,5,0,true,2,3,0,0,0,0,0,false,0,0,0.8,0.45,0.60,24,1,30,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,False,False
full2025_wave1_diag,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,wave1_diag,wave1_quality_diagnostic_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_wave1_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_wave1_diag.ini,fx_session_reversal_m15_wave1_quality_full2025_wave1_diag,16385,15,5,0,false,0,0,0,0,0,0,0,true,1,0,0.8,0.45,0.60,24,1,30,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,False,False
full2025_light_and_wave1,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light_and_wave1,required_light_and_wave1_quality,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_light_and_wave1.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_light_and_wave1.ini,fx_session_reversal_m15_wave1_quality_full2025_light_and_wave1,16385,15,5,0,true,2,3,0,0,0,0,0,true,3,1,0.8,0.45,0.60,24,1,30,7,1,0.14285714285714285,-48.65,30.5,-79.14999999999999,0.3853442830069489,-1.9131000000000002,-0.27330000000000004,0.40522306855277473,50.14,0.5014000000000001,-0.970283207020343,1,0.14285714285714285,1,0.14285714285714285,5,0.7142857142857143,0.7102857142857142,0.5438285714285714,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.0,False,False
full2025_light_or_wave1,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light_or_wave1,required_light_or_wave1_quality,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_light_or_wave1.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_light_or_wave1.ini,fx_session_reversal_m15_wave1_quality_full2025_light_or_wave1,16385,15,5,0,true,1,1,6,5,9,0,0,true,3,2,0.8,0.45,0.60,24,1,30,87,26,0.2988505747126437,-144.12000000000003,641.4000000000001,-785.52,0.8165291781240454,-6.095199999999999,-0.07005977011494252,0.8128889066255724,237.10999999999999,2.3710999999999998,-0.6078191556661466,12,0.13793103448275862,18,0.20689655172413793,57,0.6551724137931034,0.6726896551724136,0.5224747126436781,0.5632183908045977,0.3793103448275862,0.2988505747126437,0.1839080459770115,0.0,False,False
full2025_wave1_only,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,wave1_only,wave1_quality_required_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_wave1_only.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_wave1_only.ini,fx_session_reversal_m15_wave1_quality_full2025_wave1_only,16385,15,5,0,false,0,1,6,5,9,0,0,true,3,0,0.8,0.45,0.60,24,1,30,51,11,0.21568627450980393,-262.1,223.70000000000002,-485.8,0.4604775627830383,-11.036599999999998,-0.21640392156862742,0.4597185167054217,262.1,2.621,-1.0,6,0.11764705882352941,5,0.09803921568627451,40,0.7843137254901961,0.5851352941176472,0.5273039215686274,0.49019607843137253,0.3137254901960784,0.23529411764705882,0.11764705882352941,0.0,False,False
full2025_light_or_wave1_exhaustion,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light_or_wave1_exhaustion,required_light_plus_wave1_quality_nearmiss,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_light_or_wave1_exhaustion.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_light_or_wave1_exhaustion.ini,fx_session_reversal_m15_wave1_quality_full2025_light_or_wave1_exhaustion,16385,15,5,0,true,1,1,6,5,9,0,0,true,3,3,0.8,0.45,0.60,24,1,30,67,23,0.34328358208955223,44.149999999999984,595.6600000000001,-551.5099999999999,1.0800529455494918,1.8345000000000007,0.027380597014925383,1.080737086247189,161.24,1.6124,0.27381543041428913,9,0.13432835820895522,17,0.2537313432835821,41,0.6119402985074627,0.7012985074626866,0.5028089552238806,0.5671641791044776,0.40298507462686567,0.31343283582089554,0.208955223880597,0.0,False,False
full2025_one_light_wave1_diag,full2025_validation,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,one_light_wave1_diag,one_symbol_required_light_wave1_quality,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_one_light_wave1_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_one_light_wave1_diag.ini,fx_session_reversal_m15_wave1_quality_full2025_one_light_wave1_diag,16385,15,5,0,true,2,3,0,0,0,0,0,true,1,0,0.8,0.45,0.60,24,1,30,35,16,0.45714285714285713,183.92999999999998,432.45000000000005,-248.52,1.7401014002897153,7.463800000000002,0.21325142857142862,1.7301273648582551,70.88000000000001,0.7088000000000001,2.5949492099322793,4,0.11428571428571428,12,0.34285714285714286,19,0.5428571428571428,0.8001914285714287,0.5183457142857144,0.6571428571428571,0.4857142857142857,0.45714285714285713,0.2571428571428571,0.0,False,False
full2025_one_light_or_wave1,full2025_validation,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,one_light_or_wave1,one_symbol_required_light_or_wave1_quality,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_one_light_or_wave1.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_one_light_or_wave1.ini,fx_session_reversal_m15_wave1_quality_full2025_one_light_or_wave1,16385,15,5,0,true,1,1,6,5,9,0,0,true,3,2,0.8,0.45,0.60,24,1,30,53,19,0.3584905660377358,1.3999999999999986,447.54,-446.13999999999993,1.0031380284215718,0.040699999999999736,0.0007679245283018819,1.0022211307574767,131.5,1.315,0.010646387832699609,6,0.11320754716981132,12,0.22641509433962265,35,0.660377358490566,0.7028528301886793,0.5254471698113209,0.6226415094339622,0.39622641509433965,0.33962264150943394,0.18867924528301888,0.0,False,False
full2025_one_wave1_only,full2025_validation,one,1,session_reversal_pullback_one_symbol_first120,2025.01.01,2025.12.31,one_wave1_only,one_symbol_wave1_quality_required_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_one_wave1_only.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_wave1q_full2025_one_wave1_only.ini,fx_session_reversal_m15_wave1_quality_full2025_one_wave1_only,16385,15,5,0,false,0,1,6,5,9,0,0,true,3,0,0.8,0.45,0.60,24,1,30,38,9,0.23684210526315788,-184.92000000000004,163.91,-348.83,0.4698850442909154,-7.6398,-0.20104736842105264,0.47350212947776105,184.92000000000004,1.8492000000000004,-1.0,4,0.10526315789473684,4,0.10526315789473684,30,0.7894736842105263,0.5850684210526317,0.5118973684210526,0.5,0.3157894736842105,0.23684210526315788,0.13157894736842105,0.0,False,False
