Time;SetupId;SignalTime;EntryTime;SignalBarTime;EntryBarTime;ExitBarTime;Symbol;Direction;StrategyName;ContextTF;PatternTF;EntryTF;SessionName;SignalPrice;EntryPrice;StopLoss;TakeProfit;RiskPoints;RewardPoints;RR;LotSize;PlannedRiskMoney;RiskPercent;PatternType;NecklinePrice;LeftPeakOrBottom;RightPeakOrBottom;FiboExtensionValue;ATRValue;SpreadPoints;ContextFilterPassed;FiboFilterPassed;ATRFilterPassed;SpreadFilterPassed;EntryReason;RejectReason;Result;ProfitMoney;ProfitR;MFE;MAE;MFE_R;MAE_R;HoldingBars;ExitReason;FilterMode;ContextFilterReason;IsExecutable;ContextEMAShort;ContextEMALong;ContextEMAShortAboveLong;ContextEMAShortSlopeATR;ContextEMALongSlopeATR;ContextPriceVsEMAShort;ContextPriceVsEMALong;HTFTrendState;PatternADX;EntryADX;PatternADXBucket;EntryADXBucket;PatternDIDirection;EntryDIDirection;PatternATR;EntryATR;PatternATRPercentile;EntryATRPercentile;PatternATRBucket;EntryATRBucket;SLDistanceATR;TPDistanceATR;DoubleTopBottomHeightATR;NecklineDistanceATR;RightPeakOrBottomDepthATR;LeftRightSymmetryRatio;BreakCandleBodyATR;BreakCandleClosePosition;BreakCandleDirectionStrength;BreakCandleStrengthBucket;ContextDirectionAligned;TrendAlignmentTag;EntryOpenCount;SameDirectionOpenCount;OppositeDirectionOpenCount;BarsSinceLastEntry;ApproximateDuplicateSetup;MFEReached05;MFEReached10;MFE05ThenSL;MFE10ThenSL;StopConditionTriggered;StopReason;DrawdownPercent;DrawdownR;AccountCurrency;AccountBalance;AccountEquity;SmallCapitalMode;SelectedSmallCapitalTier;SelectedRiskPercent;DesiredRiskMoneyUsd;CalculatedLotBeforeRounding;MinLot;LotStep;FinalLot;FinalLotReason;ActualRiskMoneyAtFinalLotUsd;EffectiveRiskPercentAtFinalLot;MarginRequired;FreeMargin;FreeMarginAfterEntryEstimate;SmallCapitalRuinTriggered;SmallCapitalRuinReason;SmallCapitalMaxDrawdownPercent;SmallCapitalMinEquityUsd;SmallCapitalMinMarginLevel;Usd100ChallengeMode;Usd100RiskWarning
2026.05.01 00:05:00;SHORT_1777577100_156.501;2026.05.01 00:00:00;2026.05.01 00:05:00;2026.05.01 00:00:00;2026.05.01 00:05:00;;USDJPY;SHORT;Strategy_01_NWave_ExpectedValue;M15;M15;M5;asia;156.4810000000;156.4810000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;double_top_neckline_break;156.5010000000;156.7360000000;156.7320000000;205.8035714286;0.0540000000;89.0000000000;1;1;1;0;double_top_neckline_close_break;trend_alignment_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;158.9748360847;159.2065043323;0;-1.2551432824;-0.5018191292;below;below;bearish;33.5714449974;19.0254818197;high;low;plus_di;plus_di;0.1014285714;0.0540000000;71.0000000000;25.0000000000;high_vol;low_vol;0.0000000000;0.0000000000;4.2777777778;0.3703703704;4.2777777778;0.9829787234;1.3148148148;0.4964539007;0.5035460993;high;1;TrendFollow;0;0;0;-1;0;0;0;0;0;false;;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;false;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;false;;0.0000000000;100.0000000000;0.0000000000;false;
2026.05.01 02:40:00;LONG_1777600800_156.767;2026.05.01 02:35:00;2026.05.01 02:40:00;2026.05.01 02:35:00;2026.05.01 02:40:00;;USDJPY;LONG;Strategy_01_NWave_ExpectedValue;H4;M15;M5;asia;156.7900000000;156.8110000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;double_bottom_neckline_break;156.7670000000;156.6310000000;156.6330000000;70.6349206349;0.0485714286;20.0000000000;0;0;1;1;double_bottom_neckline_close_break;fibo_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_filter_failed;0;158.9748360847;159.2065043323;0;-1.2551432824;-0.5018191292;below;below;bearish;38.9120384440;22.6712687961;high;middle;plus_di;plus_di;0.0873571429;0.0485714286;58.0000000000;19.0000000000;normal_vol;low_vol;0.0000000000;0.0000000000;2.7588235294;0.4735294118;2.7588235294;0.9852941176;1.1117647059;0.9375000000;0.6750000000;high;0;CounterTrend;0;0;0;-1;0;0;0;0;0;false;;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;false;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;false;;0.0000000000;100.0000000000;0.0000000000;false;
2026.05.01 09:40:00;SHORT_1777626600_157.186;2026.05.01 09:35:00;2026.05.01 09:40:00;2026.05.01 09:35:00;2026.05.01 09:40:00;;USDJPY;SHORT;Strategy_01_NWave_ExpectedValue;M15;M15;M5;london;157.1400000000;157.1400000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;double_top_neckline_break;157.1860000000;157.2840000000;157.2860000000;278.9308176101;0.0560000000;20.0000000000;1;1;1;1;double_top_neckline_close_break;trend_alignment_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;158.6453646861;159.0488454063;0;-0.8286184339;-0.3775763316;below;below;bearish;18.1599367123;22.9555150956;low;middle;plus_di;minus_di;0.0940000000;0.0560000000;49.5000000000;40.5000000000;normal_vol;normal_vol;0.0000000000;0.0000000000;1.7500000000;0.8214285714;1.7857142857;0.9800000000;1.3035714286;0.3577235772;0.5934959350;high;1;TrendFollow;0;0;0;-1;0;0;0;0;0;false;;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;false;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;false;;0.0000000000;100.0000000000;0.0000000000;false;
2026.05.01 16:50:00;LONG_1777653300_156.650;2026.05.01 16:45:00;2026.05.01 16:50:00;2026.05.01 16:45:00;2026.05.01 16:50:00;;USDJPY;LONG;Strategy_01_NWave_ExpectedValue;M15;M15;M5;new_york;156.7310000000;156.7530000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;double_bottom_neckline_break;156.6500000000;156.5250000000;156.5140000000;540.5970149254;0.0689285714;24.0000000000;1;1;1;1;double_bottom_neckline_close_break;direction_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;158.2610899131;158.8547950098;0;-0.6373712595;-0.3207699225;below;below;bearish;18.2211459958;25.7840932497;low;middle;plus_di;plus_di;0.1050714286;0.0689285714;47.5000000000;53.0000000000;normal_vol;normal_vol;0.0000000000;0.0000000000;1.8134715026;1.1751295337;1.9730569948;0.9191176471;2.1181347150;0.9096045198;0.8248587571;high;0;CounterTrend;0;0;0;-1;0;0;0;0;0;false;;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;false;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;false;;0.0000000000;100.0000000000;0.0000000000;false;
2026.05.01 19:15:00;LONG_1777660500_156.753;2026.05.01 19:10:00;2026.05.01 19:15:00;2026.05.01 19:10:00;2026.05.01 19:15:00;;USDJPY;LONG;Strategy_01_NWave_ExpectedValue;M15;M15;M5;new_york;156.7630000000;156.7830000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;double_bottom_neckline_break;156.7530000000;156.6110000000;156.6120000000;540.5970149254;0.0793571429;21.0000000000;1;1;1;1;double_bottom_neckline_close_break;direction_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;158.2610899131;158.8547950098;0;-0.6373712595;-0.3207699225;below;below;bearish;34.8225686977;37.9484118722;high;high;plus_di;plus_di;0.1465714286;0.0793571429;66.5000000000;57.0000000000;normal_vol;normal_vol;0.0000000000;0.0000000000;1.7767776778;0.1260126013;1.7767776778;0.9929577465;0.1890189019;0.6470588235;0.2941176471;low;0;CounterTrend;0;0;0;-1;0;0;0;0;0;false;;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;false;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;false;;0.0000000000;100.0000000000;0.0000000000;false;
2026.05.01 21:55:00;LONG_1777668600_157.018;2026.05.01 21:50:00;2026.05.01 21:55:00;2026.05.01 21:50:00;2026.05.01 21:55:00;;USDJPY;LONG;Strategy_01_NWave_ExpectedValue;M15;M15;M5;new_york;157.0440000000;157.0670000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;double_bottom_neckline_break;157.0180000000;156.8550000000;156.8440000000;540.5970149254;0.0743571429;20.0000000000;1;1;1;1;double_bottom_neckline_close_break;direction_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;158.1344146833;158.7793520683;0;-0.5903036837;-0.3113473125;below;below;bearish;43.7579994656;33.4323349542;high;high;plus_di;plus_di;0.1322857143;0.0743571429;55.5000000000;55.5000000000;normal_vol;normal_vol;0.0000000000;0.0000000000;2.1921229587;0.3496637848;2.3400576369;0.9367816092;0.6858789625;0.9565217391;0.7391304348;high;0;CounterTrend;0;0;0;-1;0;0;0;0;0;false;;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;false;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;false;;0.0000000000;100.0000000000;0.0000000000;false;
2026.05.01 22:05:00;LONG_1777668600_157.018;2026.05.01 22:00:00;2026.05.01 22:05:00;2026.05.01 22:00:00;2026.05.01 22:05:00;;USDJPY;LONG;Strategy_01_NWave_ExpectedValue;M15;M15;M5;late_us;157.0420000000;157.0640000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;double_bottom_neckline_break;157.0180000000;156.8550000000;156.8440000000;540.5970149254;0.0710000000;24.0000000000;1;1;1;1;double_bottom_neckline_close_break;direction_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;158.1344146833;158.7793520683;0;-0.5903036837;-0.3113473125;below;below;bearish;40.6623679290;31.3244658171;high;middle;plus_di;plus_di;0.1275000000;0.0710000000;52.5000000000;48.5000000000;normal_vol;normal_vol;0.0000000000;0.0000000000;2.2957746479;0.3380281690;2.4507042254;0.9367816092;0.5211267606;0.8208955224;0.5522388060;high;0;CounterTrend;0;0;0;-1;0;0;0;0;0;false;;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;false;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;false;;0.0000000000;100.0000000000;0.0000000000;false;
2026.05.01 22:15:00;LONG_1777668600_157.018;2026.05.01 22:10:00;2026.05.01 22:15:00;2026.05.01 22:10:00;2026.05.01 22:15:00;;USDJPY;LONG;Strategy_01_NWave_ExpectedValue;M15;M15;M5;late_us;157.0300000000;157.0540000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;double_bottom_neckline_break;157.0180000000;156.8550000000;156.8440000000;540.5970149254;0.0647142857;24.0000000000;1;1;1;1;double_bottom_neckline_close_break;direction_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;158.1344146833;158.7793520683;0;-0.5903036837;-0.3113473125;below;below;bearish;38.4359841027;30.2187020929;high;middle;plus_di;plus_di;0.1222142857;0.0647142857;46.5000000000;39.0000000000;normal_vol;normal_vol;0.0000000000;0.0000000000;2.5187637969;0.1854304636;2.6887417219;0.9367816092;0.2317880795;0.5357142857;0.5357142857;low;0;CounterTrend;0;0;0;-1;0;0;0;0;0;false;;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;false;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;false;;0.0000000000;100.0000000000;0.0000000000;false;
2026.05.01 22:30:00;LONG_1777668600_157.018;2026.05.01 22:25:00;2026.05.01 22:30:00;2026.05.01 22:25:00;2026.05.01 22:30:00;;USDJPY;LONG;Strategy_01_NWave_ExpectedValue;M15;M15;M5;late_us;157.0330000000;157.0550000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;double_bottom_neckline_break;157.0180000000;156.8550000000;156.8440000000;540.5970149254;0.0622857143;23.0000000000;1;1;1;1;double_bottom_neckline_close_break;direction_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;158.1344146833;158.7793520683;0;-0.5903036837;-0.3113473125;below;below;bearish;36.5064514532;22.9827995332;high;middle;plus_di;plus_di;0.1100000000;0.0622857143;42.0000000000;34.5000000000;normal_vol;normal_vol;0.0000000000;0.0000000000;2.6169724771;0.2408256881;2.7935779817;0.9367816092;0.2408256881;0.9428571429;0.4285714286;low;0;CounterTrend;0;0;0;-1;0;0;0;0;0;false;;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;false;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;false;;0.0000000000;100.0000000000;0.0000000000;false;
2026.05.04 03:00:00;LONG_1777860600_156.862;2026.05.04 02:55:00;2026.05.04 03:00:00;2026.05.04 02:55:00;2026.05.04 03:00:00;;USDJPY;LONG;Strategy_01_NWave_ExpectedValue;M15;M15;M5;asia;156.8930000000;156.9130000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;double_bottom_neckline_break;156.8620000000;156.7940000000;156.7940000000;221.6346153846;0.0370714286;20.0000000000;1;1;1;1;double_bottom_neckline_close_break;direction_filter_failed;REJECTED;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0;;FILTER_ALL;fibo_and_atr;0;158.0312323325;158.7115735558;0;-0.4683821944;-0.2719142026;below;below;bearish;35.9020241021;22.7324186922;high;middle;plus_di;plus_di;0.1038571429;0.0370714286;35.5000000000;5.0000000000;normal_vol;low_vol;0.0000000000;0.0000000000;1.8342967245;0.8362235067;1.8342967245;1.0000000000;1.2678227360;1.0000000000;0.8103448276;high;0;CounterTrend;0;0;0;-1;0;0;0;0;0;false;;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;false;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;;0.0000000000;0.0000000000;0.0000000000;0.0000000000;0.0000000000;false;;0.0000000000;100.0000000000;0.0000000000;false;
