path,manifest_sha256,actual_sha256,status
mql/Experts/ExpectedValue_MultiCurrency_TickShockResearch.mq5,00779DDC4776BEF51969F3A9F6EC9C72C90C21E8CC64FE44F487B627D18AE14A,00779DDC4776BEF51969F3A9F6EC9C72C90C21E8CC64FE44F487B627D18AE14A,PASS
mql/Include/TickShockStateMachine.mqh,B12575B3894CF33AAE7103C914B8F470DF41AB3F60FB81B428044E5EF45AF685,B12575B3894CF33AAE7103C914B8F470DF41AB3F60FB81B428044E5EF45AF685,PASS
mql/Include/TickShockResearchExecution.mqh,F2C33E8012E18E3392BB68B855C1CE4D1BFC92160ACD46C7C8399B3E143811E9,F2C33E8012E18E3392BB68B855C1CE4D1BFC92160ACD46C7C8399B3E143811E9,PASS
mql/Experts/ExpectedValue_MultiCurrency_TickShockScalper.mq5,60A1A462CF19683A4C01BE8407B24BC3316A55F7D26DB1F54310329A775BCDF2,60A1A462CF19683A4C01BE8407B24BC3316A55F7D26DB1F54310329A775BCDF2,PASS
mql/Experts/tests/ExpectedValue_TickShock_ResearchReachabilityHarness.mq5,E352D902FE01F7B721045175DCF139AC0B3CA0F938E2D459785B569684CCD594,E352D902FE01F7B721045175DCF139AC0B3CA0F938E2D459785B569684CCD594,PASS
mql/Experts/tests/ExpectedValue_TickShock_OrderReachabilityHarness.mq5,DA46CEB03DBEDA3AD60C1F999EC607ABB300FC932A274B4E90F6AD54B4FC68C9,DA46CEB03DBEDA3AD60C1F999EC607ABB300FC932A274B4E90F6AD54B4FC68C9,PASS
mql/Experts/tests/ExpectedValue_TickShock_ReachabilityHarness.mq5,04E116772925CA1D7ADC6BD8352894A9A23CC1248FFF890D7775EC2452DB0AB1,04E116772925CA1D7ADC6BD8352894A9A23CC1248FFF890D7775EC2452DB0AB1,PASS
scripts/validate-tickshock-research-output.ps1,12D30B12A553F6395ADFF0FFA321A25AB3BAA7B599AA10A59EF653040F8293EF,12D30B12A553F6395ADFF0FFA321A25AB3BAA7B599AA10A59EF653040F8293EF,PASS
docs/research/tick_shock_scalper_csv_schema.md,AC574422829EC273516697E28ACFF8FA23882FB95F6C5EA449811867B4024486,AC574422829EC273516697E28ACFF8FA23882FB95F6C5EA449811867B4024486,PASS
.company/qa/2026-08-22-tick-shock-execution-revision.md,FDEE25ED228E8C4C3278EF039854331114DE013EF372CA91C4B8E1A3306E6119,FDEE25ED228E8C4C3278EF039854331114DE013EF372CA91C4B8E1A3306E6119,PASS
.company/qa/2026-08-22-tick-shock-realizable-execution.md,EEB17443DA4DCC188A77DAA7E88C6BBD2D8D599285262A0FBD72943CB04BECEF,EEB17443DA4DCC188A77DAA7E88C6BBD2D8D599285262A0FBD72943CB04BECEF,PASS
docs/devlog/2026-08-22-tick-shock-realizable-execution.md,10FE56195F76021C335FC3DBC861927F03F959493F03868D92EDEE76DE3C23BA,10FE56195F76021C335FC3DBC861927F03F959493F03868D92EDEE76DE3C23BA,PASS
reports/presets/ExpectedValue_MultiCurrency_TickShockResearch_realizable_202503.set,297018FA9BE5BD5DCED316BF9D0AB93B46A4D3BC5C73F2D7633B8393616505C6,297018FA9BE5BD5DCED316BF9D0AB93B46A4D3BC5C73F2D7633B8393616505C6,PASS
reports/presets/ExpectedValue_TickShock_ResearchReachability_production_path.set,1E8F23CD4AD17007A0BE7E43F3DBE76097F02494CDB69F7E34CF3E567C2A6671,1E8F23CD4AD17007A0BE7E43F3DBE76097F02494CDB69F7E34CF3E567C2A6671,PASS
reports/presets/ExpectedValue_TickShock_OrderReachability_observation_truth.set,740DEEECB7DC89899EAAA897A8009990216CB9C77DE36874E82F3C9F50F64E4C,740DEEECB7DC89899EAAA897A8009990216CB9C77DE36874E82F3C9F50F64E4C,PASS
reports/backtest/runs/20260822_tickshock_execution_revision/summary.md,D5C3CA7D19B9C1158C5B8A1C57AC1AACB1F023D7EA68AC81731331AE04FE2967,D5C3CA7D19B9C1158C5B8A1C57AC1AACB1F023D7EA68AC81731331AE04FE2967,PASS
reports/backtest/runs/20260822_tickshock_execution_revision/events.csv,45F01B4F54CE45ACC94A08B48391A6CCB382110096FBAC9FE4B54741D10D9D14,45F01B4F54CE45ACC94A08B48391A6CCB382110096FBAC9FE4B54741D10D9D14,PASS
reports/backtest/runs/20260822_tickshock_execution_revision/summary.csv,3CED2C22045F5911445E895BD2A55386BD8CB5DA28D6606AC7C283C5FEEFA17A,3CED2C22045F5911445E895BD2A55386BD8CB5DA28D6606AC7C283C5FEEFA17A,PASS
reports/backtest/runs/20260822_tickshock_execution_revision/tick_quality.csv,ABE0DC22294F3D584329B9069F06FA5A1DCA7683D3BC78A53F2BF989A60635AC,ABE0DC22294F3D584329B9069F06FA5A1DCA7683D3BC78A53F2BF989A60635AC,PASS
reports/backtest/runs/20260822_tickshock_execution_revision/symbol_specs.csv,629B721ABE1F4756597B2155EA7C3E08B9D05A88EF6E685FA5CC575D7C793AB0,629B721ABE1F4756597B2155EA7C3E08B9D05A88EF6E685FA5CC575D7C793AB0,PASS
reports/backtest/runs/20260822_tickshock_execution_revision/trades.csv,69DFAB285053561A1B3B95776103D8CEEB380E1963FE3C407392E6C216A729C6,69DFAB285053561A1B3B95776103D8CEEB380E1963FE3C407392E6C216A729C6,PASS
reports/backtest/runs/20260822_tickshock_realizable_execution/summary.md,9043A771322F5F83BCA0207D63D50803F7980AF6A8CBCCBCF0EDCCE9EAAA38C9,9043A771322F5F83BCA0207D63D50803F7980AF6A8CBCCBCF0EDCCE9EAAA38C9,PASS
