response_episode_id,start_msc,end_confirmed_msc,market_clusters,representative_events,window_end_msc,partition
75,1741059252750,1741059252750,1,1,1741059372750,DISCOVERY
76,1741059902250,1741059996500,2,2,1741060116500,DISCOVERY
77,1741063201250,1741063206750,2,2,1741063326750,DISCOVERY
78,1741063427250,1741063427250,1,1,1741063547250,DISCOVERY
79,1741063660250,1741063660250,1,1,1741063780250,DISCOVERY
80,1741064102500,1741064176250,2,2,1741064296250,DISCOVERY
81,1741064318750,1741064318750,1,1,1741064438750,DISCOVERY
82,1741065001500,1741065121250,2,2,1741065241250,DISCOVERY
83,1741065248000,1741065248000,1,1,1741065368000,DISCOVERY
84,1741065545500,1741065570250,2,2,1741065690250,DISCOVERY
85,1741066021750,1741066021750,1,1,1741066141750,DISCOVERY
86,1741066361000,1741066361000,1,1,1741066481000,DISCOVERY
87,1741066514750,1741066527500,2,2,1741066647500,DISCOVERY
88,1741066711500,1741066711500,1,1,1741066831500,DISCOVERY
89,1741066859500,1741066878500,2,2,1741066998500,DISCOVERY
90,1741067020250,1741067020250,1,1,1741067140250,DISCOVERY
91,1741067153500,1741067341750,4,4,1741067461750,DISCOVERY
92,1741067500250,1741067834250,5,5,1741067954250,DISCOVERY
93,1741068100000,1741068100000,1,1,1741068220000,DISCOVERY
94,1741068278500,1741068440500,3,3,1741068560500,DISCOVERY
95,1741069445750,1741069468500,2,2,1741069588500,DISCOVERY
96,1741069841250,1741069841250,1,1,1741069961250,DISCOVERY
97,1741070170500,1741070222500,2,2,1741070342500,DISCOVERY
98,1741070347000,1741070347000,1,1,1741070467000,DISCOVERY
99,1741071601250,1741071948000,14,14,1741072068000,DISCOVERY
100,1741072582000,1741072582000,1,1,1741072702000,DISCOVERY
101,1741073010500,1741073118250,3,3,1741073238250,DISCOVERY
102,1741073873750,1741073873750,1,1,1741073993750,DISCOVERY
103,1741074245750,1741074245750,1,1,1741074365750,DISCOVERY
104,1741074641750,1741074641750,1,1,1741074761750,DISCOVERY
105,1741074916000,1741075051000,3,3,1741075171000,DISCOVERY
106,1741075595750,1741075595750,1,1,1741075715750,DISCOVERY
107,1741076015000,1741076099000,2,2,1741076219000,DISCOVERY
108,1741076392250,1741076392250,1,1,1741076512250,DISCOVERY
109,1741076831000,1741077015000,5,5,1741077135000,DISCOVERY
110,1741077437500,1741077437500,1,1,1741077557500,DISCOVERY
111,1741077568500,1741077568500,1,1,1741077688500,DISCOVERY
112,1741077902000,1741077902000,1,1,1741078022000,DISCOVERY
113,1741078037250,1741078037250,1,1,1741078157250,DISCOVERY
114,1741078812750,1741078812750,1,1,1741078932750,DISCOVERY
115,1741079357500,1741079529000,4,4,1741079649000,DISCOVERY
116,1741079789250,1741080327250,10,10,1741080447250,DISCOVERY
117,1741080481250,1741080481250,1,1,1741080601250,DISCOVERY
118,1741080700250,1741080940000,7,7,1741081060000,DISCOVERY
119,1741081179500,1741081210000,3,3,1741081330000,DISCOVERY
120,1741081391250,1741081391250,1,1,1741081511250,DISCOVERY
121,1741081591500,1741081591500,1,1,1741081711500,DISCOVERY
122,1741081811000,1741081811000,1,1,1741081931000,DISCOVERY
123,1741082076250,1741082076250,1,1,1741082196250,DISCOVERY
124,1741082249750,1741082486250,12,12,1741082606250,DISCOVERY
125,1741082683250,1741082683250,1,1,1741082803250,DISCOVERY
126,1741082810250,1741082810250,1,1,1741082930250,DISCOVERY
127,1741082933500,1741082995250,4,4,1741083115250,DISCOVERY
128,1741083193500,1741083543750,8,8,1741083663750,DISCOVERY
129,1741083706000,1741083706000,1,1,1741083826000,DISCOVERY
130,1741083902500,1741083902500,1,1,1741084022500,DISCOVERY
131,1741084171500,1741084342500,8,8,1741084462500,DISCOVERY
132,1741084578750,1741084620500,3,3,1741084740500,DISCOVERY
133,1741084788500,1741085090500,7,7,1741085210500,DISCOVERY
134,1741085242250,1741085244750,2,2,1741085364750,DISCOVERY
135,1741085480250,1741085503500,2,2,1741085623500,DISCOVERY
136,1741085650500,1741085726750,4,4,1741085846750,DISCOVERY
137,1741086001250,1741086012000,2,2,1741086132000,DISCOVERY
138,1741086181250,1741086192500,3,3,1741086312500,DISCOVERY
139,1741086313500,1741086313500,1,1,1741086433500,DISCOVERY
140,1741086757000,1741086818750,3,3,1741086938750,DISCOVERY
141,1741087001500,1741087278750,4,4,1741087398750,DISCOVERY
142,1741087419000,1741087419000,1,1,1741087539000,DISCOVERY
143,1741087555500,1741087555500,1,1,1741087675500,DISCOVERY
144,1741087713500,1741087751750,2,2,1741087871750,DISCOVERY
145,1741088051750,1741088051750,1,1,1741088171750,DISCOVERY
146,1741088319250,1741088522000,4,4,1741088642000,DISCOVERY
147,1741088975250,1741089092750,3,3,1741089212750,DISCOVERY
148,1741089303000,1741089303000,1,1,1741089423000,DISCOVERY
149,1741089519000,1741089616250,2,2,1741089736250,DISCOVERY
150,1741089737750,1741090081750,6,6,1741090201750,DISCOVERY
151,1741090308750,1741090514250,5,5,1741090634250,DISCOVERY
152,1741090804250,1741090927500,4,4,1741091047500,DISCOVERY
153,1741091153750,1741091256500,2,2,1741091376500,DISCOVERY
154,1741091445000,1741091445000,1,1,1741091565000,DISCOVERY
155,1741092101750,1741092148500,2,2,1741092268500,DISCOVERY
156,1741093061500,1741093061500,1,1,1741093181500,DISCOVERY
157,1741094174000,1741094174000,1,1,1741094294000,DISCOVERY
158,1741094600000,1741094600000,1,1,1741094720000,DISCOVERY
159,1741094897250,1741094928000,3,3,1741095048000,DISCOVERY
160,1741095117000,1741095138750,4,4,1741095258750,DISCOVERY
161,1741095305500,1741095500250,6,6,1741095620250,DISCOVERY
162,1741095771250,1741095771250,1,1,1741095891250,DISCOVERY
163,1741095933500,1741096042500,5,5,1741096162500,DISCOVERY
164,1741096263000,1741096263000,1,1,1741096383000,DISCOVERY
165,1741096391500,1741096570000,3,3,1741096690000,DISCOVERY
166,1741096795000,1741096895750,3,3,1741097015750,DISCOVERY
167,1741097294250,1741097294250,1,1,1741097414250,DISCOVERY
168,1741097448000,1741097593750,4,4,1741097713750,DISCOVERY
169,1741098183000,1741098279500,3,3,1741098399500,DISCOVERY
170,1741098663500,1741098833000,5,5,1741098953000,DISCOVERY
171,1741098981250,1741099320500,7,7,1741099440500,DISCOVERY
172,1741099532750,1741099532750,1,1,1741099652750,DISCOVERY
173,1741099711500,1741099711500,1,1,1741099831500,DISCOVERY
174,1741100425250,1741101008750,13,13,1741101128750,DISCOVERY
175,1741101650750,1741101650750,1,1,1741101770750,DISCOVERY
176,1741101876500,1741101987500,2,2,1741102107500,DISCOVERY
177,1741102254250,1741102808500,15,15,1741102928500,DISCOVERY
178,1741102975250,1741102975250,1,1,1741103095250,DISCOVERY
179,1741103191000,1741103191000,1,1,1741103311000,DISCOVERY
180,1741103582000,1741103582000,1,1,1741103702000,DISCOVERY
181,1741104088250,1741104187750,5,5,1741104307750,DISCOVERY
182,1741104308000,1741104503250,7,7,1741104623250,DISCOVERY
183,1741104681500,1741104681500,1,1,1741104801500,DISCOVERY
184,1741105090750,1741105090750,1,1,1741105210750,DISCOVERY
185,1741105237250,1741105237250,1,1,1741105357250,DISCOVERY
186,1741105500750,1741105730000,5,5,1741105850000,DISCOVERY
187,1741105861000,1741105861000,1,1,1741105981000,DISCOVERY
188,1741106205250,1741106255250,2,2,1741106375250,DISCOVERY
189,1741106425500,1741106863000,15,15,1741106983000,DISCOVERY
190,1741107005250,1741107101500,2,2,1741107221500,DISCOVERY
191,1741107269750,1741107357000,4,4,1741107477000,DISCOVERY
192,1741107601250,1741107950500,9,9,1741108070500,DISCOVERY
193,1741108116750,1741108125750,2,2,1741108245750,DISCOVERY
194,1741108302250,1741108958000,23,23,1741109078000,DISCOVERY
195,1741109165250,1741109251500,4,4,1741109371500,DISCOVERY
196,1741109407750,1741109474750,3,3,1741109594750,DISCOVERY
197,1741109679500,1741109699750,2,2,1741109819750,DISCOVERY
198,1741109863500,1741110537500,16,16,1741110657500,DISCOVERY
199,1741110841750,1741110972500,3,3,1741111092500,DISCOVERY
200,1741111185250,1741111291500,6,6,1741111411500,DISCOVERY
201,1741111429250,1741111726500,8,8,1741111846500,DISCOVERY
202,1741111861250,1741111932500,3,3,1741112052500,DISCOVERY
203,1741112123750,1741112123750,1,1,1741112243750,DISCOVERY
204,1741112413500,1741112546750,5,5,1741112666750,DISCOVERY
205,1741112711750,1741112785500,2,2,1741112905500,DISCOVERY
206,1741112913500,1741113258250,10,10,1741113378250,DISCOVERY
207,1741113479250,1741113517750,2,2,1741113637750,DISCOVERY
208,1741114848750,1741114848750,1,1,1741114968750,DISCOVERY
209,1741115107000,1741115225500,2,2,1741115345500,DISCOVERY
210,1741115504750,1741115504750,1,1,1741115624750,DISCOVERY
211,1741116089000,1741116089000,1,1,1741116209000,DISCOVERY
212,1741116272000,1741116272000,1,1,1741116392000,DISCOVERY
213,1741116679750,1741116679750,1,1,1741116799750,DISCOVERY
214,1741116941500,1741117040750,2,2,1741117160750,DISCOVERY
215,1741117254750,1741117350750,15,15,1741117470750,DISCOVERY
216,1741117829000,1741117870500,2,2,1741117990500,DISCOVERY
217,1741118653750,1741118943000,5,5,1741119063000,DISCOVERY
218,1741121068250,1741121068250,1,1,1741121188250,DISCOVERY
219,1741121891750,1741121891750,1,1,1741122011750,DISCOVERY
220,1741122115750,1741122181250,7,7,1741122301250,DISCOVERY
221,1741122431500,1741122672000,6,6,1741122792000,DISCOVERY
222,1741122821500,1741122941250,3,3,1741123061250,DISCOVERY
223,1741124119250,1741124119250,1,1,1741124239250,DISCOVERY
224,1741124818750,1741124834000,3,3,1741124954000,DISCOVERY
225,1741125154250,1741125263500,2,2,1741125383500,DISCOVERY
226,1741126451000,1741126451000,1,1,1741126571000,DISCOVERY
227,1741127052750,1741127052750,1,1,1741127172750,DISCOVERY
228,1741127208000,1741127245250,2,2,1741127365250,DISCOVERY
229,1741127611000,1741127611000,1,1,1741127731000,DISCOVERY
230,1741127891750,1741128099500,6,6,1741128219500,DISCOVERY
231,1741128601000,1741128732250,3,3,1741128852250,DISCOVERY
232,1741128960750,1741128960750,1,1,1741129080750,DISCOVERY
233,1741129158000,1741129158000,1,1,1741129278000,DISCOVERY
234,1741129299250,1741129299250,1,1,1741129419250,DISCOVERY
235,1741129528500,1741129528500,1,1,1741129648500,DISCOVERY
236,1741129758500,1741130071500,34,34,1741130191500,DISCOVERY
237,1741130277500,1741130882000,43,43,1741131002000,DISCOVERY
238,1741131065500,1741131065500,1,1,1741131185500,DISCOVERY
239,1741131236500,1741131346500,2,2,1741131466500,DISCOVERY
240,1741131528000,1741131569250,2,2,1741131689250,DISCOVERY
241,1741131873750,1741131905000,2,2,1741132025000,DISCOVERY
242,1741132093500,1741132093500,1,1,1741132213500,DISCOVERY
243,1741132377000,1741132422000,2,2,1741132542000,DISCOVERY
244,1741132623750,1741132623750,1,1,1741132743750,DISCOVERY
245,1741134972750,1741134972750,1,1,1741135092750,DISCOVERY
246,1741136409500,1741136409500,1,1,1741136529500,DISCOVERY
247,1741136996250,1741136996250,1,1,1741137116250,DISCOVERY
248,1741137454000,1741137454000,1,1,1741137574000,DISCOVERY
249,1741137849000,1741137849000,1,1,1741137969000,DISCOVERY
250,1741138185500,1741138185500,1,1,1741138305500,DISCOVERY
251,1741138482750,1741138541000,2,2,1741138661000,DISCOVERY
252,1741138685000,1741138767500,2,2,1741138887500,DISCOVERY
253,1741139402000,1741139402000,1,1,1741139522000,DISCOVERY
254,1741139782500,1741140274000,10,10,1741140394000,DISCOVERY
255,1741140426500,1741140426500,1,1,1741140546500,DISCOVERY
256,1741140625500,1741140625500,1,1,1741140745500,DISCOVERY
257,1741141112250,1741141235750,4,4,1741141355750,DISCOVERY
258,1741141418750,1741141530750,4,4,1741141650750,DISCOVERY
259,1741141838000,1741141981750,4,4,1741142101750,DISCOVERY
260,1741142348500,1741142348500,1,1,1741142468500,DISCOVERY
261,1741142711000,1741142714000,2,2,1741142834000,DISCOVERY
262,1741142837750,1741142837750,1,1,1741142957750,DISCOVERY
263,1741143250500,1741143250500,1,1,1741143370500,DISCOVERY
264,1741143563000,1741143563000,1,1,1741143683000,DISCOVERY
265,1741144018250,1741144108500,2,2,1741144228500,DISCOVERY
266,1741144380750,1741144380750,1,1,1741144500750,DISCOVERY
267,1741144735250,1741144782500,2,2,1741144902500,DISCOVERY
268,1741144923750,1741145076000,5,5,1741145196000,DISCOVERY
269,1741145275500,1741145498250,11,11,1741145618250,DISCOVERY
270,1741145821500,1741145821500,1,1,1741145941500,DISCOVERY
271,1741146439500,1741146501000,2,2,1741146621000,DISCOVERY
272,1741146682500,1741146682500,1,1,1741146802500,DISCOVERY
273,1741146805250,1741146805250,1,1,1741146925250,DISCOVERY
274,1741147341000,1741147341000,1,1,1741147461000,DISCOVERY
275,1741147532000,1741147578500,2,2,1741147698500,DISCOVERY
276,1741147771250,1741147771250,1,1,1741147891250,DISCOVERY
277,1741147977250,1741147994000,2,2,1741148114000,DISCOVERY
278,1741148775000,1741148775000,1,1,1741148895000,DISCOVERY
279,1741148915500,1741148915500,1,1,1741149035500,DISCOVERY
280,1741149075500,1741149075500,1,1,1741149195500,DISCOVERY
281,1741149239250,1741149364750,6,6,1741149484750,DISCOVERY
282,1741150042250,1741150042250,1,1,1741150162250,DISCOVERY
283,1741150930000,1741150945000,3,3,1741151065000,DISCOVERY
284,1741151145500,1741151145500,1,1,1741151265500,DISCOVERY
285,1741151438500,1741151438500,1,1,1741151558500,DISCOVERY
286,1741152610250,1741152619250,2,2,1741152739250,DISCOVERY
287,1741152808000,1741152808000,1,1,1741152928000,DISCOVERY
288,1741153081500,1741153081500,1,1,1741153201500,DISCOVERY
289,1741153327000,1741153327000,1,1,1741153447000,DISCOVERY
290,1741153511500,1741153511500,1,1,1741153631500,DISCOVERY
291,1741153659250,1741153825250,6,6,1741153945250,DISCOVERY
292,1741154416500,1741154416500,1,1,1741154536500,DISCOVERY
293,1741154602250,1741154602250,1,1,1741154722250,DISCOVERY
294,1741155536250,1741155536250,1,1,1741155656250,DISCOVERY
295,1741155983750,1741155983750,1,1,1741156103750,DISCOVERY
296,1741156576500,1741156576500,1,1,1741156696500,DISCOVERY
297,1741156780750,1741156780750,1,1,1741156900750,DISCOVERY
298,1741157101000,1741157101000,1,1,1741157221000,DISCOVERY
299,1741157523750,1741157628250,2,2,1741157748250,DISCOVERY
300,1741158845750,1741158849500,2,2,1741158969500,DISCOVERY
301,1741159268000,1741159372000,2,2,1741159492000,DISCOVERY
302,1741159574750,1741159574750,1,1,1741159694750,DISCOVERY
303,1741160232250,1741160232250,1,1,1741160352250,DISCOVERY
304,1741160951250,1741160951250,1,1,1741161071250,DISCOVERY
305,1741161812000,1741161814250,2,2,1741161934250,DISCOVERY
306,1741163561750,1741163561750,1,1,1741163681750,DISCOVERY
307,1741164006750,1741164007000,2,2,1741164127000,DISCOVERY
308,1741164588750,1741164588750,1,1,1741164708750,DISCOVERY
309,1741164723000,1741164723000,1,1,1741164843000,DISCOVERY
310,1741164905000,1741164967000,2,2,1741165087000,DISCOVERY
311,1741165179500,1741165526500,14,14,1741165646500,DISCOVERY
312,1741165656000,1741165685250,2,2,1741165805250,DISCOVERY
313,1741165824000,1741166072750,5,5,1741166192750,DISCOVERY
314,1741166401250,1741166585500,4,4,1741166705500,DISCOVERY
315,1741166728750,1741166990500,6,6,1741167110500,DISCOVERY
316,1741167120750,1741167721750,13,13,1741167841750,DISCOVERY
317,1741167911750,1741168021000,2,2,1741168141000,DISCOVERY
318,1741168141250,1741168141250,1,1,1741168261250,DISCOVERY
319,1741168303750,1741168303750,1,1,1741168423750,DISCOVERY
320,1741168482500,1741168482500,1,1,1741168602500,DISCOVERY
321,1741168644750,1741169177500,10,10,1741169297500,DISCOVERY
322,1741169326500,1741169516000,7,7,1741169636000,DISCOVERY
323,1741169803250,1741170172000,7,7,1741170292000,DISCOVERY
324,1741170347000,1741170652500,8,8,1741170772500,DISCOVERY
325,1741170797250,1741170829000,2,2,1741170949000,DISCOVERY
326,1741170950750,1741171356250,8,8,1741171476250,DISCOVERY
327,1741171556750,1741171642250,3,3,1741171762250,DISCOVERY
328,1741171762500,1741171762500,1,1,1741171882500,DISCOVERY
329,1741172096250,1741172281000,7,7,1741172401000,DISCOVERY
330,1741172492000,1741172642500,7,7,1741172762500,DISCOVERY
331,1741172856250,1741172870000,2,2,1741172990000,DISCOVERY
332,1741173333000,1741174650500,23,23,1741174770500,DISCOVERY
333,1741174801750,1741174927750,5,5,1741175047750,DISCOVERY
334,1741175060250,1741175060250,1,1,1741175180250,DISCOVERY
335,1741175272000,1741175379500,2,2,1741175499500,DISCOVERY
336,1741175532500,1741175641750,2,2,1741175761750,DISCOVERY
337,1741175840500,1741175840500,1,1,1741175960500,DISCOVERY
338,1741176001250,1741176001250,1,1,1741176121250,DISCOVERY
339,1741176466750,1741176466750,1,1,1741176586750,DISCOVERY
340,1741177548250,1741177642750,2,2,1741177762750,DISCOVERY
341,1741178036000,1741178077000,2,2,1741178197000,DISCOVERY
342,1741178695000,1741178695000,1,1,1741178815000,DISCOVERY
343,1741179125750,1741179125750,1,1,1741179245750,DISCOVERY
344,1741179621500,1741179621500,1,1,1741179741500,DISCOVERY
345,1741180203250,1741180203250,1,1,1741180323250,DISCOVERY
346,1741181378750,1741181531000,3,3,1741181651000,DISCOVERY
347,1741181699250,1741181718250,2,2,1741181838250,DISCOVERY
348,1741181961000,1741181966500,2,2,1741182086500,DISCOVERY
349,1741182379750,1741182379750,1,1,1741182499750,DISCOVERY
350,1741182610500,1741182610500,1,1,1741182730500,DISCOVERY
351,1741182754250,1741182874000,7,7,1741182994000,DISCOVERY
352,1741183313750,1741183552750,8,8,1741183672750,DISCOVERY
353,1741183706250,1741183921250,6,6,1741184041250,DISCOVERY
354,1741184080000,1741184080000,1,1,1741184200000,DISCOVERY
355,1741184231000,1741184231000,1,1,1741184351000,DISCOVERY
356,1741184542750,1741184651000,3,3,1741184771000,DISCOVERY
357,1741184932000,1741184932000,1,1,1741185052000,DISCOVERY
358,1741185152500,1741185244500,2,2,1741185364500,DISCOVERY
359,1741185441500,1741185544250,3,3,1741185664250,DISCOVERY
360,1741185933500,1741186115500,7,7,1741186235500,DISCOVERY
361,1741186235750,1741186466250,5,5,1741186586250,DISCOVERY
362,1741186649250,1741187807000,72,72,1741187927000,DISCOVERY
363,1741188001000,1741188024750,2,2,1741188144750,DISCOVERY
364,1741188229000,1741188342500,3,3,1741188462500,DISCOVERY
365,1741188683250,1741188692000,2,2,1741188812000,DISCOVERY
366,1741188815000,1741189122000,9,9,1741189242000,DISCOVERY
367,1741189263000,1741189520250,5,5,1741189640250,DISCOVERY
368,1741189720500,1741190054750,15,15,1741190174750,DISCOVERY
369,1741190205250,1741190205250,1,1,1741190325250,DISCOVERY
370,1741190404000,1741190514750,6,6,1741190634750,DISCOVERY
371,1741190666250,1741191082000,16,16,1741191202000,DISCOVERY
372,1741191247000,1741191395750,4,4,1741191515750,DISCOVERY
373,1741191593250,1741191665500,3,3,1741191785500,DISCOVERY
374,1741191875000,1741193872750,72,72,1741193992750,DISCOVERY
375,1741193996250,1741194459250,47,47,1741194579250,DISCOVERY
376,1741194598000,1741194598000,1,1,1741194718000,DISCOVERY
377,1741194734250,1741196001750,31,31,1741196121750,DISCOVERY
378,1741196122000,1741196122000,1,1,1741196242000,DISCOVERY
379,1741196358500,1741196383750,3,3,1741196503750,DISCOVERY
380,1741196636500,1741196749750,2,2,1741196869750,DISCOVERY
381,1741196934250,1741197082250,5,5,1741197202250,DISCOVERY
382,1741197357250,1741197458000,10,10,1741197578000,DISCOVERY
383,1741197756500,1741197761000,2,2,1741197881000,DISCOVERY
384,1741197928000,1741197933000,2,2,1741198053000,DISCOVERY
385,1741198253000,1741198988750,18,18,1741199108750,DISCOVERY
386,1741199187250,1741199187250,1,1,1741199307250,DISCOVERY
387,1741199405250,1741199680250,5,5,1741199800250,DISCOVERY
388,1741199840000,1741199857000,2,2,1741199977000,DISCOVERY
389,1741200359750,1741200430250,4,4,1741200550250,DISCOVERY
390,1741200580000,1741200688750,3,3,1741200808750,DISCOVERY
391,1741200860000,1741200882000,3,3,1741201002000,DISCOVERY
392,1741201031500,1741201275500,47,47,1741201395500,DISCOVERY
393,1741201646250,1741201722000,3,3,1741201842000,DISCOVERY
394,1741202048000,1741202048000,1,1,1741202168000,DISCOVERY
395,1741202183250,1741202275000,3,3,1741202395000,DISCOVERY
396,1741202719750,1741202719750,1,1,1741202839750,DISCOVERY
397,1741203609000,1741203609000,1,1,1741203729000,DISCOVERY
398,1741204154750,1741204154750,1,1,1741204274750,DISCOVERY
399,1741204910750,1741204929500,3,3,1741205049500,DISCOVERY
400,1741205200250,1741205418000,17,17,1741205538000,DISCOVERY
401,1741205798500,1741205798500,1,1,1741205918500,DISCOVERY
402,1741206618000,1741206618000,1,1,1741206738000,DISCOVERY
403,1741206836000,1741206928250,3,3,1741207048250,DISCOVERY
404,1741207415750,1741207506000,2,2,1741207626000,DISCOVERY
405,1741207775250,1741207775250,1,1,1741207895250,DISCOVERY
406,1741207944250,1741208038500,2,2,1741208158500,DISCOVERY
407,1741208279750,1741208279750,1,1,1741208399750,DISCOVERY
408,1741209059500,1741209059500,1,1,1741209179500,DISCOVERY
409,1741209270750,1741209270750,1,1,1741209390750,DISCOVERY
410,1741213565250,1741213565250,1,1,1741213685250,DISCOVERY
411,1741215601750,1741215601750,1,1,1741215721750,DISCOVERY
412,1741216800500,1741216800500,1,1,1741216920500,DISCOVERY
413,1741217562750,1741217562750,1,1,1741217682750,DISCOVERY
414,1741222560500,1741222560500,1,1,1741222680500,DISCOVERY
415,1741225171250,1741225171250,1,1,1741225291250,DISCOVERY
416,1741226449250,1741226485000,2,2,1741226605000,DISCOVERY
417,1741227030250,1741227030250,1,1,1741227150250,DISCOVERY
418,1741227717250,1741227717250,1,1,1741227837250,DISCOVERY
419,1741228403750,1741228403750,1,1,1741228523750,DISCOVERY
420,1741229196500,1741229196500,1,1,1741229316500,DISCOVERY
421,1741229701000,1741229701000,1,1,1741229821000,DISCOVERY
422,1741230753750,1741230753750,1,1,1741230873750,DISCOVERY
423,1741231804250,1741231804250,1,1,1741231924250,DISCOVERY
424,1741232385000,1741232385000,1,1,1741232505000,DISCOVERY
425,1741233951750,1741234044250,4,4,1741234164250,DISCOVERY
426,1741234350500,1741234469000,4,4,1741234589000,DISCOVERY
427,1741236031750,1741236031750,1,1,1741236151750,DISCOVERY
428,1741237340750,1741237340750,1,1,1741237460750,DISCOVERY
429,1741237550750,1741237550750,1,1,1741237670750,DISCOVERY
430,1741238290750,1741238290750,1,1,1741238410750,DISCOVERY
431,1741239417000,1741239571750,4,4,1741239691750,DISCOVERY
432,1741239770750,1741239770750,1,1,1741239890750,DISCOVERY
433,1741240048750,1741240165750,3,3,1741240285750,DISCOVERY
