run_id,period_id,scenario_key,scenario_mode,scenario_name,from_date,to_date,variant,variant_name,preset,tester_ini,log_folder,InpTopContextTF,InpStructureTF,InpPrimaryEntryTF,InpSessionGateMode,InpUseM5CorrectiveABC,InpM5CorrectiveMode,InpM15WaveContextMode,InpM15Wave2ExpansionMode,InpM15Wave2GateMode,InpM15Wave2AdjacentMode,InpM15Wave2AdjacentFibSide,InpM15Wave2AdjacentAgeExtraBars,InpM15Wave2AdjacentCombineMask,InpUseNestedThirdWaveLaunch,InpNestedThirdWaveMode,InpUseContextFibRoom,InpExitMode,InpMaxHoldBars,trades,wins,win_rate,net_profit,gross_profit,gross_loss,profit_factor,sum_r,avg_r,r_profit_factor,max_dd_profit,max_dd_pct,recovery_factor,full_sl_exits,full_sl_rate,tp_exits,tp_exit_rate,time_exits,time_exit_rate,avg_mfe_r,avg_mae_r,reached_0_5r_rate,reached_0_8r_rate,reached_1_0r_rate,reached_1_3r_rate,reached_1_5r_rate,daily_or_dd_stopped,passed_2025_gate
full2025_base,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,base,baseline_c10_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_base.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_base.ini,fx_session_reversal_req_light_adjacent_full2025_base,16385,15,5,0,false,0,0,0,0,0,0,4,0,false,0,false,1,30,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,False,False
full2025_light,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light,required_light_original_reproduce,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_light.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_light.ini,fx_session_reversal_req_light_adjacent_full2025_light,16385,15,5,0,true,2,3,0,0,0,0,4,0,false,0,false,1,30,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,False,False
full2025_light_breakdown,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,light_breakdown,required_light_breakdown_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_light_breakdown.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_light_breakdown.ini,fx_session_reversal_req_light_adjacent_full2025_light_breakdown,16385,15,5,0,true,2,3,0,0,0,0,4,0,false,0,false,1,30,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,False,False
full2025_nearmiss_diag,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,nearmiss_diag,near_miss_diagnostic,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_nearmiss_diag.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_nearmiss_diag.ini,fx_session_reversal_req_light_adjacent_full2025_nearmiss_diag,16385,15,5,0,true,1,0,6,5,9,0,4,0,false,0,false,1,30,318,77,0.24213836477987422,-1144.89,1647.43,-2792.3199999999993,0.5899861047444421,-50.320699999999974,-0.15824119496855338,0.5936911578994966,1179.96,11.7996,-0.9702786535136785,33,0.10377358490566038,49,0.1540880503144654,236,0.7421383647798742,0.5970767295597484,0.5698836477987422,0.4968553459119497,0.31761006289308175,0.24528301886792453,0.12578616352201258,0.0031446540880503146,False,False
full2025_relax_w1,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,relax_w1,relax_wave1_age_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_relax_w1.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_relax_w1.ini,fx_session_reversal_req_light_adjacent_full2025_relax_w1,16385,15,5,0,true,1,0,0,0,2,0,4,0,false,0,false,1,30,55,19,0.34545454545454546,71.76000000000002,522.9000000000001,-451.1399999999999,1.159063705279958,3.0194,0.05489818181818182,1.16229232398265,140.27999999999997,1.4027999999999996,0.5115483319076136,7,0.12727272727272726,15,0.2727272727272727,33,0.6,0.7051181818181819,0.5106890909090909,0.5636363636363636,0.41818181818181815,0.34545454545454546,0.21818181818181817,0.0,False,False
full2025_relax_w2,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,relax_w2,relax_wave2_age_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_relax_w2.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_relax_w2.ini,fx_session_reversal_req_light_adjacent_full2025_relax_w2,16385,15,5,0,true,1,0,0,0,3,0,4,0,false,0,false,1,30,55,19,0.34545454545454546,71.76000000000002,522.9000000000001,-451.1399999999999,1.159063705279958,3.0194,0.05489818181818182,1.16229232398265,140.27999999999997,1.4027999999999996,0.5115483319076136,7,0.12727272727272726,15,0.2727272727272727,33,0.6,0.7051181818181819,0.5106890909090909,0.5636363636363636,0.41818181818181815,0.34545454545454546,0.21818181818181817,0.0,False,False
full2025_fib_shallow,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,fib_shallow,relax_fib_neighbor_shallow_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_fib_shallow.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_fib_shallow.ini,fx_session_reversal_req_light_adjacent_full2025_fib_shallow,16385,15,5,0,true,1,0,0,0,4,1,4,0,false,0,false,1,30,149,38,0.2550335570469799,-469.3400000000001,924.9599999999998,-1394.3000000000002,0.6633866456286306,-19.977400000000003,-0.1340765100671141,0.6638708342236808,536.5600000000002,5.3656000000000015,-0.8747204413299536,20,0.1342281879194631,27,0.18120805369127516,102,0.6845637583892618,0.6399020134228188,0.5392469798657715,0.5167785234899329,0.348993288590604,0.2684563758389262,0.1610738255033557,0.006711409395973154,False,False
full2025_fib_deep,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,fib_deep,relax_fib_neighbor_deep_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_fib_deep.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_fib_deep.ini,fx_session_reversal_req_light_adjacent_full2025_fib_deep,16385,15,5,0,true,1,0,0,0,4,2,4,0,false,0,false,1,30,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,False,False
full2025_breaktype,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,breaktype,allow_adjacent_break_type_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_breaktype.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_breaktype.ini,fx_session_reversal_req_light_adjacent_full2025_breaktype,16385,15,5,0,true,1,0,0,0,5,0,4,0,false,0,false,1,30,50,19,0.38,134.29000000000002,528.3600000000001,-394.06999999999994,1.3407770193112905,5.493600000000001,0.10987200000000001,1.340572207929079,123.71,1.2371,1.085522593161426,7,0.14,15,0.3,28,0.56,0.780528,0.5037440000000001,0.64,0.48,0.4,0.24,0.0,False,False
full2025_highq,full2025_validation,all,0,session_reversal_pullback_all_symbols_first120,2025.01.01,2025.12.31,highq,allow_high_quality_m5_near_miss_only,reports/presets/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_highq.set,reports/backtest/ExpectedValue_MultiCurrency_FXSessionReversalPullbackTrader_full2025_highq.ini,fx_session_reversal_req_light_adjacent_full2025_highq,16385,15,5,0,true,1,0,0,0,6,0,4,0,false,0,false,1,30,243,62,0.2551440329218107,-649.08,1481.53,-2130.61,0.6953548514275254,-27.277999999999974,-0.11225514403292171,0.7037437673566426,675.09,6.7509,-0.9614718037594987,26,0.10699588477366255,45,0.18518518518518517,172,0.7078189300411523,0.6585555555555558,0.5532530864197529,0.5679012345679012,0.36213991769547327,0.29218106995884774,0.15637860082304528,0.00411522633744856,False,False
