event_id,symbol,direction,detection_time_msc,processing_time_msc,decision_delay_ms,burst_start_time_msc,burst_end_time_msc,burst_range,move_250ms,move_500ms,move_1000ms,move_2000ms,percentile_threshold,robust_z,efficiency,tick_count,tick_intensity_ratio,spread,spread_median,move_spread_ratio,max_retracement_pct,pullback_time_msc,reacceleration_time_msc,m15_trend,h1_trend,htf_alignment,session,news_label,continuation_eligible,continuation_result_r,reversal_eligible,reversal_result_r,price_5s,mfe_5s,mae_5s,price_10s,mfe_10s,mae_10s,price_20s,mfe_20s,mae_20s,price_30s,mfe_30s,mae_30s,price_60s,mfe_60s,mae_60s,price_120s,mfe_120s,mae_120s,stress_d0_s100_r,stress_d0_s125_r,stress_d0_s150_r,stress_d100_s100_r,stress_d100_s125_r,stress_d100_s150_r,stress_d250_s100_r,stress_d250_s125_r,stress_d250_s150_r,stress_d500_s100_r,stress_d500_s125_r,stress_d500_s150_r,final_event_status,skip_reason
"stage4_202503_full_event_final_USDCAD_1741130331678_11","USDCAD","SHORT","1741130331678","1741130331887","209","1741130330678","1741130332238","0.00103500","0.00038500","0.00048000","0.00103500","0.00105500","0.00056300","69.13530","0.80545","5","2.50000","0.00021000","0.00033000","4.92857","56.522","0","0","NEUTRAL","NEUTRAL","NEUTRAL","OTHER","UNAVAILABLE","false","","true","-1.000000","1.44293000","0.00103500","0.00000000","1.44224000","0.00149000","0.00000000","1.44247000","0.00201500","0.00000000","1.44308500","0.00201500","0.00000000","1.44263500","0.00201500","0.00000000","1.44145000","0.00268500","0.00000000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_USDJPY_1741130385914_12","USDJPY","LONG","1741130385914","1741130386178","264","1741130384914","1741130386430","0.08200000","0.02250000","0.08200000","0.08200000","0.00000000","0.01969250","109.94199","1.00000","3","1.50000","0.01800000","0.01733333","4.55556","12.805","0","0","UP","NEUTRAL","M15_ONLY","OTHER","UNAVAILABLE","false","","false","","149.61800000","0.10000000","0.00000000","149.62350000","0.10350000","0.00000000","149.74950000","0.22250000","0.00000000","149.71750000","0.27850000","0.00000000","149.72200000","0.27850000","0.00000000","149.71850000","0.27850000","0.00000000","","","","","","","","","","","","","EXPIRED","pullback_too_shallow"
"stage4_202503_full_event_final_USDCAD_1741130479884_13","USDCAD","SHORT","1741130479884","1741130479963","79","1741130478884","1741130480362","0.00085000","0.00022500","0.00082000","0.00085000","0.00080500","0.00061475","27.99137","0.95506","5","1.66667","0.00021000","0.00031333","4.04762","37.059","1741130484460","1741130488618","NEUTRAL","NEUTRAL","NEUTRAL","OTHER","UNAVAILABLE","false","-1.000000","false","","1.44025000","0.00108500","0.00000000","1.43973500","0.00120000","0.00000000","1.44080500","0.00146500","0.00000000","1.44075500","0.00146500","0.00000000","1.43978000","0.00146500","0.00000000","1.44003500","0.00180000","0.00000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","EXECUTION_FILTERED","cost_too_large_vs_risk"
"stage4_202503_full_event_final_USDCAD_1741145317824_14","USDCAD","LONG","1741145317824","1741145318010","186","1741145316824","1741145318145","0.00100500","0.00100000","0.00099500","0.00100500","0.00097500","0.00014828","134.89815","0.96172","4","2.00000","0.00021000","0.00028750","4.78571","52.736","1741145318352","0","DOWN","NEUTRAL","CONFLICT","TOKYO","UNAVAILABLE","false","","true","-0.777778","1.44160500","0.00100500","0.00000000","1.44139000","0.00100500","0.00000000","1.44152500","0.00100500","0.00000000","1.44157000","0.00100500","0.00000000","1.44170000","0.00100500","0.00000000","1.44190500","0.00100500","0.00000000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_USDCAD_1741145453950_15","USDCAD","LONG","1741145453950","1741145454082","132","1741145452950","1741145454458","0.00142500","0.00072500","0.00072500","0.00142500","0.00143000","0.00020257","191.55538","1.00000","3","1.50000","0.00021000","0.00029000","6.78571","49.123","1741145455408","1741145462379","DOWN","NEUTRAL","CONFLICT","TOKYO","UNAVAILABLE","false","-1.000000","false","","1.44275500","0.00142500","0.00000000","1.44375500","0.00214500","0.00000000","1.44372500","0.00214500","0.00000000","1.44332000","0.00214500","0.00000000","1.44262000","0.00214500","0.00000000","1.44253500","0.00214500","0.00000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","EXECUTION_FILTERED","cost_too_large_vs_risk"
"stage4_202503_full_event_final_USDCAD_1741187017515_18","USDCAD","LONG","1741187017515","1741187017681","166","1741187016515","1741187018987","0.00236000","0.00057000","0.00110500","0.00164000","0.00168500","0.00026200","220.55848","1.00000","4","2.00000","0.00036000","0.00027000","4.55556","50.847","1741187019252","0","NEUTRAL","DOWN","CONFLICT","OVERLAP","UNAVAILABLE","false","","true","1.200000","1.44236500","0.00236000","0.00000000","1.44197500","0.00236000","0.00000000","1.44187000","0.00236000","0.00041500","1.44146000","0.00236000","0.00079500","1.44008000","0.00236000","0.00147500","1.44022500","0.00236000","0.00206000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_EURUSD_1741187017406_16","EURUSD","SHORT","1741187017406","1741187017406","0","1741187016406","1741187018875","0.00116000","0.00022000","0.00070000","0.00079000","0.00080000","0.00008535","52.61028","0.97531","4","2.00000","0.00018000","0.00018000","4.38889","50.431","1741187019172","0","UP","UP","CONFLICT","OVERLAP","UNAVAILABLE","false","","true","0.056818","1.06945500","0.00116000","0.00000000","1.06975000","0.00116000","0.00000000","1.06919000","0.00116000","0.00004500","1.06897000","0.00116000","0.00004500","1.06970000","0.00116000","0.00005000","1.06951000","0.00116000","0.00024000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_GBPUSD_1741187017519_17","GBPUSD","SHORT","1741187017519","1741187017681","162","1741187016519","1741187018799","0.00119000","0.00058000","0.00086000","0.00094000","0.00096000","0.00013900","62.72764","1.00000","4","2.00000","0.00022000","0.00020000","4.27273","54.202","1741187019035","0","NEUTRAL","UP","CONFLICT","OVERLAP","UNAVAILABLE","false","","true","-0.341176","1.28126000","0.00119000","0.00000000","1.28167000","0.00119000","0.00001000","1.28089000","0.00119000","0.00001000","1.28064000","0.00119000","0.00001000","1.28125000","0.00119000","0.00001000","1.28097000","0.00119000","0.00001000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_EURUSD_1741201070370_19","EURUSD","LONG","1741201070370","1741201070370","0","1741201069370","1741201071463","0.00130000","0.00035000","0.00050000","0.00090000","0.00089000","0.00009665","60.02968","1.00000","4","2.00000","0.00018000","0.00018000","5.00000","50.000","1741201072213","0","UP","UP","BOTH_ALIGNED","NEW_YORK","UNAVAILABLE","false","","true","1.204545","1.07651500","0.00140000","0.00050500","1.07656000","0.00140000","0.00071000","1.07644000","0.00140000","0.00071000","1.07728000","0.00140000","0.00071000","1.07688000","0.00140000","0.00071000","1.07664000","0.00140000","0.00080500","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_GBPUSD_1741201070147_20","GBPUSD","LONG","1741201070147","1741201070370","223","1741201069147","1741201071528","0.00164000","0.00050000","0.00084000","0.00114000","0.00107000","0.00010820","76.21746","1.00000","3","1.50000","0.00020000","0.00020000","5.70000","58.537","1741201072241","0","UP","UP","BOTH_ALIGNED","NEW_YORK","UNAVAILABLE","false","","true","0.584746","1.28610500","0.00164000","0.00013500","1.28611000","0.00164000","0.00051000","1.28587000","0.00164000","0.00051000","1.28653000","0.00164000","0.00051000","1.28583000","0.00164000","0.00051000","1.28593000","0.00164000","0.00071000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_AUDUSD_1741201070697_22","AUDUSD","LONG","1741201070697","1741201070697","0","1741201069697","1741201071444","0.00113000","0.00030000","0.00046000","0.00104000","0.00112500","0.00004618","139.61959","1.00000","4","2.00000","0.00025000","0.00022000","4.16000","53.540","1741201072404","0","UP","UP","BOTH_ALIGNED","NEW_YORK","UNAVAILABLE","false","","true","0.051020","0.63064000","0.00113000","0.00020500","0.63085500","0.00113000","0.00043000","0.63090500","0.00113000","0.00043000","0.63120000","0.00113000","0.00043000","0.63112500","0.00113000","0.00043000","0.63090500","0.00113000","0.00043000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_USDCAD_1741201070124_21","USDCAD","SHORT","1741201070124","1741201070370","246","1741201069124","1741201072378","0.00476000","0.00100000","0.00193500","0.00193500","0.00194000","0.00012047","260.35343","1.00000","3","1.50000","0.00021000","0.00027000","9.21429","51.050","1741201072842","0","NEUTRAL","DOWN","H1_ONLY","NEW_YORK","UNAVAILABLE","false","","true","0.202847","1.43849500","0.00476000","0.00000000","1.43809000","0.00476000","0.00000000","1.43747000","0.00476000","0.00000000","1.43639000","0.00476000","0.00000000","1.43665500","0.00476000","0.00000000","1.43796000","0.00476000","0.00000000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_USDCAD_1741205256086_24","USDCAD","LONG","1741205256086","1741205256280","194","1741205255086","1741205257232","0.00192000","0.00078500","0.00085000","0.00106500","0.00112500","0.00030032","71.15878","1.00000","5","2.50000","0.00021000","0.00026250","5.07143","19.792","1741205257743","1741205258435","DOWN","DOWN","CONFLICT","NEW_YORK","UNAVAILABLE","false","-1.000000","false","","1.43687500","0.00224000","0.00000000","1.43639500","0.00224500","0.00000000","1.43682000","0.00227500","0.00000000","1.43616000","0.00227500","0.00000000","1.43648500","0.00227500","0.00000000","1.43705000","0.00231500","0.00000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","EXECUTION_FILTERED","cost_too_large_vs_risk"
"stage4_202503_full_event_final_USDJPY_1741205256141_23","USDJPY","SHORT","1741205256141","1741205256280","139","1741205255141","1741205256942","0.09350000","0.05200000","0.06250000","0.07350000","0.05200000","0.01589250","48.90058","1.00000","5","1.66667","0.01500000","0.01850000","4.90000","69.519","0","0","NEUTRAL","DOWN","H1_ONLY","NEW_YORK","UNAVAILABLE","false","","true","-1.000000","148.82400000","0.11300000","0.00000000","148.91400000","0.11300000","0.00000000","148.89600000","0.11300000","0.00000000","148.88350000","0.11300000","0.00000000","148.83300000","0.11300000","0.00000000","148.82250000","0.13750000","0.00000000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_USDCAD_1741206836006_25","USDCAD","SHORT","1741206836006","1741206836102","96","1741206835006","1741206836704","0.00108000","0.00076000","0.00076000","0.00098000","0.00102000","0.00011500","131.52570","1.00000","4","2.00000","0.00021000","0.00027500","4.66667","57.407","0","0","DOWN","DOWN","BOTH_ALIGNED","NEW_YORK","UNAVAILABLE","false","","true","0.350515","1.43488000","0.00108000","0.00000000","1.43522500","0.00108000","0.00000000","1.43538000","0.00108000","0.00000000","1.43567000","0.00108000","0.00010500","1.43548000","0.00108000","0.00015500","1.43580000","0.00108000","0.00055000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_USDJPY_1741280615844_26","USDJPY","LONG","1741280615844","1741280616111","267","1741280614844","1741280616644","0.06900000","0.03200000","0.05400000","0.06200000","0.07400000","0.02388500","26.97963","0.81579","5","1.66667","0.01500000","0.01800000","4.13333","47.101","1741280617092","1741280624152","DOWN","DOWN","CONFLICT","NEW_YORK","UNAVAILABLE","false","-1.000000","false","","147.67300000","0.06900000","0.00000000","147.65750000","0.07450000","0.00000000","147.61400000","0.07450000","0.02150000","147.65150000","0.07450000","0.03200000","147.67850000","0.08850000","0.03200000","147.78550000","0.16850000","0.03200000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","-1.000000","EXECUTION_FILTERED","cost_too_large_vs_risk"
"stage4_202503_full_event_final_USDJPY_1741285782947_27","USDJPY","LONG","1741285782947","1741285783158","211","1741285781947","1741285783655","0.08850000","0.04150000","0.02700000","0.07650000","0.06650000","0.01561000","33.49971","0.72512","5","1.66667","0.01500000","0.01750000","5.10000","59.887","0","0","NEUTRAL","DOWN","CONFLICT","NEW_YORK","UNAVAILABLE","false","","true","-1.000000","148.21650000","0.09350000","0.00000000","148.21350000","0.10350000","0.00000000","148.20150000","0.10350000","0.00000000","148.25900000","0.10500000","0.00000000","148.15000000","0.17600000","0.01950000","148.19200000","0.17600000","0.01950000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_USDJPY_1741343110011_28","USDJPY","LONG","1741343110011","1741343110037","26","1741343109011","1741343110462","0.07000000","0.02750000","0.03700000","0.07000000","0.07050000","0.01950000","46.20262","0.94595","5","1.66667","0.01500000","0.01833333","4.66667","56.429","1741343110673","0","NEUTRAL","DOWN","CONFLICT","LONDON","UNAVAILABLE","false","","true","1.193548","147.64950000","0.07000000","0.00000000","147.57950000","0.07000000","0.03300000","147.55400000","0.07000000","0.08900000","147.58800000","0.07000000","0.08900000","147.67800000","0.07400000","0.08900000","147.66350000","0.10900000","0.08900000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_EURUSD_1741361405810_29","EURUSD","SHORT","1741361405810","1741361405810","0","1741361404810","1741361407009","0.00220500","0.00055500","0.00155000","0.00156500","0.00138000","0.00015675","210.44112","0.92878","5","2.50000","0.00027000","0.00018500","5.79630","79.592","1741361407526","0","UP","UP","CONFLICT","OVERLAP","UNAVAILABLE","false","","true","-1.000000","1.08674500","0.00220500","0.00000000","1.08756000","0.00220500","0.00063000","1.08791500","0.00220500","0.00063000","1.08681000","0.00220500","0.00063000","1.08662000","0.00220500","0.00063000","1.08471000","0.00303000","0.00063000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_USDJPY_1741361409514_30","USDJPY","SHORT","1741361409514","1741361409535","21","1741361408514","1741361410064","0.09550000","0.02650000","0.10000000","0.09550000","0.14650000","0.01898000","63.73938","0.86425","5","1.66667","0.01500000","0.02150000","6.36667","48.691","1741361410279","1741361411859","NEUTRAL","NEUTRAL","NEUTRAL","OVERLAP","UNAVAILABLE","false","-1.000000","false","","147.38050000","0.25350000","0.00000000","147.51100000","0.25950000","0.00000000","147.58250000","0.25950000","0.00000000","147.55550000","0.25950000","0.00000000","147.64400000","0.25950000","0.01900000","147.94050000","0.25950000","0.33650000","-1.000000","-1.000000","-1.000000","1.202703","1.198198","1.196721","1.202899","1.198758","1.197802","-1.000000","-1.000000","-1.000000","EXECUTION_FILTERED","cost_too_large_vs_risk"
"stage4_202503_full_event_final_USDJPY_1741365116731_31","USDJPY","SHORT","1741365116731","1741365116907","176","1741365115731","1741365117520","0.06750000","0.05500000","0.05800000","0.06050000","0.06250000","0.01780250","26.30514","0.98374","5","1.66667","0.01500000","0.01800000","4.03333","65.185","0","0","DOWN","DOWN","BOTH_ALIGNED","OVERLAP","UNAVAILABLE","false","","true","1.196721","146.97550000","0.06750000","0.00700000","146.98400000","0.06750000","0.00700000","146.99250000","0.06750000","0.00700000","147.06700000","0.06750000","0.08450000","147.04250000","0.06750000","0.08450000","147.10150000","0.06750000","0.10500000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_EURUSD_1741369739893_32","EURUSD","LONG","1741369739893","1741369739893","0","1741369738893","1741369740734","0.00082000","0.00041000","0.00069000","0.00078000","0.00086000","0.00009000","51.93579","1.00000","5","2.50000","0.00018000","0.00018000","4.33333","59.756","0","0","NEUTRAL","UP","H1_ONLY","NEW_YORK","UNAVAILABLE","false","","true","-1.000000","1.08575500","0.00084000","0.00000000","1.08669000","0.00161000","0.00000000","1.08827500","0.00316500","0.00000000","1.08821500","0.00318000","0.00000000","1.08765500","0.00355000","0.00000000","1.08637500","0.00355000","0.00000000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_GBPUSD_1741369739899_33","GBPUSD","LONG","1741369739899","1741369740191","292","1741369738899","1741369740813","0.00090000","0.00025000","0.00063000","0.00085000","0.00095000","0.00010230","56.65722","1.00000","4","2.00000","0.00020000","0.00020000","4.25000","64.444","0","0","NEUTRAL","UP","H1_ONLY","NEW_YORK","UNAVAILABLE","false","","true","-1.000000","1.29224000","0.00090000","0.00005000","1.29271000","0.00133000","0.00005000","1.29343000","0.00196000","0.00005000","1.29324000","0.00196000","0.00005000","1.29323000","0.00205000","0.00005000","1.29228000","0.00205000","0.00005000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_USDJPY_1741570285490_34","USDJPY","SHORT","1741570285490","1741570285727","237","1741570284490","1741570286422","0.06800000","0.01050000","0.01250000","0.06800000","0.06750000","0.01335000","91.05625","1.00000","4","2.00000","0.01600000","0.02066667","4.25000","0.735","0","0","NEUTRAL","NEUTRAL","NEUTRAL","TOKYO","UNAVAILABLE","false","","false","","147.52700000","0.07800000","0.00000000","147.53050000","0.07800000","0.00000000","147.51050000","0.09250000","0.00000000","147.52950000","0.09250000","0.00000000","147.56900000","0.09250000","0.00000000","147.55450000","0.09250000","0.00000000","","","","","","","","","","","","","EXPIRED","pullback_too_shallow"
"stage4_202503_full_event_final_USDCAD_1741641086054_35","USDCAD","SHORT","1741641086054","1741641086332","278","1741641085054","1741641086790","0.00111500","0.00097500","0.00100000","0.00100000","0.00100500","0.00008160","134.22366","1.00000","3","1.50000","0.00021000","0.00027667","4.76190","56.054","1741641087252","0","UP","UP","CONFLICT","NEW_YORK","UNAVAILABLE","false","","true","-1.000000","1.44507000","0.00111500","0.00000000","1.44478000","0.00111500","0.00000000","1.44457000","0.00142500","0.00000000","1.44481000","0.00142500","0.00000000","1.44494500","0.00142500","0.00000000","1.44480500","0.00142500","0.00000000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_USDCAD_1741712479657_36","USDCAD","LONG","1741712479657","1741712479677","20","1741712478657","1741712480108","0.00092500","0.00059500","0.00093000","0.00092500","0.00111000","0.00014465","124.10630","0.92965","5","2.50000","0.00021000","0.00028400","4.40476","62.162","1741712480345","0","NEUTRAL","NEUTRAL","NEUTRAL","NEW_YORK","UNAVAILABLE","false","","true","-1.000000","1.44263000","0.00112000","0.00085500","1.44241500","0.00112000","0.00085500","1.44515500","0.00225500","0.00085500","1.44621000","0.00378000","0.00085500","1.44886500","0.00597500","0.00085500","1.44865500","0.00745000","0.00085500","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
"stage4_202503_full_event_final_USDCAD_1741730872410_37","USDCAD","SHORT","1741730872410","1741730872613","203","1741730871410","1741730873562","0.00152000","0.00029000","0.00029000","0.00086500","0.00087000","0.00013925","57.66896","1.00000","5","1.66667","0.00021000","0.00028250","4.11905","51.645","1741730873832","0","NEUTRAL","NEUTRAL","NEUTRAL","OTHER","UNAVAILABLE","false","","true","-1.000000","1.44059500","0.00152000","0.00000000","1.44068000","0.00152000","0.00000000","1.44042000","0.00152000","0.00000000","1.44029000","0.00152000","0.00000000","1.44032000","0.00177000","0.00000000","1.43871000","0.00282500","0.00000000","","","","","","","","","","","","","REVERSAL_SHADOW_COMPLETE","continuation_invalidated"
