open_time,close_time,symbol,direction,volume,open_price,close_price,open_deal,close_deal,commission,swap,profit,net_profit,close_balance,close_comment,holding_minutes,open_bar_m5,close_bar_m5,period,from_date,to_date,context,variant,scenario,series_name,run,prefix,trade_index,time,event,entry_price,sl,tp,result_R,regime,session,scan_interval,entry_selection_mode,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,wave_audit_label,wave_audit_reason,strategy_name,month,hour,pullback_depth_band,entry_distance_band
2025.02.20 09:45:00,2025.02.20 14:23:34,XAUUSD,LONG,0.1,2948.7,2943.67,22,23,0.0,0.0,-50.3,-50.3,10317.15,sl 2943.68,278.57,2025.02.20 09:45:00,2025.02.20 14:20:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,11,2025.02.20 09:44:59,order_sent,2948.70,2943.68,2956.23,-1.002,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,2933.93,2946.87,2918.54,2939.69,HH_HL,20,4.46,6.22,PERIOD_M15,2933.93,2946.87,2943.86,23.26,1.21,4,false,2943.86,2.94,37.40,PERIOD_M5,2949.18,2951.78,1,1.87,308.0,late,75.00,3.05,5.02,1.50,0.1095,,,true,,true,,70.00,true,1.82,4,3.32,unclear,,0,1,1.87,37.40,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,09,18-25,2.00-3.00ATR
2025.02.20 15:40:00,2025.02.20 15:45:23,XAUUSD,LONG,0.08,2944.97,2938.45,24,25,0.0,0.0,-52.16,-52.16,10264.99,sl 2938.65,5.38,2025.02.20 15:40:00,2025.02.20 15:45:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,12,2025.02.20 15:39:59,order_sent,2944.97,2938.65,2954.45,-1.0316,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,2933.93,2954.82,2918.54,2946.87,HH_HL,11,3.86,6.11,PERIOD_M15,2933.93,2954.82,2938.85,76.45,4.02,5,false,2938.85,2.20,29.30,PERIOD_M5,2947.32,2947.50,1,0.91,253.0,late,100.00,2.27,6.32,1.50,0.0647,,,true,,true,,0.00,false,0.96,2,0.99,unclear,,0,1,0.91,29.30,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,15,75-90,2.00-3.00ATR
2025.02.26 06:05:00,2025.02.26 09:00:06,XAUUSD,SHORT,0.07,2916.64,2906.48,26,27,0.0,0.0,71.12,71.12,10336.11,tp 2906.58,175.1,2025.02.26 06:05:00,2025.02.26 09:00:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,13,2025.02.26 06:04:59,order_sent,2916.64,2923.35,2906.58,1.5142,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,2888.20,2930.16,2924.03,2944.75,LL_LH,11,-1.69,11.14,PERIOD_M15,2930.16,2888.20,2923.14,83.27,8.38,5,false,2923.14,4.10,15.49,PERIOD_M5,2918.61,2917.12,1,0.30,48.0,acceptable,100.00,4.23,6.71,1.50,0.1135,,,true,,true,,55.00,false,1.22,2,0.16,unclear,,0,1,0.30,15.49,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,06,75-90,3.00ATR+
2025.02.26 10:25:00,2025.02.26 16:08:14,XAUUSD,SHORT,0.05,2912.19,2898.42,28,29,0.0,0.0,68.85,68.85,10404.96,tp 2898.51,343.23,2025.02.26 10:25:00,2025.02.26 16:05:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,14,2025.02.26 10:24:59,order_sent,2912.19,2921.31,2898.51,1.5099,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,2888.20,2930.16,2924.03,2944.75,LL_LH,15,-2.15,8.02,PERIOD_M15,2930.16,2888.20,2921.10,78.41,7.82,12,false,2921.10,3.95,21.23,PERIOD_M5,2913.18,2913.13,1,0.42,94.0,acceptable,75.00,4.05,9.12,1.50,0.0798,,,true,,true,,0.00,false,0.57,2,0.33,unclear,,0,1,0.42,21.23,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,10,75-90,3.00ATR+
2025.02.26 20:55:00,2025.02.26 21:20:33,XAUUSD,SHORT,0.16,2913.31,2916.39,30,31,0.0,0.0,-49.28,-49.28,10355.68,sl 2916.39,25.55,2025.02.26 20:55:00,2025.02.26 21:20:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,15,2025.02.26 20:54:59,order_sent,2913.31,2916.39,2908.69,-1.0,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,2890.80,2919.04,2905.81,2930.16,LL_LH,9,-3.66,8.36,PERIOD_M15,2919.04,2890.80,2916.18,89.87,6.17,5,false,2916.18,2.00,10.16,PERIOD_M5,2912.65,2912.41,1,0.63,90.0,unclear,100.00,2.14,3.08,1.50,0.1252,,,true,,true,,70.00,true,1.94,3,0.65,unclear,,0,1,0.63,10.16,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,20,75-90,2.00-3.00ATR
2025.02.27 16:45:00,2025.02.27 23:57:59,XAUUSD,SHORT,0.04,2881.82,2877.32,32,33,0.0,0.0,18.0,18.0,10373.68,end of test,432.98,2025.02.27 16:45:00,2025.02.27 23:55:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,current,ThirdWave_regime_BOTH_all_5m,2025_02_thirdwave_v4,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_A_current_regime_all_5m,16,2025.02.27 16:45:00,order_sent,2881.82,2892.40,2865.95,0.4253,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,2877.13,2895.05,2912.01,2920.82,LL_LH,5,-4.96,8.99,PERIOD_M15,2895.05,2877.13,2892.13,83.71,2.80,5,false,2892.13,2.31,57.53,PERIOD_M5,2885.44,2884.58,1,0.62,276.0,unclear,100.00,2.37,10.58,1.50,0.0403,,,true,,true,,90.00,true,1.31,4,0.21,unclear,,0,1,0.62,57.53,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,16,75-90,2.00-3.00ATR
2025.02.05 10:50:00,2025.02.05 17:00:08,USDJPY,SHORT,0.23,153.027,152.53,2,3,0.0,0.0,74.94,74.94,10074.94,tp 152.532,370.13,2025.02.05 10:50:00,2025.02.05 17:00:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,v2_audit_filtered,ThirdWave_v2_audit_filtered_BOTH_all_5m,2025_02_thirdwave_v4,B,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_B_v2_audit_filtered_all_5m,1,2025.02.05 10:49:59,order_sent,153.027,153.357,152.532,1.5061,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,153.082,153.559,154.165,154.455,LL_LH,5,-0.234,0.273,PERIOD_M15,153.559,153.082,153.338,53.67,1.57,7,false,153.338,2.74,65.20,PERIOD_M5,153.186,153.009,1,0.16,18.0,early,100.00,2.91,0.330,1.50,0.1674,,,true,,true,,90.00,true,2.98,3,0.21,unclear,,0,1,0.16,65.20,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered,2025-02,10,50-61.8,2.00-3.00ATR
2025.02.10 23:05:00,2025.02.11 01:32:48,XAUUSD,LONG,0.11,2906.67,2913.41,4,5,0.0,-9.18,64.96,64.96000000000001,10139.9,tp 2913.23,147.8,2025.02.10 23:05:00,2025.02.11 01:30:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,v2_audit_filtered,ThirdWave_v2_audit_filtered_BOTH_all_5m,2025_02_thirdwave_v4,B,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_B_v2_audit_filtered_all_5m,2,2025.02.10 23:04:59,order_sent,2906.67,2902.30,2913.23,1.5423,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,2896.65,2911.71,2896.40,2876.58,HH_HL,6,5.17,7.75,PERIOD_M15,2896.65,2911.71,2902.48,61.29,3.45,6,false,2902.48,3.23,27.82,PERIOD_M5,2905.49,2907.37,1,0.54,70.0,acceptable,100.00,3.37,4.37,1.50,0.1389,,,true,,true,,70.00,true,2.81,4,0.84,unclear,,0,1,0.54,27.82,0.00,0.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V2_AuditFiltered,2025-02,23,50-61.8,3.00ATR+
2025.02.12 16:05:00,2025.02.12 17:00:08,EURJPY,LONG,0.32,159.483,159.839,6,7,0.0,0.0,74.7,74.7,10214.6,tp 159.839,55.13,2025.02.12 16:05:00,2025.02.12 17:00:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,v2_audit_filtered,ThirdWave_v2_audit_filtered_BOTH_all_5m,2025_02_thirdwave_v4,B,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_B_v2_audit_filtered_all_5m,3,2025.02.12 16:04:59,order_sent,159.483,159.246,159.839,1.5021,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,158.956,159.651,157.859,159.300,HH_HL,7,0.224,0.313,PERIOD_M15,158.956,159.651,159.276,53.96,2.28,9,false,159.276,1.29,29.78,PERIOD_M5,159.497,159.548,1,0.40,65.0,acceptable,100.00,1.48,0.237,1.50,0.1867,,,true,,true,,35.00,false,1.21,2,0.46,unclear,,0,1,0.40,29.78,0.00,0.00,third_wave_middle,valid_but_not_initial,DowFractal_ThirdWave_V2_AuditFiltered,2025-02,16,50-61.8,1.00-1.50ATR
2025.02.12 16:05:00,2025.02.12 17:00:08,EURJPY,LONG,0.32,159.483,159.839,2,3,0.0,0.0,73.77,73.77,10073.77,tp 159.839,55.13,2025.02.12 16:05:00,2025.02.12 17:00:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,v3_entry_timing,ThirdWave_v3_entry_timing_BOTH_all_5m,2025_02_thirdwave_v4,C,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_C_v3_entry_timing_all_5m,1,2025.02.12 16:04:59,order_sent,159.483,159.246,159.839,1.5021,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,158.956,159.651,157.859,159.300,HH_HL,7,0.224,0.313,PERIOD_M15,158.956,159.651,159.276,53.96,2.28,9,false,159.276,1.29,29.78,PERIOD_M5,159.497,159.548,1,0.40,65.0,acceptable,100.00,1.48,0.237,1.50,0.1867,,,true,,true,,35.00,false,1.21,2,0.46,unclear,,0,1,0.40,29.78,0.00,0.00,third_wave_middle,valid_but_not_initial,DowFractal_ThirdWave_V3_EntryTiming,2025-02,16,50-61.8,1.00-1.50ATR
2025.02.05 02:25:00,2025.02.05 02:31:18,USDJPY,SHORT,0.61,154.345,154.145,2,3,0.0,0.0,79.15,79.15,10079.15,tp 154.156,6.3,2025.02.05 02:25:00,2025.02.05 02:30:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,v4_early_reversal,ThirdWave_v4_early_reversal_BOTH_all_5m,2025_02_thirdwave_v4,D,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_D_v4_early_reversal_all_5m,1,2025.02.05 02:24:59,order_sent,154.345,154.471,154.156,1.5873,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,154.165,155.390,155.063,155.516,LL_LH,12,-0.078,0.212,PERIOD_M15,155.390,154.165,154.455,23.67,3.03,4,false,154.455,1.25,8.98,PERIOD_M5,154.116,154.116,1,2.61,229.0,late,95.00,1.43,0.126,1.50,0.1821,,,true,,true,,0.00,false,0.00,1,3.63,early_lower_high,,11,1,2.61,8.98,18.00,95.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-02,02,18-25,1.00-1.50ATR
2025.02.05 11:00:00,2025.02.05 12:38:23,USDJPY,SHORT,0.24,153.045,152.579,4,5,0.0,0.0,73.3,73.3,10152.45,tp 152.579,98.38,2025.02.05 11:00:00,2025.02.05 12:35:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,v4_early_reversal,ThirdWave_v4_early_reversal_BOTH_all_5m,2025_02_thirdwave_v4,D,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_v4_D_v4_early_reversal_all_5m,2,2025.02.05 11:00:00,order_sent,153.045,153.356,152.579,1.4984,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,153.082,153.559,154.165,154.455,LL_LH,5,-0.234,0.273,PERIOD_M15,153.559,153.082,153.338,53.67,1.57,7,false,153.338,2.73,61.43,PERIOD_M5,152.999,152.999,1,0.43,46.0,acceptable,85.00,2.90,0.311,1.50,0.1678,,,true,,true,,35.00,false,1.44,1,0.43,candle_reversal,,6,1,0.43,61.43,82.00,85.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal,2025-02,11,50-61.8,2.00-3.00ATR
