time,event,symbol,direction,entry_price,sl,tp,mid_tf_structure_sl,lower_tf_reversal_sl,mid_tf_structure_sl_atr,lower_tf_reversal_sl_atr,lower_tf_reversal_sl_status,result_R,profit,regime,session,scan_interval,entry_selection_mode,v4_signal_mode,v4_signal_mode_pass,v4_signal_mode_blocked,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,v2_filter_pass,v2_filter_fail_reason,v3_filter_pass,v3_filter_fail_reason,v3_momentum_exhaustion_score,v3_momentum_exhausted,v3_recent_move_atr,v3_consecutive_directional_bars,v3_close_to_recent_extreme_atr,reversal_signal_type,v4_block_reason,bars_since_pullback_extreme,bars_since_reversal_signal,distance_from_reversal_signal_to_entry_atr,impulse_consumed_pct,pre_entry_momentum_score,reversal_strength_score,wave_audit_label,wave_audit_reason,strategy_name
2025.08.01 02:10:00,execution_block_candidate,EURJPY,LONG,172.110,171.959,172.337,171.959,171.959,2.51,2.51,valid,,,REGIME_TREND_UP,server_00_07,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,171.915,172.324,169.709,170.779,HH_HL,6,0.067,0.251,PERIOD_M15,171.915,172.324,171.989,81.91,3.90,5,false,171.989,2.01,29.58,PERIOD_M5,172.124,172.124,1,0.23,14.0,early,60.00,2.51,0.151,1.50,0.4988,,spread_guard,true,,true,,0.00,false,0.73,2,0.96,micro_break,,14,1,0.23,29.58,36.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.01 02:24:59,v4_blocked_candidate,XAUUSD,SHORT,3290.44,3295.01,3283.59,3295.01,3295.28,3.35,3.55,valid,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,10,-3.04,8.17,PERIOD_M15,3311.11,3289.67,3294.83,24.07,1.94,10,false,3294.83,3.22,20.48,PERIOD_M5,3290.40,3290.40,1,0.03,4.0,early,60.00,3.35,4.57,1.50,0.1320,v4_impulse_consumed,,true,,true,,70.00,true,2.85,4,1.19,micro_break,v4_impulse_consumed,4,1,0.03,20.48,136.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.01 02:29:59,v4_blocked_candidate,USDJPY,LONG,150.741,150.629,150.909,150.629,150.617,1.81,2.01,valid,,,REGIME_TREND_UP,server_00_07,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,149.806,150.832,148.674,149.520,HH_HL,11,0.225,0.222,PERIOD_M15,149.806,150.832,150.645,18.23,2.37,6,false,150.645,1.56,9.36,PERIOD_M5,150.798,150.798,1,0.92,57.0,late,60.00,1.81,0.112,1.50,0.2593,v4_impulse_consumed,,true,,true,,70.00,true,2.77,3,2.17,micro_break,v4_impulse_consumed,3,1,0.92,9.36,100.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.01 04:39:59,final_entry_candidate,XAUUSD,SHORT,3288.16,3294.02,3279.37,3294.02,3294.02,2.60,2.60,valid,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,12,-3.36,7.82,PERIOD_M15,3311.11,3289.67,3293.83,19.40,1.23,4,false,3293.83,2.52,26.45,PERIOD_M5,3288.77,3288.77,1,0.27,61.0,acceptable,90.00,2.60,5.86,1.50,0.0844,,,true,,true,,20.00,false,1.01,1,0.24,micro_break,,11,1,0.27,26.45,64.00,90.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.01 04:39:59,order_attempt,XAUUSD,SHORT,3288.16,3294.02,3279.37,3294.02,3294.02,2.60,2.60,valid,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,12,-3.36,7.82,PERIOD_M15,3311.11,3289.67,3293.83,19.40,1.23,4,false,3293.83,2.52,26.45,PERIOD_M5,3288.77,3288.77,1,0.27,61.0,acceptable,90.00,2.60,5.86,1.50,0.0844,,,true,,true,,20.00,false,1.01,1,0.24,micro_break,,11,1,0.27,26.45,64.00,90.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.01 04:39:59,order_sent,XAUUSD,SHORT,3288.16,3294.02,3279.37,3294.02,3294.02,2.60,2.60,valid,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,12,-3.36,7.82,PERIOD_M15,3311.11,3289.67,3293.83,19.40,1.23,4,false,3293.83,2.52,26.45,PERIOD_M5,3288.77,3288.77,1,0.27,61.0,acceptable,90.00,2.60,5.86,1.50,0.0844,,,true,,true,,20.00,false,1.01,1,0.24,micro_break,,11,1,0.27,26.45,64.00,90.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.01 07:14:59,v4_blocked_candidate,GBPUSD,SHORT,1.31958,1.32059,1.31807,1.32059,1.32059,3.06,3.06,valid,,,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,1.31925,1.32125,1.31983,1.32261,LL_LH,6,-0.00152,0.00189,PERIOD_M15,1.32125,1.31925,1.32039,57.00,1.63,4,false,1.32039,2.45,40.50,PERIOD_M5,1.31978,1.31978,1,0.61,20.0,unclear,60.00,3.06,0.00101,1.50,0.6061,v4_impulse_consumed,,true,,true,,70.00,true,1.58,4,0.33,micro_break,v4_impulse_consumed,12,1,0.61,40.50,118.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.01 15:09:59,execution_block_candidate,GBPUSD,SHORT,1.31590,1.31749,1.31352,1.31749,1.31749,3.33,3.33,valid,,,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,1.31404,1.32122,1.31890,1.32125,LL_LH,6,-0.00199,0.00164,PERIOD_M15,1.32122,1.31404,1.31729,45.26,3.10,3,false,1.31729,2.91,19.36,PERIOD_M5,1.31565,1.31565,1,0.52,25.0,acceptable,75.00,3.33,0.00159,1.50,0.4192,,spread_guard,true,,true,,0.00,false,0.50,2,1.28,micro_break,,8,1,0.52,19.36,36.00,75.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.01 20:04:59,final_entry_candidate,XAUUSD,LONG,3347.94,3340.97,3358.40,3340.97,3340.19,2.50,2.78,valid,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,3285.21,3355.08,3281.57,3300.42,HH_HL,10,1.78,11.33,PERIOD_M15,3285.21,3355.08,3341.30,19.72,2.06,10,false,3341.30,2.38,9.50,PERIOD_M5,3345.33,3345.33,1,0.94,261.0,late,60.00,2.50,6.97,1.50,0.0646,,,true,,true,,35.00,false,1.70,2,0.31,micro_break,,6,1,0.94,9.50,82.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
2025.08.01 20:04:59,order_attempt,XAUUSD,LONG,3347.94,3340.97,3358.40,3340.97,3340.19,2.50,2.78,valid,,,REGIME_TREND_UP,server_16_23,300,all_score_passing,V4_SIGNAL_MICRO_BREAK_ONLY,true,false,PERIOD_H1,3285.21,3355.08,3281.57,3300.42,HH_HL,10,1.78,11.33,PERIOD_M15,3285.21,3355.08,3341.30,19.72,2.06,10,false,3341.30,2.38,9.50,PERIOD_M5,3345.33,3345.33,1,0.94,261.0,late,60.00,2.50,6.97,1.50,0.0646,,,true,,true,,35.00,false,1.70,2,0.31,micro_break,,6,1,0.94,9.50,82.00,60.00,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_V4_EarlyReversal
