scenario,group,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,LONG trades,SHORT trades,LONG net,SHORT net,LONG avg_R,SHORT avg_R,symbol_count,month_count,symbol_distribution,month_distribution,direction_distribution
B_broad_hard_gate_reduced,2025-04,610,27.38,0.737,-0.143,-2034.65,2248.21,22.07,1.373,1.363,70.0,50.16,27.54,289,321,-380.59,-1654.06,-0.108,-0.175,6,1,AUDJPY:71;EURJPY:115;EURUSD:110;GBPJPY:103;GBPUSD:94;USDJPY:117,2025-04:610,LONG:289;SHORT:321
B_broad_hard_gate_reduced,2025-05,402,29.6,0.812,-0.155,-587.82,672.33,6.72,1.296,1.3,67.41,47.26,28.61,210,192,-611.08,23.26,-0.153,-0.157,6,1,AUDJPY:16;EURJPY:31;EURUSD:93;GBPJPY:43;GBPUSD:66;USDJPY:153,2025-05:402,LONG:210;SHORT:192
B_broad_hard_gate_reduced,2025-06,311,30.23,0.831,-0.025,-319.64,410.9,4.11,1.361,1.179,72.03,53.05,30.87,146,165,-169.22,-150.42,-0.015,-0.033,6,1,AUDJPY:6;EURJPY:33;EURUSD:58;GBPJPY:22;GBPUSD:58;USDJPY:134,2025-06:311,LONG:146;SHORT:165
B_broad_hard_gate_reduced,2025-07,266,31.58,0.935,0.164,-96.07,248.13,2.45,1.483,1.151,65.79,51.13,33.46,124,142,-14.82,-81.25,0.321,0.027,6,1,AUDJPY:4;EURJPY:23;EURUSD:36;GBPJPY:14;GBPUSD:50;USDJPY:139,2025-07:266,LONG:124;SHORT:142
B_broad_hard_gate_reduced,2025-08,230,26.52,0.696,-0.185,-338.21,351.72,3.52,1.329,1.384,66.52,50.43,27.39,115,115,-153.34,-184.87,0.057,-0.427,6,1,AUDJPY:2;EURJPY:14;EURUSD:39;GBPJPY:14;GBPUSD:39;USDJPY:122,2025-08:230,LONG:115;SHORT:115
B_broad_hard_gate_reduced,2025-09,216,28.7,0.836,-0.128,-145.27,240.43,2.38,1.311,1.356,68.98,45.37,26.85,107,109,-54.82,-90.45,-0.09,-0.165,6,1,AUDJPY:2;EURJPY:10;EURUSD:38;GBPJPY:13;GBPUSD:48;USDJPY:105,2025-09:216,LONG:107;SHORT:109
B_broad_hard_gate_reduced,2025-10,293,30.38,0.879,-0.041,-118.18,188.49,1.87,1.393,1.263,69.62,51.54,28.33,151,142,-94.24,-23.94,-0.007,-0.077,6,1,AUDJPY:19;EURJPY:31;EURUSD:18;GBPJPY:33;GBPUSD:51;USDJPY:141,2025-10:293,LONG:151;SHORT:142
B_broad_hard_gate_reduced,2025-11,222,29.28,0.799,-0.102,-128.21,170.69,1.7,1.333,1.316,72.97,52.25,27.03,111,111,-85.24,-42.97,-0.014,-0.191,6,1,AUDJPY:20;EURJPY:16;EURUSD:14;GBPJPY:24;GBPUSD:47;USDJPY:101,2025-11:222,LONG:111;SHORT:111
B_broad_hard_gate_reduced,2025-12,175,29.71,0.807,-0.252,-85.31,108.07,1.08,1.216,1.352,72.57,42.29,26.29,92,83,-96.91,11.6,-0.289,-0.212,6,1,AUDJPY:3;EURJPY:13;EURUSD:8;GBPJPY:10;GBPUSD:35;USDJPY:106,2025-12:175,LONG:92;SHORT:83
C_sweep_reclaim_only,2025-01,175,35.43,1.021,-0.094,130.5,795.67,7.28,1.285,1.205,69.14,52.57,33.14,87,88,592.85,-462.35,0.0,-0.188,6,1,AUDJPY:11;EURJPY:23;EURUSD:20;GBPJPY:34;GBPUSD:23;USDJPY:64,2025-01:175,LONG:87;SHORT:88
C_sweep_reclaim_only,2025-02,159,29.56,0.788,-0.144,-1129.15,1853.93,18.0,1.354,1.254,76.73,52.2,28.93,77,82,-1315.94,186.79,-0.351,0.051,6,1,AUDJPY:4;EURJPY:22;EURUSD:15;GBPJPY:25;GBPUSD:19;USDJPY:74,2025-02:159,LONG:77;SHORT:82
C_sweep_reclaim_only,2025-03,259,26.64,0.71,0.041,-2146.35,2344.83,23.14,1.314,1.161,72.2,50.97,27.41,129,130,-683.13,-1463.22,0.014,0.069,6,1,AUDJPY:22;EURJPY:48;EURUSD:36;GBPJPY:51;GBPUSD:26;USDJPY:76,2025-03:259,LONG:129;SHORT:130
C_sweep_reclaim_only,2025-04,342,27.19,0.748,-0.161,-1950.68,2224.79,21.65,1.356,1.337,72.51,49.71,26.9,148,194,-881.28,-1069.4,-0.252,-0.092,6,1,AUDJPY:38;EURJPY:55;EURUSD:61;GBPJPY:50;GBPUSD:54;USDJPY:84,2025-04:342,LONG:148;SHORT:194
C_sweep_reclaim_only,2025-05,189,31.75,0.95,-0.104,-155.02,465.25,4.53,1.345,1.31,65.08,44.97,30.16,98,91,-566.83,411.81,-0.256,0.06,6,1,AUDJPY:4;EURJPY:9;EURUSD:51;GBPJPY:8;GBPUSD:32;USDJPY:85,2025-05:189,LONG:98;SHORT:91
C_sweep_reclaim_only,2025-06,144,31.94,0.951,-0.033,-111.59,385.93,3.86,1.308,1.207,68.06,47.22,28.47,62,82,-74.0,-37.59,-0.158,0.061,6,1,AUDJPY:1;EURJPY:10;EURUSD:23;GBPJPY:7;GBPUSD:27;USDJPY:76,2025-06:144,LONG:62;SHORT:82
C_sweep_reclaim_only,2025-07,120,31.67,0.924,-0.035,-145.08,446.02,4.38,1.349,1.215,69.17,50.0,30.0,52,68,210.33,-355.41,0.208,-0.221,5,1,EURJPY:4;EURUSD:14;GBPJPY:5;GBPUSD:25;USDJPY:72,2025-07:120,LONG:52;SHORT:68
C_sweep_reclaim_only,2025-08,84,30.95,0.88,0.04,-149.76,454.77,4.5,1.259,1.112,69.05,52.38,28.57,31,53,-217.44,67.68,0.458,-0.205,5,1,EURJPY:2;EURUSD:15;GBPJPY:5;GBPUSD:12;USDJPY:50,2025-08:84,LONG:31;SHORT:53
C_sweep_reclaim_only,2025-09,73,32.88,0.952,0.015,-51.41,321.18,3.14,1.391,1.117,75.34,50.68,32.88,34,39,-23.53,-27.88,-0.202,0.204,5,1,EURJPY:3;EURUSD:18;GBPJPY:3;GBPUSD:12;USDJPY:37,2025-09:73,LONG:34;SHORT:39
C_sweep_reclaim_only,2025-10,129,24.03,0.646,-0.078,-684.29,942.4,9.23,1.402,1.237,69.77,48.84,24.81,54,75,-608.44,-75.85,-0.323,0.098,6,1,AUDJPY:5;EURJPY:12;EURUSD:4;GBPJPY:11;GBPUSD:27;USDJPY:70,2025-10:129,LONG:54;SHORT:75
C_sweep_reclaim_only,2025-11,78,25.64,0.674,-0.211,-317.14,395.65,3.96,1.185,1.134,65.38,42.31,26.92,35,43,57.91,-375.05,-0.037,-0.352,6,1,AUDJPY:3;EURJPY:6;EURUSD:4;GBPJPY:7;GBPUSD:18;USDJPY:40,2025-11:78,LONG:35;SHORT:43
C_sweep_reclaim_only,2025-12,63,34.92,1.055,0.158,37.15,212.95,2.1,1.532,1.064,73.02,49.21,38.1,29,34,20.94,16.21,0.002,0.291,6,1,AUDJPY:1;EURJPY:3;EURUSD:1;GBPJPY:1;GBPUSD:16;USDJPY:41,2025-12:63,LONG:29;SHORT:34
D_bos_retest_only,2025-01,184,27.72,0.793,-0.147,-1293.92,2279.16,22.11,1.379,1.199,68.48,45.65,29.35,89,95,-983.86,-310.06,-0.425,0.113,6,1,AUDJPY:6;EURJPY:27;EURUSD:24;GBPJPY:37;GBPUSD:35;USDJPY:55,2025-01:184,LONG:89;SHORT:95
D_bos_retest_only,2025-02,176,29.55,0.797,-0.129,-1059.29,1435.05,13.97,1.301,1.224,68.18,51.14,30.68,91,85,-527.18,-532.11,-0.078,-0.185,6,1,AUDJPY:10;EURJPY:39;EURUSD:12;GBPJPY:37;GBPUSD:25;USDJPY:53,2025-02:176,LONG:91;SHORT:85
D_bos_retest_only,2025-03,201,27.86,0.762,-0.134,-1224.82,1468.72,14.34,1.236,1.081,64.18,49.25,28.36,109,92,-386.76,-838.06,-0.048,-0.236,6,1,AUDJPY:21;EURJPY:36;EURUSD:26;GBPJPY:33;GBPUSD:25;USDJPY:60,2025-03:201,LONG:109;SHORT:92
D_bos_retest_only,2025-04,266,29.7,0.817,-0.127,-1086.02,1647.51,15.6,1.315,1.313,68.8,50.75,31.95,119,147,-725.37,-360.65,-0.147,-0.111,6,1,AUDJPY:38;EURJPY:33;EURUSD:48;GBPJPY:38;GBPUSD:40;USDJPY:69,2025-04:266,LONG:119;SHORT:147
D_bos_retest_only,2025-05,157,26.11,0.669,-0.199,-956.36,1086.14,10.72,1.301,1.206,66.24,45.86,26.11,76,81,-225.48,-730.88,-0.014,-0.372,6,1,AUDJPY:6;EURJPY:11;EURUSD:36;GBPJPY:9;GBPUSD:32;USDJPY:63,2025-05:157,LONG:76;SHORT:81
D_bos_retest_only,2025-06,129,32.56,0.922,-0.073,-148.24,463.83,4.56,1.286,1.284,61.24,45.74,32.56,60,69,-187.81,39.57,0.116,-0.236,6,1,AUDJPY:2;EURJPY:11;EURUSD:23;GBPJPY:10;GBPUSD:27;USDJPY:56,2025-06:129,LONG:60;SHORT:69
D_bos_retest_only,2025-07,115,27.83,0.711,-0.143,-487.68,682.7,6.81,1.537,1.183,73.04,53.04,28.7,64,51,-495.25,7.57,-0.25,-0.008,6,1,AUDJPY:1;EURJPY:10;EURUSD:16;GBPJPY:10;GBPUSD:20;USDJPY:58,2025-07:115,LONG:64;SHORT:51
D_bos_retest_only,2025-08,94,29.79,0.809,-0.127,-234.74,272.7,2.72,1.319,1.088,70.21,48.94,27.66,42,52,-42.18,-192.56,0.1,-0.31,5,1,EURJPY:4;EURUSD:14;GBPJPY:6;GBPUSD:15;USDJPY:55,2025-08:94,LONG:42;SHORT:52
D_bos_retest_only,2025-09,78,32.05,0.954,-0.177,-43.19,244.68,2.42,1.263,1.261,62.82,43.59,29.49,38,40,15.75,-58.94,-0.384,0.019,5,1,EURJPY:4;EURUSD:13;GBPJPY:1;GBPUSD:13;USDJPY:47,2025-09:78,LONG:38;SHORT:40
D_bos_retest_only,2025-10,107,31.78,0.922,-0.215,-99.45,425.27,4.12,1.388,1.221,71.96,49.53,33.64,52,55,-124.3,24.85,-0.033,-0.387,6,1,AUDJPY:5;EURJPY:7;EURUSD:7;GBPJPY:9;GBPUSD:20;USDJPY:59,2025-10:107,LONG:52;SHORT:55
D_bos_retest_only,2025-11,69,31.88,0.921,-0.044,-61.77,312.35,3.07,1.265,1.134,66.67,50.72,31.88,37,32,-67.52,5.75,-0.107,0.028,6,1,AUDJPY:11;EURJPY:3;EURUSD:2;GBPJPY:8;GBPUSD:15;USDJPY:30,2025-11:69,LONG:37;SHORT:32
D_bos_retest_only,2025-12,59,28.81,0.761,-0.223,-160.52,271.27,2.7,1.197,1.171,69.49,50.85,27.12,29,30,17.85,-178.37,-0.368,-0.082,5,1,EURJPY:2;EURUSD:2;GBPJPY:2;GBPUSD:13;USDJPY:40,2025-12:59,LONG:29;SHORT:30
E_first_pullback_after_reclaim_only,2025-01,322,30.43,0.857,-0.048,-1610.39,2865.02,26.19,1.425,1.374,75.16,54.66,30.43,167,155,-1244.2,-366.19,-0.106,0.013,6,1,AUDJPY:11;EURJPY:48;EURUSD:47;GBPJPY:56;GBPUSD:61;USDJPY:99,2025-01:322,LONG:167;SHORT:155
E_first_pullback_after_reclaim_only,2025-02,322,31.68,0.884,0.015,-997.4,1756.93,17.25,1.368,1.225,68.01,52.17,30.43,168,154,-659.38,-338.02,-0.071,0.109,6,1,AUDJPY:22;EURJPY:64;EURUSD:30;GBPJPY:62;GBPUSD:42;USDJPY:102,2025-02:322,LONG:168;SHORT:154
E_first_pullback_after_reclaim_only,2025-03,355,28.17,0.768,0.034,-1897.86,2407.42,23.25,1.353,1.176,69.3,47.89,29.01,180,175,-117.32,-1780.54,0.129,-0.065,6,1,AUDJPY:40;EURJPY:70;EURUSD:49;GBPJPY:64;GBPUSD:39;USDJPY:93,2025-03:355,LONG:180;SHORT:175
E_first_pullback_after_reclaim_only,2025-04,433,30.72,0.867,-0.035,-987.69,1156.98,11.57,1.409,1.372,71.59,52.19,31.18,206,227,-1009.66,21.97,-0.025,-0.043,6,1,AUDJPY:52;EURJPY:62;EURUSD:85;GBPJPY:70;GBPUSD:63;USDJPY:101,2025-04:433,LONG:206;SHORT:227
E_first_pullback_after_reclaim_only,2025-05,282,29.43,0.807,-0.174,-789.73,801.21,8.0,1.21,1.233,63.48,42.91,24.82,138,144,-248.6,-541.13,-0.117,-0.229,6,1,AUDJPY:10;EURJPY:20;EURUSD:64;GBPJPY:23;GBPUSD:60;USDJPY:105,2025-05:282,LONG:138;SHORT:144
E_first_pullback_after_reclaim_only,2025-06,223,29.6,0.801,-0.136,-523.0,679.07,6.75,1.237,1.216,67.26,49.33,26.91,99,124,-336.35,-186.65,-0.118,-0.151,6,1,AUDJPY:3;EURJPY:21;EURUSD:40;GBPJPY:14;GBPUSD:49;USDJPY:96,2025-06:223,LONG:99;SHORT:124
E_first_pullback_after_reclaim_only,2025-07,174,30.46,0.836,-0.158,-292.31,500.13,4.95,1.252,1.287,67.82,50.0,28.16,90,84,-122.41,-169.9,-0.16,-0.155,6,1,AUDJPY:3;EURJPY:11;EURUSD:35;GBPJPY:10;GBPUSD:33;USDJPY:82,2025-07:174,LONG:90;SHORT:84
E_first_pullback_after_reclaim_only,2025-08,150,30.67,0.856,0.055,-208.65,275.82,2.75,1.355,1.121,70.67,51.33,30.0,75,75,228.43,-437.08,0.352,-0.241,6,1,AUDJPY:1;EURJPY:10;EURUSD:27;GBPJPY:8;GBPUSD:25;USDJPY:79,2025-08:150,LONG:75;SHORT:75
E_first_pullback_after_reclaim_only,2025-09,139,25.9,0.716,-0.235,-369.2,433.63,4.31,1.144,1.191,62.59,39.57,23.74,69,70,-204.41,-164.79,-0.327,-0.144,5,1,EURJPY:5;EURUSD:26;GBPJPY:3;GBPUSD:34;USDJPY:71,2025-09:139,LONG:69;SHORT:70
E_first_pullback_after_reclaim_only,2025-10,226,28.76,0.8,0.058,-349.32,453.99,4.53,1.34,1.21,64.16,43.81,27.43,115,111,-73.58,-275.74,0.241,-0.131,6,1,AUDJPY:11;EURJPY:20;EURUSD:17;GBPJPY:22;GBPUSD:43;USDJPY:113,2025-10:226,LONG:115;SHORT:111
E_first_pullback_after_reclaim_only,2025-11,158,32.91,0.948,-0.164,-53.44,261.43,2.56,1.177,1.216,60.13,47.47,27.85,89,69,128.93,-182.37,-0.059,-0.3,6,1,AUDJPY:15;EURJPY:11;EURUSD:9;GBPJPY:15;GBPUSD:40;USDJPY:68,2025-11:158,LONG:89;SHORT:69
E_first_pullback_after_reclaim_only,2025-12,104,29.81,0.828,-0.268,-109.48,204.48,2.04,1.131,1.236,66.35,41.35,25.96,47,57,-67.53,-41.95,-0.279,-0.259,6,1,AUDJPY:2;EURJPY:4;EURUSD:4;GBPJPY:6;GBPUSD:25;USDJPY:63,2025-12:104,LONG:47;SHORT:57
F_combined_new_triggers,2025-01,428,31.78,0.908,0.008,-1377.74,2724.05,24.57,1.413,1.324,75.0,53.74,30.37,212,216,-970.79,-406.95,-0.121,0.135,6,1,AUDJPY:21;EURJPY:63;EURUSD:60;GBPJPY:80;GBPUSD:73;USDJPY:131,2025-01:428,LONG:212;SHORT:216
F_combined_new_triggers,2025-02,402,29.35,0.794,0.058,-2224.36,2535.04,25.11,1.42,1.227,74.13,53.98,30.6,203,199,-864.95,-1359.41,-0.02,0.137,6,1,AUDJPY:26;EURJPY:81;EURUSD:36;GBPJPY:77;GBPUSD:57;USDJPY:125,2025-02:402,LONG:203;SHORT:199
F_combined_new_triggers,2025-03,489,25.77,0.681,0.01,-2762.2,2895.15,28.58,1.25,1.193,69.94,47.85,23.93,247,242,-958.05,-1804.15,0.032,-0.013,6,1,AUDJPY:46;EURJPY:99;EURUSD:71;GBPJPY:87;GBPUSD:54;USDJPY:132,2025-03:489,LONG:247;SHORT:242
F_combined_new_triggers,2025-04,580,29.48,0.83,-0.147,-1099.9,1263.02,12.49,1.42,1.439,73.28,52.59,27.76,272,308,-837.61,-262.29,-0.229,-0.074,6,1,AUDJPY:78;EURJPY:74;EURUSD:108;GBPJPY:92;GBPUSD:82;USDJPY:146,2025-04:580,LONG:272;SHORT:308
F_combined_new_triggers,2025-05,396,28.54,0.781,-0.139,-650.86,672.06,6.71,1.277,1.368,64.9,43.43,23.99,201,195,-344.0,-306.86,-0.14,-0.139,6,1,AUDJPY:17;EURJPY:29;EURUSD:88;GBPJPY:30;GBPUSD:78;USDJPY:154,2025-05:396,LONG:201;SHORT:195
F_combined_new_triggers,2025-06,304,29.28,0.829,-0.094,-289.87,378.61,3.78,1.291,1.287,65.46,49.01,28.29,142,162,-158.5,-131.37,-0.171,-0.026,6,1,AUDJPY:3;EURJPY:29;EURUSD:53;GBPJPY:21;GBPUSD:67;USDJPY:131,2025-06:304,LONG:142;SHORT:162
F_combined_new_triggers,2025-07,255,30.2,0.837,0.018,-195.97,289.09,2.89,1.399,1.207,73.73,54.9,29.02,120,135,-222.76,26.79,0.074,-0.031,6,1,AUDJPY:3;EURJPY:18;EURUSD:40;GBPJPY:17;GBPUSD:48;USDJPY:129,2025-07:255,LONG:120;SHORT:135
F_combined_new_triggers,2025-08,214,32.24,0.933,0.067,-61.05,140.51,1.4,1.344,1.116,67.76,50.47,29.91,93,121,26.9,-87.95,0.337,-0.141,6,1,AUDJPY:1;EURJPY:12;EURUSD:37;GBPJPY:12;GBPUSD:32;USDJPY:120,2025-08:214,LONG:93;SHORT:121
F_combined_new_triggers,2025-09,185,28.65,0.781,-0.137,-170.42,211.43,2.11,1.214,1.251,68.65,44.86,25.41,88,97,-33.15,-137.27,-0.275,-0.011,5,1,EURJPY:8;EURUSD:34;GBPJPY:6;GBPUSD:39;USDJPY:98,2025-09:185,LONG:88;SHORT:97
F_combined_new_triggers,2025-10,293,28.67,0.815,0.239,-196.85,263.61,2.62,1.477,1.17,70.31,50.17,31.06,139,154,-74.38,-122.47,0.297,0.186,6,1,AUDJPY:14;EURJPY:27;EURUSD:22;GBPJPY:29;GBPUSD:56;USDJPY:145,2025-10:293,LONG:139;SHORT:154
F_combined_new_triggers,2025-11,200,31.0,0.847,-0.243,-86.82,175.64,1.75,1.198,1.284,65.5,46.5,26.5,104,96,79.88,-166.7,-0.092,-0.406,6,1,AUDJPY:18;EURJPY:13;EURUSD:9;GBPJPY:21;GBPUSD:45;USDJPY:94,2025-11:200,LONG:104;SHORT:96
F_combined_new_triggers,2025-12,151,29.8,0.804,-0.243,-74.89,105.26,1.05,1.203,1.311,68.21,43.05,25.83,71,80,-44.02,-30.87,-0.204,-0.278,6,1,AUDJPY:3;EURJPY:8;EURUSD:7;GBPJPY:6;GBPUSD:38;USDJPY:89,2025-12:151,LONG:71;SHORT:80
G_combined_new_triggers_room_to_2r,2025-01,280,33.57,0.984,0.024,-149.48,1426.02,12.89,1.504,1.396,77.14,54.29,33.93,127,153,-9.81,-139.67,-0.188,0.199,6,1,AUDJPY:13;EURJPY:42;EURUSD:39;GBPJPY:51;GBPUSD:51;USDJPY:84,2025-01:280,LONG:127;SHORT:153
G_combined_new_triggers_room_to_2r,2025-02,263,27.76,0.723,0.051,-2041.05,2343.78,23.16,1.418,1.28,73.0,53.23,30.04,136,127,-1043.87,-997.18,-0.047,0.155,6,1,AUDJPY:17;EURJPY:52;EURUSD:26;GBPJPY:49;GBPUSD:41;USDJPY:78,2025-02:263,LONG:136;SHORT:127
G_combined_new_triggers_room_to_2r,2025-03,320,27.81,0.768,0.004,-1284.5,1355.53,13.46,1.303,1.229,68.44,48.75,26.56,150,170,-388.71,-895.79,0.01,-0.001,6,1,AUDJPY:27;EURJPY:65;EURUSD:44;GBPJPY:61;GBPUSD:25;USDJPY:98,2025-03:320,LONG:150;SHORT:170
G_combined_new_triggers_room_to_2r,2025-04,392,31.38,0.922,-0.031,-332.43,577.03,5.63,1.577,1.446,75.0,57.65,32.14,178,214,-207.23,-125.2,-0.114,0.039,6,1,AUDJPY:50;EURJPY:43;EURUSD:71;GBPJPY:64;GBPUSD:54;USDJPY:110,2025-04:392,LONG:178;SHORT:214
G_combined_new_triggers_room_to_2r,2025-05,277,30.32,0.858,-0.215,-289.55,379.08,3.78,1.281,1.47,64.98,42.96,24.55,145,132,-152.93,-136.62,-0.197,-0.235,6,1,AUDJPY:11;EURJPY:20;EURUSD:68;GBPJPY:17;GBPUSD:52;USDJPY:109,2025-05:277,LONG:145;SHORT:132
G_combined_new_triggers_room_to_2r,2025-06,200,29.5,0.856,-0.064,-159.25,228.34,2.28,1.381,1.31,67.5,51.0,30.0,82,118,-184.81,25.56,-0.263,0.074,6,1,AUDJPY:1;EURJPY:18;EURUSD:38;GBPJPY:12;GBPUSD:44;USDJPY:87,2025-06:200,LONG:82;SHORT:118
G_combined_new_triggers_room_to_2r,2025-07,190,34.21,1.011,0.001,9.57,186.28,1.85,1.385,1.228,71.05,52.63,30.0,90,100,-88.92,98.49,0.166,-0.147,6,1,AUDJPY:2;EURJPY:12;EURUSD:28;GBPJPY:13;GBPUSD:33;USDJPY:102,2025-07:190,LONG:90;SHORT:100
G_combined_new_triggers_room_to_2r,2025-08,140,26.43,0.711,0.103,-185.93,255.41,2.55,1.322,1.095,65.71,48.57,30.0,62,78,-13.03,-172.9,0.444,-0.167,6,1,AUDJPY:1;EURJPY:8;EURUSD:25;GBPJPY:9;GBPUSD:17;USDJPY:80,2025-08:140,LONG:62;SHORT:78
G_combined_new_triggers_room_to_2r,2025-09,119,30.25,0.865,-0.087,-65.38,122.45,1.22,1.278,1.296,73.11,47.06,27.73,54,65,-27.82,-37.56,-0.241,0.041,5,1,EURJPY:5;EURUSD:25;GBPJPY:5;GBPUSD:23;USDJPY:61,2025-09:119,LONG:54;SHORT:65
G_combined_new_triggers_room_to_2r,2025-10,193,27.98,0.732,0.25,-195.91,216.81,2.16,1.536,1.237,72.02,50.26,31.09,96,97,-100.69,-95.22,0.303,0.199,6,1,AUDJPY:9;EURJPY:18;EURUSD:15;GBPJPY:17;GBPUSD:36;USDJPY:98,2025-10:193,LONG:96;SHORT:97
G_combined_new_triggers_room_to_2r,2025-11,117,27.35,0.714,-0.29,-100.17,126.4,1.26,1.249,1.346,68.38,48.72,27.35,59,58,20.83,-121.0,-0.19,-0.391,6,1,AUDJPY:12;EURJPY:6;EURUSD:6;GBPJPY:9;GBPUSD:26;USDJPY:58,2025-11:117,LONG:59;SHORT:58
G_combined_new_triggers_room_to_2r,2025-12,95,30.53,0.787,-0.431,-52.39,89.87,0.9,1.205,1.469,69.47,41.05,25.26,42,53,-51.35,-1.04,-0.56,-0.329,6,1,AUDJPY:1;EURJPY:3;EURUSD:1;GBPJPY:3;GBPUSD:18;USDJPY:69,2025-12:95,LONG:42;SHORT:53
H_combined_new_triggers_h4_ma_bias,2025-01,156,30.77,0.847,-0.075,-882.67,1363.18,13.01,1.365,1.322,73.08,50.0,27.56,52,104,-591.45,-291.22,-0.022,-0.102,6,1,AUDJPY:8;EURJPY:23;EURUSD:20;GBPJPY:25;GBPUSD:30;USDJPY:50,2025-01:156,LONG:52;SHORT:104
