scenario,group,trades,win_rate,PF,avg_R,net,maxDD,maxDD_pct,avg_MFE_R,avg_MAE_R,reached_0_5R_pct,reached_1R_pct,reached_2R_pct,LONG trades,SHORT trades,LONG net,SHORT net,LONG avg_R,SHORT avg_R,symbol_count,month_count,symbol_distribution,month_distribution,direction_distribution
B_relaxed_entry,2025-07,4,50.0,1.957,0.496,97.11,51.04,0.5,1.618,0.885,75.0,75.0,50.0,3,1,-4.23,101.34,-0.005,2.0,2,1,EURUSD:2;USDJPY:2,2025-07:4,LONG:3;SHORT:1
B_relaxed_entry,2025-08,4,0.0,0.0,-1.008,-204.65,204.65,2.05,0.641,1.119,50.0,25.0,0.0,2,2,-100.76,-103.89,-1.008,-1.007,2,1,GBPUSD:1;USDJPY:3,2025-08:4,LONG:2;SHORT:2
B_relaxed_entry,2025-09,2,0.0,0.0,-1.0,-98.47,98.47,0.98,0.635,1.752,50.0,50.0,0.0,1,1,-48.75,-49.72,-1.0,-1.0,2,1,EURUSD:1;USDJPY:1,2025-09:2,LONG:1;SHORT:1
B_relaxed_entry,2025-10,1,0.0,0.0,-1.003,-47.98,47.98,0.48,0.02,1.057,0.0,0.0,0.0,1,0,-47.98,0,-1.003,0.0,1,1,EURJPY:1,2025-10:1,LONG:1
B_relaxed_entry,2025-11,3,33.33,0.962,-0.005,-3.67,48.86,0.49,1.159,1.1,66.67,66.67,33.33,2,1,44.07,-47.74,0.496,-1.005,2,1,GBPUSD:1;USDJPY:2,2025-11:3,LONG:2;SHORT:1
C_relaxed_room_to_1r,2025-01,3,33.33,1.013,0.002,1.3,99.4,0.98,1.496,0.747,100.0,66.67,33.33,1,2,100.7,-99.4,2.005,-1.0,1,1,USDJPY:3,2025-01:3,LONG:1;SHORT:2
C_relaxed_room_to_1r,2025-02,2,100.0,,2.004,199.14,0.0,0.0,2.383,0.927,100.0,100.0,100.0,0,2,0,199.14,0.0,2.004,2,1,EURJPY:1;USDJPY:1,2025-02:2,SHORT:2
C_relaxed_room_to_1r,2025-03,2,50.0,2.053,0.501,49.22,46.73,0.47,1.822,0.963,100.0,100.0,50.0,2,0,49.22,0,0.501,0.0,2,1,EURJPY:1;GBPJPY:1,2025-03:2,LONG:2
C_relaxed_room_to_1r,2025-04,4,25.0,0.671,-0.254,-49.27,149.89,1.5,1.471,0.994,75.0,75.0,25.0,0,4,0,-49.27,0.0,-0.254,4,1,AUDJPY:1;GBPJPY:1;GBPUSD:1;USDJPY:1,2025-04:4,SHORT:4
C_relaxed_room_to_1r,2025-06,2,0.0,0.0,-1.006,-99.79,99.79,1.0,0.732,2.219,100.0,0.0,0.0,1,1,-50.2,-49.59,-1.0,-1.011,2,1,GBPUSD:1;USDJPY:1,2025-06:2,LONG:1;SHORT:1
C_relaxed_room_to_1r,2025-07,3,33.33,0.999,-0.008,-0.12,51.04,0.51,1.406,0.854,66.67,66.67,33.33,2,1,-101.46,101.34,-1.012,2.0,2,1,EURUSD:2;USDJPY:1,2025-07:3,LONG:2;SHORT:1
C_relaxed_room_to_1r,2025-08,3,0.0,0.0,-1.011,-154.79,154.79,1.55,0.851,1.148,66.67,33.33,0.0,1,2,-50.9,-103.89,-1.017,-1.007,2,1,GBPUSD:1;USDJPY:2,2025-08:3,LONG:1;SHORT:2
C_relaxed_room_to_1r,2025-09,2,0.0,0.0,-1.0,-98.47,98.47,0.98,0.635,1.752,50.0,50.0,0.0,1,1,-48.75,-49.72,-1.0,-1.0,2,1,EURUSD:1;USDJPY:1,2025-09:2,LONG:1;SHORT:1
C_relaxed_room_to_1r,2025-11,3,33.33,0.962,-0.005,-3.67,48.86,0.49,1.159,1.1,66.67,66.67,33.33,2,1,44.07,-47.74,0.496,-1.005,2,1,GBPUSD:1;USDJPY:2,2025-11:3,LONG:2;SHORT:1
D_relaxed_room_to_2r,2025-01,3,33.33,1.013,0.002,1.3,99.4,0.98,1.496,0.747,100.0,66.67,33.33,1,2,100.7,-99.4,2.005,-1.0,1,1,USDJPY:3,2025-01:3,LONG:1;SHORT:2
D_relaxed_room_to_2r,2025-02,2,100.0,,2.004,199.14,0.0,0.0,2.383,0.927,100.0,100.0,100.0,0,2,0,199.14,0.0,2.004,2,1,EURJPY:1;USDJPY:1,2025-02:2,SHORT:2
D_relaxed_room_to_2r,2025-03,1,0.0,0.0,-1.006,-46.73,46.73,0.47,1.013,1.139,100.0,100.0,0.0,1,0,-46.73,0,-1.006,0.0,1,1,GBPJPY:1,2025-03:1,LONG:1
D_relaxed_room_to_2r,2025-04,3,33.33,1.002,-0.003,0.22,100.4,1.0,1.366,1.001,66.67,66.67,33.33,0,3,0,0.22,0.0,-0.003,3,1,AUDJPY:1;GBPJPY:1;USDJPY:1,2025-04:3,SHORT:3
D_relaxed_room_to_2r,2025-06,1,0.0,0.0,-1.011,-49.59,49.59,0.5,0.582,2.956,100.0,0.0,0.0,0,1,0,-49.59,0.0,-1.011,1,1,USDJPY:1,2025-06:1,SHORT:1
D_relaxed_room_to_2r,2025-07,3,33.33,0.999,-0.008,-0.12,51.04,0.51,1.406,0.854,66.67,66.67,33.33,2,1,-101.46,101.34,-1.012,2.0,2,1,EURUSD:2;USDJPY:1,2025-07:3,LONG:2;SHORT:1
D_relaxed_room_to_2r,2025-09,2,0.0,0.0,-1.0,-98.47,98.47,0.98,0.635,1.752,50.0,50.0,0.0,1,1,-48.75,-49.72,-1.0,-1.0,2,1,EURUSD:1;USDJPY:1,2025-09:2,LONG:1;SHORT:1
D_relaxed_room_to_2r,2025-11,2,50.0,1.902,0.496,44.07,48.86,0.48,1.617,0.976,100.0,100.0,50.0,2,0,44.07,0,0.496,0.0,1,1,USDJPY:2,2025-11:2,LONG:2
E_relaxed_room_to_2r_no_round_or_major_obstacle,2025-01,1,0.0,0.0,-1.0,-49.14,49.14,0.49,0.507,1.067,100.0,0.0,0.0,0,1,0,-49.14,0.0,-1.0,1,1,USDJPY:1,2025-01:1,SHORT:1
E_relaxed_room_to_2r_no_round_or_major_obstacle,2025-02,1,100.0,,2.0,103.43,0.0,0.0,2.434,1.133,100.0,100.0,100.0,0,1,0,103.43,0.0,2.0,1,1,USDJPY:1,2025-02:1,SHORT:1
E_relaxed_room_to_2r_no_round_or_major_obstacle,2025-06,1,0.0,0.0,-1.011,-49.59,49.59,0.5,0.582,2.956,100.0,0.0,0.0,0,1,0,-49.59,0.0,-1.011,1,1,USDJPY:1,2025-06:1,SHORT:1
E_relaxed_room_to_2r_no_round_or_major_obstacle,2025-07,2,50.0,2.01,0.495,50.92,50.42,0.5,1.984,0.675,100.0,100.0,50.0,1,1,-50.42,101.34,-1.011,2.0,2,1,EURUSD:1;USDJPY:1,2025-07:2,LONG:1;SHORT:1
E_relaxed_room_to_2r_no_round_or_major_obstacle,2025-09,1,0.0,0.0,-1.0,-48.75,48.75,0.49,1.174,1.544,100.0,100.0,0.0,1,0,-48.75,0,-1.0,0.0,1,1,EURUSD:1,2025-09:1,LONG:1
E_relaxed_room_to_2r_no_round_or_major_obstacle,2025-11,2,50.0,1.902,0.496,44.07,48.86,0.48,1.617,0.976,100.0,100.0,50.0,2,0,44.07,0,0.496,0.0,1,1,USDJPY:2,2025-11:2,LONG:2
