open_time,close_time,symbol,direction,volume,open_price,close_price,open_deal,close_deal,commission,swap,profit,net_profit,close_balance,close_comment,holding_minutes,open_bar_m5,close_bar_m5,period,from_date,to_date,context,scenario,series_name,run,prefix,trade_index,time,event,entry_price,sl,tp,result_R,regime,session,scan_interval,entry_selection_mode,higher_tf,higher_swing_low_1,higher_swing_high_1,higher_swing_low_2,higher_swing_high_2,higher_structure_state,higher_trend_age_bars,higher_ema_slope,higher_atr,mid_tf,impulse_start_price,impulse_end_price,pullback_extreme_price,pullback_depth_pct,pullback_depth_atr,pullback_bars,pullback_broke_origin,pullback_structure_low_or_high,distance_from_pullback_extreme_to_entry_atr,distance_from_pullback_extreme_to_entry_pct_of_impulse,lower_tf,minor_reversal_level,reclaim_or_breakdown_price,bars_since_reclaim_or_breakdown,entry_distance_from_reclaim_atr,entry_distance_from_reclaim_points,lower_reversal_quality,lower_reversal_quality_score,sl_atr,risk_r,rr,spread_atr,structure_stage_fail_reason,execution_block_reason,wave_audit_label,wave_audit_reason,strategy_name,month,hour,pullback_depth_band,entry_distance_band,reclaim_bars_band,sl_atr_band,sample_type
2025.08.01 02:15:00,2025.08.01 04:52:01,XAUUSD,SHORT,0.11,3290.59,3283.73,4,5,0.0,0.0,75.46,75.46,10026.18,tp 3283.95,157.02,2025.08.01 02:15:00,2025.08.01 04:50:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_08_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2,2025.08.01 02:14:59,order_sent,3290.59,3295.02,3283.95,1.5485,REGIME_TREND_DOWN,server_00_07,300,all_score_passing,PERIOD_H1,3289.67,3311.11,3293.81,3314.79,LL_LH,10,-3.04,8.17,PERIOD_M15,3311.11,3289.67,3294.83,24.07,2.08,9,false,3294.83,2.89,19.78,PERIOD_M5,3292.79,3292.32,1,1.18,173.0,late,75.00,3.02,4.43,1.50,0.1294,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,02,18-25,2.00-3.00ATR,1,2.00+,winning_trade
2025.08.04 11:25:00,2025.08.04 15:05:10,XAUUSD,LONG,0.06,3359.42,3371.26,6,7,0.0,0.0,71.04,71.04,10097.22,tp 3371.26,220.17,2025.08.04 11:25:00,2025.08.04 15:05:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_08_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_wave_audit_A_regime_all_5m_wave_audit,3,2025.08.04 11:24:59,order_sent,3359.42,3351.53,3371.26,1.5006,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,3345.06,3369.04,3340.52,3355.08,HH_HL,10,6.75,7.81,PERIOD_M15,3345.06,3369.04,3351.73,72.19,4.34,3,false,3351.73,3.14,32.07,PERIOD_M5,3356.53,3357.99,1,0.58,143.0,acceptable,100.00,3.22,7.89,1.50,0.0776,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,11,61.8-75,3.00ATR+,1,2.00+,winning_trade
2025.08.07 18:20:00,2025.08.08 01:03:42,XAUUSD,LONG,0.03,3387.74,3408.41,10,11,0.0,-2.5,59.51,59.51,10105.88,tp 3407.66,403.7,2025.08.07 18:20:00,2025.08.08 01:00:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_08_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_wave_audit_A_regime_all_5m_wave_audit,5,2025.08.07 18:19:59,order_sent,3387.74,3374.46,3407.66,1.5565,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,3371.75,3397.27,3371.67,3383.96,HH_HL,8,1.72,10.96,PERIOD_M15,3371.75,3397.27,3374.80,88.05,3.34,5,false,3374.80,2.54,50.71,PERIOD_M5,3389.26,3389.36,1,0.32,162.0,acceptable,100.00,2.60,13.28,1.50,0.0373,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,18,75-90,2.00-3.00ATR,1,2.00+,winning_trade
2025.08.13 08:25:00,2025.08.13 08:45:38,XAUUSD,SHORT,0.19,3349.85,3345.85,14,15,0.0,0.0,76.0,76.0,10131.48,tp 3345.89,20.63,2025.08.13 08:25:00,2025.08.13 08:45:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_08_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_wave_audit_A_regime_all_5m_wave_audit,7,2025.08.13 08:24:59,order_sent,3349.85,3352.49,3345.89,1.5152,REGIME_TREND_DOWN,server_08_15,300,all_score_passing,PERIOD_H1,3342.67,3354.30,3345.58,3354.48,LL_LH,4,-4.33,7.21,PERIOD_M15,3354.30,3342.67,3352.31,82.89,3.03,5,false,3352.31,2.06,21.15,PERIOD_M5,3349.90,3349.76,1,0.08,9.0,early,75.00,2.21,2.64,1.50,0.1509,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-08,08,75-90,2.00-3.00ATR,1,2.00+,winning_trade
2025.08.28 17:00:00,2025.08.28 17:20:57,USDJPY,SHORT,0.8,147.086,146.946,26,27,0.0,0.0,76.22,76.22,9959.89,tp 146.951,20.95,2025.08.28 17:00:00,2025.08.28 17:20:00,2025-08,2025-08-01,2025-08-31,2025 comparison sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_08_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_08_thirdwave_wave_audit_A_regime_all_5m_wave_audit,13,2025.08.28 16:59:59,order_sent,147.086,147.176,146.951,1.5556,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,146.993,147.395,147.071,147.474,LL_LH,7,-0.058,0.206,PERIOD_M15,147.395,146.993,147.161,41.79,1.23,15,false,147.161,0.77,18.66,PERIOD_M5,147.093,147.051,1,0.36,35.0,acceptable,75.00,0.93,0.090,1.50,0.1549,,,third_wave_middle,valid_but_not_initial,DowFractal_ThirdWave_Regime,2025-08,17,38.2-50,0.75-1.00ATR,1,0.75-1.00,winning_trade
2025.10.03 21:40:00,2025.10.06 02:02:39,XAUUSD,LONG,0.04,3888.61,3906.79,2,3,0.0,-3.34,69.38,69.38,10069.38,tp 3906.55,3142.65,2025.10.03 21:40:00,2025.10.06 02:00:00,2025-10,2025-10-01,2025-10-31,2025 comparison sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_10_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_10_thirdwave_wave_audit_A_regime_all_5m_wave_audit,1,2025.10.03 21:39:59,order_sent,3888.61,3876.65,3906.55,1.5201,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,3854.82,3891.62,3838.01,3863.69,HH_HL,7,0.28,11.54,PERIOD_M15,3854.82,3891.62,3876.92,39.95,2.68,3,false,3876.92,3.96,31.77,PERIOD_M5,3885.98,3887.07,1,0.52,154.0,acceptable,100.00,4.05,11.96,1.50,0.0610,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-10,21,38.2-50,3.00ATR+,1,2.00+,winning_trade
2025.10.07 23:30:00,2025.10.08 03:03:10,XAUUSD,LONG,0.05,3982.73,3996.12,8,9,0.0,-4.17,62.78,62.78,10033.22,tp 3996.07,213.17,2025.10.07 23:30:00,2025.10.08 03:00:00,2025-10,2025-10-01,2025-10-31,2025 comparison sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_10_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_10_thirdwave_wave_audit_A_regime_all_5m_wave_audit,4,2025.10.07 23:29:59,order_sent,3982.73,3973.84,3996.07,1.5062,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,3961.79,3991.01,3940.88,3976.96,HH_HL,5,9.94,13.71,PERIOD_M15,3961.79,3991.01,3974.09,57.91,3.37,9,false,3974.09,4.02,29.57,PERIOD_M5,3982.40,3982.94,1,0.10,21.0,early,100.00,4.13,8.89,1.50,0.0883,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-10,23,50-61.8,3.00ATR+,1,2.00+,winning_trade
2025.10.08 11:05:00,2025.10.08 12:02:44,USDJPY,LONG,0.32,152.469,152.825,10,11,0.0,0.0,74.54,74.54,10107.76,tp 152.825,57.73,2025.10.08 11:05:00,2025.10.08 12:00:00,2025-10,2025-10-01,2025-10-31,2025 comparison sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_10_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_10_thirdwave_wave_audit_A_regime_all_5m_wave_audit,5,2025.10.08 11:04:59,order_sent,152.469,152.232,152.825,1.5021,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,151.732,152.638,150.726,152.035,HH_HL,10,0.236,0.240,PERIOD_M15,151.732,152.638,152.247,43.16,3.08,8,false,152.247,2.72,24.50,PERIOD_M5,152.519,152.535,1,0.81,66.0,unclear,100.00,2.90,0.237,1.50,0.1837,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-10,11,38.2-50,2.00-3.00ATR,1,2.00+,winning_trade
2025.10.09 13:40:00,2025.10.09 14:00:24,XAUUSD,LONG,0.09,4039.07,4046.69,18,19,0.0,0.0,68.58,68.58,10027.42,tp 4046.66,20.4,2025.10.09 13:40:00,2025.10.09 14:00:00,2025-10,2025-10-01,2025-10-31,2025 comparison sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_10_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_10_thirdwave_wave_audit_A_regime_all_5m_wave_audit,9,2025.10.09 13:39:58,order_sent,4039.07,4034.01,4046.66,1.5059,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,4022.73,4043.69,4002.60,4036.36,HH_HL,5,6.72,16.18,PERIOD_M15,4022.73,4043.69,4034.23,45.13,2.17,4,false,4034.23,2.23,23.09,PERIOD_M5,4039.35,4039.60,1,0.24,53.0,early,100.00,2.34,5.06,1.50,0.0831,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-10,13,38.2-50,2.00-3.00ATR,1,2.00+,winning_trade
2025.10.13 07:45:00,2025.10.13 13:50:56,XAUUSD,LONG,0.03,4057.71,4082.39,23,25,0.0,0.0,74.04,74.04,10005.04,tp 4082.39,365.93,2025.10.13 07:45:00,2025.10.13 13:50:00,2025-10,2025-10-01,2025-10-31,2025 comparison sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_10_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_10_thirdwave_wave_audit_A_regime_all_5m_wave_audit,12,2025.10.13 07:44:59,order_sent,4057.71,4041.26,4082.39,1.5003,REGIME_TREND_UP,server_00_07,300,all_score_passing,PERIOD_H1,3975.11,4059.94,3970.70,4022.81,HH_HL,10,1.25,24.25,PERIOD_M15,3975.11,4059.94,4041.66,21.55,2.28,7,false,4041.66,5.27,18.92,PERIOD_M5,4057.12,4058.38,1,0.22,67.0,early,100.00,5.41,16.45,1.50,0.0953,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-10,07,18-25,3.00ATR+,1,2.00+,winning_trade
2025.02.05 19:10:00,2025.02.05 21:05:10,XAUUSD,LONG,0.04,2875.11,2862.84,4,5,0.0,0.0,-49.08,-49.08,10025.86,sl 2862.84,115.17,2025.02.05 19:10:00,2025.02.05 21:05:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,2,2025.02.05 19:09:59,order_sent,2875.11,2862.84,2893.52,-1.0,REGIME_TREND_UP,server_16_23,300,all_score_passing,PERIOD_H1,2858.55,2877.00,2839.74,2844.94,HH_HL,7,7.10,8.47,PERIOD_M15,2858.55,2877.00,2863.13,75.18,2.38,3,false,2863.13,3.62,64.93,PERIOD_M5,2871.53,2876.19,1,0.33,108.0,acceptable,100.00,3.70,12.27,1.50,0.0543,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,19,75-90,3.00ATR+,1,2.00+,losing_trade
2025.02.07 18:35:00,2025.02.07 19:16:47,USDJPY,SHORT,0.11,151.126,151.775,6,7,0.0,0.0,-47.04,-47.04,9978.82,sl 151.771,41.78,2025.02.07 18:35:00,2025.02.07 19:15:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,3,2025.02.07 18:34:59,order_sent,151.126,151.771,150.159,-1.0062,REGIME_TREND_DOWN,server_16_23,300,all_score_passing,PERIOD_H1,150.948,152.367,151.231,152.885,LL_LH,16,-0.105,0.317,PERIOD_M15,152.367,150.948,151.755,56.87,2.68,4,false,151.755,3.84,44.33,PERIOD_M5,151.266,151.195,1,0.42,69.0,acceptable,100.00,3.93,0.645,1.50,0.0976,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,18,50-61.8,3.00ATR+,1,2.00+,losing_trade
2025.02.11 08:10:00,2025.02.11 09:02:07,XAUUSD,LONG,0.03,2928.46,2914.74,14,15,0.0,0.0,-41.16,-41.16,10142.08,sl 2914.76,52.12,2025.02.11 08:10:00,2025.02.11 09:00:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,7,2025.02.11 08:09:59,order_sent,2928.46,2914.76,2949.01,-1.0015,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,2906.06,2942.66,2896.65,2911.71,HH_HL,4,6.34,10.57,PERIOD_M15,2906.06,2942.66,2915.11,75.27,3.98,5,false,2915.11,6.55,36.48,PERIOD_M5,2919.75,2927.04,1,0.70,142.0,unclear,100.00,6.72,13.70,1.50,0.0883,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,08,75-90,3.00ATR+,1,2.00+,losing_trade
2025.02.20 09:45:00,2025.02.20 14:23:34,XAUUSD,LONG,0.1,2948.7,2943.67,22,23,0.0,0.0,-50.3,-50.3,10317.15,sl 2943.68,278.57,2025.02.20 09:45:00,2025.02.20 14:20:00,2025-02,2025-02-01,2025-02-28,2025 losing-period sample,ThirdWave_regime_BOTH_all_5m_wave_audit,2025_02_thirdwave_wave_audit,A,ExpectedValue_MultiCurrency_ScoreScanner_2025_02_thirdwave_wave_audit_A_regime_all_5m_wave_audit,11,2025.02.20 09:44:59,order_sent,2948.70,2943.68,2956.23,-1.002,REGIME_TREND_UP,server_08_15,300,all_score_passing,PERIOD_H1,2933.93,2946.87,2918.54,2939.69,HH_HL,20,4.46,6.22,PERIOD_M15,2933.93,2946.87,2943.86,23.26,1.21,4,false,2943.86,2.94,37.40,PERIOD_M5,2949.18,2951.78,1,1.87,308.0,late,75.00,3.05,5.02,1.50,0.1095,,,chasing_entry,entry_or_sl_stretched,DowFractal_ThirdWave_Regime,2025-02,09,18-25,2.00-3.00ATR,1,2.00+,losing_trade
