time,event,symbol,direction,session,entry_selection_mode,scan_interval,strategy_name,label,fail_reason,execution_block_reason,fib_zone,h4_trend_state,h1_counter_trend_state,neckline_break_label,h4_impulse_pass,h4_pullback_zone_pass,h1_counter_trend_pass,neckline_pass,structure_sl_pass,rr_pass,spread_guard_pass,spread_guard_blocked,setup_pass,entry_pass,final_entry_pass,h4_impulse_high,h4_impulse_low,h4_fib_retracement_pct,h4_atr,h1_atr,m15_atr,spread_atr,spread_points,neckline_price,neckline_break_close_price,right_side_level,entry_price,sl,tp,volume,risk_r,rr,bars_since_right_side,distance_neckline_to_entry,distance_neckline_to_entry_atr,distance_right_side_to_entry,distance_right_side_to_entry_atr,sl_points,sl_atr,tp_points,tp_atr,quality_score,retest_confirmation_mode,retest_detected,retest_held,retest_trigger_pass,retest_failed,original_neckline_break_time,retest_detected_time,retest_trigger_time,retest_bars_after_breakout,entry_delay_bars,retest_depth_atr,retest_zone_atr,retest_reclaim_price,retest_distance_from_neckline_atr,false_break_return_inside_neckline,retest_quality,retest_failure_reason,breakout_quality_router_mode,breakout_quality_label,breakout_quality_reason,breakout_quality_pass,breakout_strong,breakout_weak,breakout_dirty,breakout_close_distance_from_neckline_atr,breakout_close_distance_from_neckline_points,breakout_body_ratio,breakout_body_atr,breakout_range_atr,breakout_directional_wick_ratio,breakout_close_position_directional,neckline_touch_count,context_quality_router_mode,context_quality_label,context_quality_reason,context_quality_score,context_clean,context_mixed,context_poor
2024.01.01 00:00:00,blocked_candidate,GBPUSD,SHORT,server_00_07,all_score_passing,300,Nested_NWave_ContextQualityRouterV3,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,1.28270,1.26994,48.67,0.00418,0.00268,0.00090,0.1559,14.0,1.27327,0.00000,1.27552,1.27300,0.00000,0.00000,0.00,0.00000,0.00,6,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break,true,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,true,not_evaluated,,0.00,false,false,false
2024.01.02 00:00:00,blocked_candidate,GBPUSD,SHORT,server_00_07,all_score_passing,300,Nested_NWave_ContextQualityRouterV3,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,1.28270,1.26994,48.67,0.00418,0.00268,0.00090,0.1559,14.0,1.27327,0.00000,1.27552,1.27300,0.00000,0.00000,0.00,0.00000,0.00,6,0.00000,0.00,0.00000,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00000,0.00,false,not_applicable,no_retest_confirmation_break,true,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,true,not_evaluated,,0.00,false,false,false
2024.01.02 16:00:00,blocked_candidate,AUDJPY,SHORT,server_16_23,all_score_passing,300,Nested_NWave_ContextQualityRouterV3,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,neckline_break_late,true,true,true,true,false,false,true,false,true,false,false,96.893,95.863,49.03,0.417,0.162,0.077,0.1811,14.0,96.375,96.368,96.564,96.366,96.578,0.000,0.00,0.212,0.00,6,0.009,0.12,0.198,2.56,212.0,2.74,0.0,0.00,76.02,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,0.09,7.0,0.56,0.48,0.85,0.32,0.12,4,true,not_evaluated,,0.00,false,false,false
2024.01.02 16:00:00,blocked_candidate,XAUUSD,SHORT,server_16_23,all_score_passing,300,Nested_NWave_ContextQualityRouterV3,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_after_break,true,true,true,true,false,false,true,false,true,false,false,2074.73,2058.20,47.79,9.09,4.38,2.99,0.0602,18.0,2071.81,2066.10,2076.50,2066.18,2076.68,0.00,0.00,10.50,0.00,13,5.63,1.88,10.32,3.45,1050.0,3.51,0.0,0.00,5.08,false,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,1.91,571.0,0.74,1.21,1.63,0.25,0.75,2,true,not_evaluated,,0.00,false,false,false
2024.01.02 16:15:00,blocked_candidate,AUDJPY,SHORT,server_16_23,all_score_passing,300,Nested_NWave_ContextQualityRouterV3,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_after_break,true,true,true,true,false,false,false,true,true,false,false,96.893,95.863,49.03,0.417,0.162,0.082,0.2207,18.0,96.375,96.250,96.564,96.252,96.582,0.000,0.00,0.330,0.00,7,0.123,1.51,0.312,3.82,330.0,4.05,0.0,0.00,22.32,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,1.53,125.0,0.82,1.42,1.74,0.07,0.93,5,true,not_evaluated,,0.00,false,false,false
2024.01.02 16:15:00,blocked_candidate,XAUUSD,SHORT,server_16_23,all_score_passing,300,Nested_NWave_ContextQualityRouterV3,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,2074.73,2058.20,47.79,9.09,4.38,3.04,0.0593,18.0,2064.86,0.00,2071.04,2065.30,0.00,0.00,0.00,0.00,0.00,3,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break,true,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,true,not_evaluated,,0.00,false,false,false
2024.01.02 16:30:00,blocked_candidate,AUDJPY,SHORT,server_16_23,all_score_passing,300,Nested_NWave_ContextQualityRouterV3,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_after_break,true,true,true,true,false,false,true,false,true,false,false,96.893,95.863,49.03,0.417,0.162,0.086,0.1856,16.0,96.375,96.163,96.564,96.165,96.580,0.000,0.00,0.415,0.00,8,0.210,2.44,0.399,4.63,415.0,4.81,0.0,0.00,9.19,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,2.46,212.0,0.75,1.03,1.37,0.21,0.79,6,true,not_evaluated,,0.00,false,false,false
2024.01.02 16:30:00,blocked_candidate,XAUUSD,SHORT,server_16_23,all_score_passing,300,Nested_NWave_ContextQualityRouterV3,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,2074.73,2058.20,47.79,9.09,4.38,3.19,0.0565,18.0,2064.86,0.00,2071.04,2065.66,0.00,0.00,0.00,0.00,0.00,4,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break,true,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,true,not_evaluated,,0.00,false,false,false
2024.01.02 16:45:00,blocked_candidate,AUDJPY,SHORT,server_16_23,all_score_passing,300,Nested_NWave_ContextQualityRouterV3,sl_too_wide,sl_too_wide,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,chasing_after_break,true,true,true,true,false,false,false,true,true,false,false,96.893,95.863,49.03,0.417,0.162,0.088,0.2044,18.0,96.294,96.150,96.382,96.161,96.400,0.000,0.00,0.239,0.00,3,0.133,1.51,0.221,2.51,239.0,2.71,0.0,0.00,26.30,false,false,false,false,false,,,,0,0,0.00,0.00,0.000,0.00,false,not_applicable,,true,unclassified,,false,false,false,false,1.64,144.0,0.12,0.17,1.39,0.40,0.60,3,true,not_evaluated,,0.00,false,false,false
2024.01.02 16:45:00,blocked_candidate,XAUUSD,SHORT,server_16_23,all_score_passing,300,Nested_NWave_ContextQualityRouterV3,h1_counter_trend_nwave,no_retest_confirmation_break,,valid_h4_pullback_zone,bearish_nwave,bullish_counter_nwave,retest_confirmation_wait,true,true,true,false,false,false,true,false,true,false,false,2074.73,2058.20,47.79,9.09,4.38,3.55,0.0394,14.0,2064.86,0.00,2071.04,2066.59,0.00,0.00,0.00,0.00,0.00,5,0.00,0.00,0.00,0.00,0.0,0.00,0.0,0.00,0.00,true,false,false,false,false,,,,0,0,0.00,0.00,0.00,0.00,false,not_applicable,no_retest_confirmation_break,true,unclassified,,false,false,false,false,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0,true,not_evaluated,,0.00,false,false,false
