time,symbol,direction,higher_tf_trend,mid_tf_pullback_status,lower_tf_reversal_status,setup_pass,entry_pass,final_entry_pass,skip_reason,structure_stage_fail_reason,execution_block_reason,higher_tf_trend_pass,mid_tf_pullback_pass,lower_tf_reversal_pass,structure_sl_pass,rr_pass,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,entry_price,sl,tp,risk_r,rr,swing_high,swing_low,structure_sl_source,strategy_name
2024.01.02 01:05:00,EURUSD,SHORT,down,valid_lower_high,minor_low_broken,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.6594,0.2000,false,true,13.0,0.00020,1.10402,1.10516,0.00000,0.00114,0.00,1.10503,1.10335,mid_fractal_high,DowFractal_ThirdWave
2024.01.02 01:10:00,EURJPY,SHORT,down,valid_lower_high,minor_low_broken,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.3260,0.2000,false,true,20.0,0.061,155.474,155.829,0.000,0.355,0.00,155.809,155.500,mid_fractal_high,DowFractal_ThirdWave
2024.01.02 01:10:00,EURUSD,SHORT,down,valid_lower_high,minor_low_broken,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.6562,0.2000,false,true,12.0,0.00018,1.10400,1.10515,0.00000,0.00115,0.00,1.10503,1.10335,mid_fractal_high,DowFractal_ThirdWave
2024.01.02 01:15:00,EURUSD,SHORT,down,valid_lower_high,minor_low_broken,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.7299,0.2000,false,true,11.0,0.00015,1.10379,1.10514,0.00000,0.00135,0.00,1.10503,1.10335,mid_fractal_high,DowFractal_ThirdWave
2024.01.02 01:20:00,EURUSD,SHORT,down,valid_lower_high,minor_low_broken,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.9633,0.2000,false,true,15.0,0.00016,1.10367,1.10518,0.00000,0.00151,0.00,1.10503,1.10335,mid_fractal_high,DowFractal_ThirdWave
2024.01.02 02:25:00,EURUSD,SHORT,down,valid_lower_high,minor_low_broken,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.8280,0.2000,false,true,11.0,0.00013,1.10341,1.10450,0.00000,0.00109,0.00,1.10439,1.10335,mid_fractal_high,DowFractal_ThirdWave
2024.01.02 02:30:00,EURUSD,SHORT,down,valid_lower_high,minor_low_broken,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,1.0710,0.2000,false,true,14.0,0.00013,1.10340,1.10453,0.00000,0.00113,0.00,1.10439,1.10335,mid_fractal_high,DowFractal_ThirdWave
2024.01.02 03:00:00,AUDJPY,SHORT,down,valid_lower_high,minor_low_broken,true,false,false,spread_guard,,spread_guard,true,true,true,true,true,0.3748,0.2000,false,true,17.0,0.045,96.167,96.281,95.996,0.114,1.50,96.264,95.863,mid_fractal_high,DowFractal_ThirdWave
2024.01.02 04:00:00,EURUSD,SHORT,down,valid_lower_high,minor_low_broken,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.4556,0.2000,false,true,11.0,0.00024,1.10344,1.10438,0.00000,0.00094,0.00,1.10427,1.10335,mid_fractal_high,DowFractal_ThirdWave
2024.01.02 04:10:00,EURUSD,SHORT,down,valid_lower_high,minor_low_broken,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.4151,0.2000,false,true,11.0,0.00027,1.10321,1.10438,0.00000,0.00117,0.00,1.10427,1.10335,mid_fractal_high,DowFractal_ThirdWave
