time,symbol,direction,higher_tf_trend,mid_tf_pullback_status,lower_tf_reversal_status,setup_pass,entry_pass,final_entry_pass,skip_reason,structure_stage_fail_reason,execution_block_reason,higher_tf_trend_pass,mid_tf_pullback_pass,lower_tf_reversal_pass,structure_sl_pass,rr_pass,spread_atr,max_spread_atr,spread_guard_pass,spread_guard_blocked,spread_points,atr_value,entry_price,sl,tp,risk_r,rr,swing_high,swing_low,structure_sl_source,strategy_name
2026.01.02 03:04:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0432,0.2000,true,false,19.0,4.40,4348.20,4341.04,4358.94,7.16,1.50,4353.44,4341.47,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 03:04:59,XAUUSD,LONG,up,valid_higher_low,minor_high_reclaimed,true,true,true,,,,true,true,true,true,true,0.0432,0.2000,true,false,19.0,4.40,4348.20,4341.04,4358.94,7.16,1.50,4353.44,4341.47,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 03:49:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.6812,0.2000,false,true,38.0,0.056,211.250,210.965,0.000,0.285,0.00,211.336,211.003,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 03:54:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.6909,0.2000,false,true,38.0,0.055,211.272,210.965,0.000,0.307,0.00,211.336,211.003,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 03:59:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.6717,0.2000,false,true,38.0,0.057,211.281,210.965,0.000,0.316,0.00,211.336,211.003,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 04:04:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.6821,0.2000,false,true,38.0,0.056,211.294,210.965,0.000,0.329,0.00,211.336,211.003,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 04:09:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.7084,0.2000,false,true,38.0,0.054,211.306,210.965,0.000,0.341,0.00,211.336,211.003,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 04:14:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,0.7189,0.2000,false,true,38.0,0.053,211.297,210.965,0.000,0.332,0.00,211.336,211.003,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 04:59:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,1.2271,0.2000,false,true,44.0,0.036,211.358,210.959,0.000,0.399,0.00,211.336,211.003,mid_fractal_low,DowFractal_ThirdWave
2026.01.02 05:04:59,GBPJPY,LONG,up,valid_higher_low,minor_high_reclaimed,true,false,false,sl_too_wide,sl_too_wide,,true,true,true,false,false,1.0683,0.2000,false,true,38.0,0.036,211.354,210.965,0.000,0.389,0.00,211.336,211.003,mid_fractal_low,DowFractal_ThirdWave
