decision_seconds,horizon_seconds,feature_set,model_family,rows,coverage,chosen_mean,chosen_125x_mean,ci_low,ci_high,commission_status,formal_net
60,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,529,0.13043478260869565,-0.0950871861736354,-0.12714517278774376,-0.20436919669334508,0.020035789600513332,INCOMPLETE_NOT_IMPUTED_ZERO,
60,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,529,0.03969754253308128,-0.08615607573590986,-0.09603371736358103,-0.18300437964021418,-0.010270551355529609,INCOMPLETE_NOT_IMPUTED_ZERO,
60,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,529,0.15311909262759923,-0.19800669173641722,-0.2357357738829189,-0.3693603145899037,-0.04126926970093901,INCOMPLETE_NOT_IMPUTED_ZERO,
60,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,529,0.05103969754253308,-0.127202768087625,-0.13972929018794916,-0.23163559018988525,-0.020376594796504822,INCOMPLETE_NOT_IMPUTED_ZERO,
60,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,528,0.3787878787878788,-0.3017827174138634,-0.3960194632035259,-0.4542531816428327,-0.1200529265080109,INCOMPLETE_NOT_IMPUTED_ZERO,
60,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,528,0.045454545454545456,0.06283190647455732,0.051843124496029944,-0.02442039961085476,0.15462968409570493,INCOMPLETE_NOT_IMPUTED_ZERO,
60,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,528,0.3731060606060606,-0.4520848415934517,-0.5450200605484874,-0.7552466577257622,-0.19264176203637398,INCOMPLETE_NOT_IMPUTED_ZERO,
60,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,528,0.056818181818181816,0.02515676439088123,0.011414852959838498,-0.05782325239190502,0.11339285860882059,INCOMPLETE_NOT_IMPUTED_ZERO,
60,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,519,0.6339113680154143,-0.334183690884396,-0.4925858675846155,-0.7407796590978581,0.06109298515261859,INCOMPLETE_NOT_IMPUTED_ZERO,
60,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,519,0.11753371868978806,-0.2255259263196541,-0.25458012943906616,-0.42479848352933836,-0.018636674438000503,INCOMPLETE_NOT_IMPUTED_ZERO,
60,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,519,0.6551059730250481,-0.47864004647705344,-0.6420470658136758,-0.8699593659951547,-0.08023514045113496,INCOMPLETE_NOT_IMPUTED_ZERO,
60,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,519,0.13102119460500963,-0.19429426260767338,-0.22660628503313424,-0.411831906405986,0.02355685922314801,INCOMPLETE_NOT_IMPUTED_ZERO,
120,300,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,520,0.04038461538461539,-0.002918680229241591,-0.012756506789884594,-0.09606590518395036,0.07085437220885489,INCOMPLETE_NOT_IMPUTED_ZERO,
120,300,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,520,0.03076923076923077,-0.0038783568310844594,-0.01164993401214649,-0.056668732226203784,0.04154917983962002,INCOMPLETE_NOT_IMPUTED_ZERO,
120,300,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,520,0.051923076923076926,-0.06324263147413009,-0.0759049497791442,-0.20955993900492018,0.06745231709672542,INCOMPLETE_NOT_IMPUTED_ZERO,
120,300,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,520,0.032692307692307694,-0.013870553496053832,-0.02209985650249954,-0.06220093826457981,0.021502317979045383,INCOMPLETE_NOT_IMPUTED_ZERO,
120,600,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,507,0.20512820512820512,-0.17195646942674653,-0.22341657011520902,-0.32738636320035824,0.005428381032221314,INCOMPLETE_NOT_IMPUTED_ZERO,
120,600,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,507,0.021696252465483234,0.015821837011611266,0.010225736238204138,-0.08910049816693535,0.10657507695478899,INCOMPLETE_NOT_IMPUTED_ZERO,
120,600,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,507,0.23668639053254437,-0.10473226288525395,-0.1637940910315147,-0.2880072961972382,0.10901538005754527,INCOMPLETE_NOT_IMPUTED_ZERO,
120,600,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,507,0.03550295857988166,0.05699976201596357,0.04813621110011139,-0.020444237153422924,0.12725649397425182,INCOMPLETE_NOT_IMPUTED_ZERO,
120,900,CONTEXT_ONLY,ELASTIC_NET_REGRESSION,513,0.32943469785575047,-0.42697806723783743,-0.5093418836676963,-0.7243131593259061,-0.18457951630056293,INCOMPLETE_NOT_IMPUTED_ZERO,
120,900,CONTEXT_ONLY,SHALLOW_GRADIENT_BOOSTING,513,0.09941520467836257,-0.17427610288081996,-0.1990671314582537,-0.33682621478289654,0.003214444933053823,INCOMPLETE_NOT_IMPUTED_ZERO,
120,900,CONTEXT_PLUS_SHOCK,ELASTIC_NET_REGRESSION,513,0.34307992202729043,-0.5253899301542153,-0.6109876561878453,-0.8102007771465167,-0.2611169211437537,INCOMPLETE_NOT_IMPUTED_ZERO,
120,900,CONTEXT_PLUS_SHOCK,SHALLOW_GRADIENT_BOOSTING,513,0.1189083820662768,-0.18342113415830497,-0.21302194247595382,-0.31334790202949636,-0.026659116324829018,INCOMPLETE_NOT_IMPUTED_ZERO,
