time,event,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_price,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,obstacle_block_reason,obstacle_count_before_target,hard_obstacle_count_before_target,soft_obstacle_count_before_target,target_reward_multiple,target_price,entry_price,stop_loss_price,initial_risk_price_distance,take_profit,reward_r,atr,spread_points,score,result_r,failure_type,session_invalidated,invalidation_reason,reason
2025.01.02 03:15:00,signal,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.02 03:00:00,3,0,9,tokyo,2025.01.02 00:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,157.52500000,PERIOD_M15,NONE,false,H4_SHORT_confirmed_break_below_swing_low|H1_NONE_no_confirmed_wave3_break,true,157.58700000,157.54333333,157.76400000,pre_session_high,0.20100000,0.5759,session_high|opening_range_high|neckline_level,157.58700000,false,true,true,false,not_blocked,5,3,2,1.50,158.08600000,157.56300000,157.21400000,0.34900000,158.08600000,1.499,0.12671429,16.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.02 03:15:00,order_sent,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.02 03:00:00,3,0,9,tokyo,2025.01.02 00:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,157.52500000,PERIOD_M15,NONE,false,H4_SHORT_confirmed_break_below_swing_low|H1_NONE_no_confirmed_wave3_break,true,157.58700000,157.54333333,157.76400000,pre_session_high,0.20100000,0.5759,session_high|opening_range_high|neckline_level,157.58700000,false,true,true,false,not_blocked,5,3,2,1.50,158.08600000,157.56300000,157.21400000,0.34900000,158.08600000,1.499,0.12671429,16.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.02 03:15:00,signal,session_reversal_pullback_all_symbols_first120,EURJPY,LONG,2025.01.02 03:00:00,3,0,9,tokyo,2025.01.02 00:00,0,first_120min,true,true,3,EURJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,162.94900000,PERIOD_M15,NONE,false,H4_NONE_break_below_without_lower_pullback|H1_NONE_no_confirmed_wave3_break,true,163.08885714,162.96175000,163.08885714,recent_equal_highs,0.00985714,0.0250,session_high|opening_range_high|neckline_level,163.10100000,false,true,true,false,not_blocked,6,3,3,1.50,163.66900000,163.07900000,162.68500000,0.39400000,163.66900000,1.497,0.16978571,30.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.02 03:15:00,order_sent,session_reversal_pullback_all_symbols_first120,EURJPY,LONG,2025.01.02 03:00:00,3,0,9,tokyo,2025.01.02 00:00,0,first_120min,true,true,3,EURJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,162.94900000,PERIOD_M15,NONE,false,H4_NONE_break_below_without_lower_pullback|H1_NONE_no_confirmed_wave3_break,true,163.08885714,162.96175000,163.08885714,recent_equal_highs,0.00985714,0.0250,session_high|opening_range_high|neckline_level,163.10100000,false,true,true,false,not_blocked,6,3,3,1.50,163.66900000,163.07900000,162.68500000,0.39400000,163.66900000,1.497,0.16978571,30.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.02 03:15:00,signal,session_reversal_pullback_all_symbols_first120,GBPJPY,LONG,2025.01.02 03:00:00,3,0,9,tokyo,2025.01.02 00:00,0,first_120min,true,true,3,GBPJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,197.02300000,PERIOD_M15,NONE,false,H4_NONE_break_below_without_lower_pullback|H1_NONE_no_confirmed_wave3_break,true,197.19600000,197.17400000,197.19600000,h4_confirmed_swing_low,0.00400000,0.0075,session_high|opening_range_high|neckline_level,197.22400000,false,true,true,false,not_blocked,4,2,2,1.50,197.98900000,197.19200000,196.66000000,0.53200000,197.98900000,1.498,0.18692857,38.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.02 03:15:00,blocked,session_reversal_pullback_all_symbols_first120,GBPJPY,LONG,2025.01.02 03:00:00,3,0,9,tokyo,2025.01.02 00:00,0,first_120min,true,true,3,GBPJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,inverse_head_and_shoulders,right_shoulder_entry,197.02300000,PERIOD_M15,NONE,false,H4_NONE_break_below_without_lower_pullback|H1_NONE_no_confirmed_wave3_break,true,197.19600000,197.17400000,197.19600000,h4_confirmed_swing_low,0.00400000,0.0075,session_high|opening_range_high|neckline_level,197.22400000,false,true,true,false,not_blocked,4,2,2,1.50,197.98900000,197.19200000,196.66000000,0.53200000,197.98900000,1.498,0.18692857,38.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.02 03:15:00,signal,session_reversal_pullback_all_symbols_first120,AUDJPY,LONG,2025.01.02 03:00:00,3,0,9,tokyo,2025.01.02 00:00,0,first_120min,true,true,3,AUDJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,97.70700000,PERIOD_M15,LONG,false,H4_NONE_break_below_without_lower_pullback|H1_LONG_confirmed_break_above_swing_high,true,97.77000000,97.74100000,97.77000000,h4_confirmed_swing_low,0.01500000,0.0493,session_high|opening_range_high|neckline_level,97.74100000,false,true,true,false,not_blocked,2,1,1,1.50,98.21100000,97.75500000,97.45100000,0.30400000,98.21100000,1.500,0.10142857,28.00,4.700,0.0000,neckline_retest_failed,false,not_invalidated,spread_too_high
2025.01.02 03:15:00,blocked,session_reversal_pullback_all_symbols_first120,AUDJPY,LONG,2025.01.02 03:00:00,3,0,9,tokyo,2025.01.02 00:00,0,first_120min,true,true,3,AUDJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,97.70700000,PERIOD_M15,LONG,false,H4_NONE_break_below_without_lower_pullback|H1_LONG_confirmed_break_above_swing_high,true,97.77000000,97.74100000,97.77000000,h4_confirmed_swing_low,0.01500000,0.0493,session_high|opening_range_high|neckline_level,97.74100000,false,true,true,false,not_blocked,2,1,1,1.50,98.21100000,97.75500000,97.45100000,0.30400000,98.21100000,1.500,0.10142857,28.00,4.700,0.0000,neckline_retest_failed,false,not_invalidated,spread_too_high
2025.01.02 10:15:00,signal,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.02 10:00:00,10,7,16,london,2025.01.02 07:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,sweep_low_reclaim,sweep_reclaim_retest,156.47600000,PERIOD_M15,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_break_below_without_lower_pullback,true,156.74100000,156.66266667,156.74100000,pre_session_high,0.03800000,0.1254,neckline_level,156.47600000,false,true,true,false,not_blocked,5,3,2,1.50,157.15800000,156.70300000,156.40000000,0.30300000,157.15800000,1.502,0.14457143,16.00,3.600,0.0000,sweep_reclaim_failed,false,not_invalidated,
2025.01.02 10:15:00,order_sent,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.02 10:00:00,10,7,16,london,2025.01.02 07:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,sweep_low_reclaim,sweep_reclaim_retest,156.47600000,PERIOD_M15,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_break_below_without_lower_pullback,true,156.74100000,156.66266667,156.74100000,pre_session_high,0.03800000,0.1254,neckline_level,156.47600000,false,true,true,false,not_blocked,5,3,2,1.50,157.15800000,156.70300000,156.40000000,0.30300000,157.15800000,1.502,0.14457143,16.00,3.600,0.0000,sweep_reclaim_failed,false,not_invalidated,
