time,event,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_price,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,obstacle_block_reason,obstacle_count_before_target,hard_obstacle_count_before_target,soft_obstacle_count_before_target,target_reward_multiple,target_price,entry_price,stop_loss_price,initial_risk_price_distance,take_profit,reward_r,atr,spread_points,score,result_r,failure_type,session_invalidated,invalidation_reason,reason
2025.01.02 10:15:00,signal,london_first120_reference,EURJPY,SHORT,2025.01.02 10:00:00,10,7,16,london,2025.01.02 07:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,162.35300000,PERIOD_M5,SHORT,false,H4_NONE_no_confirmed_wave3_break|H1_SHORT_confirmed_break_below_swing_low,true,162.35300000,162.28700000,162.23300000,failed_breakout_level,0.06400000,0.2612,session_low|opening_range_low|neckline_level,162.28700000,false,true,true,false,not_blocked,6,2,4,1.50,161.93000000,162.29700000,162.54200000,0.24500000,161.93000000,1.498,0.16450000,32.00,4.700,0.0000,opposite_break_first,true,opposite_break_first,session_invalidated
2025.01.02 10:15:00,blocked,london_first120_reference,EURJPY,SHORT,2025.01.02 10:00:00,10,7,16,london,2025.01.02 07:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,162.35300000,PERIOD_M5,SHORT,false,H4_NONE_no_confirmed_wave3_break|H1_SHORT_confirmed_break_below_swing_low,true,162.35300000,162.28700000,162.23300000,failed_breakout_level,0.06400000,0.2612,session_low|opening_range_low|neckline_level,162.28700000,false,true,true,false,not_blocked,6,2,4,1.50,161.93000000,162.29700000,162.54200000,0.24500000,161.93000000,1.498,0.16450000,32.00,4.700,0.0000,opposite_break_first,true,opposite_break_first,session_invalidated
2025.01.03 11:00:00,signal,london_first120_reference,EURJPY,LONG,2025.01.03 10:45:00,10,7,16,london,2025.01.03 07:00,45,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,161.71600000,PERIOD_M15,LONG,false,H4_NONE_break_below_without_lower_pullback|H1_LONG_confirmed_break_above_swing_high,true,161.83100000,161.73400000,161.83100000,current_day_high,0.07400000,0.2170,neckline_level,161.71600000,false,true,true,false,not_blocked,5,2,3,1.50,162.26800000,161.75700000,161.41600000,0.34100000,162.26800000,1.499,0.11364286,30.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.03 11:00:00,blocked,london_first120_reference,EURJPY,LONG,2025.01.03 10:45:00,10,7,16,london,2025.01.03 07:00,45,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,161.71600000,PERIOD_M15,LONG,false,H4_NONE_break_below_without_lower_pullback|H1_LONG_confirmed_break_above_swing_high,true,161.83100000,161.73400000,161.83100000,current_day_high,0.07400000,0.2170,neckline_level,161.71600000,false,true,true,false,not_blocked,5,2,3,1.50,162.26800000,161.75700000,161.41600000,0.34100000,162.26800000,1.499,0.11364286,30.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.06 10:15:00,signal,london_first120_reference,GBPUSD,LONG,2025.01.06 10:00:00,10,7,16,london,2025.01.06 07:00,0,first_120min,true,true,3,GBPUSD,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,1.24558000,PERIOD_M5,LONG,false,H4_NONE_no_confirmed_wave3_break|H1_LONG_confirmed_break_above_swing_high,true,1.25000000,1.24639000,0.00000000,none,0.00000000,0.0000,session_high|opening_range_high|neckline_level,1.24639000,true,false,false,false,not_blocked,0,0,0,1.50,1.24923000,1.24659000,1.24483000,0.00176000,1.24923000,1.500,0.00062143,20.00,4.750,0.0000,neckline_retest_failed,false,not_invalidated,spread_too_high
2025.01.06 10:15:00,blocked,london_first120_reference,GBPUSD,LONG,2025.01.06 10:00:00,10,7,16,london,2025.01.06 07:00,0,first_120min,true,true,3,GBPUSD,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,1.24558000,PERIOD_M5,LONG,false,H4_NONE_no_confirmed_wave3_break|H1_LONG_confirmed_break_above_swing_high,true,1.25000000,1.24639000,0.00000000,none,0.00000000,0.0000,session_high|opening_range_high|neckline_level,1.24639000,true,false,false,false,not_blocked,0,0,0,1.50,1.24923000,1.24659000,1.24483000,0.00176000,1.24923000,1.500,0.00062143,20.00,4.750,0.0000,neckline_retest_failed,false,not_invalidated,spread_too_high
2025.01.07 10:15:00,signal,london_first120_reference,EURUSD,LONG,2025.01.07 10:00:00,10,7,16,london,2025.01.07 07:00,0,first_120min,true,true,3,EURUSD,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,1.04094000,PERIOD_M5,LONG,false,H4_NONE_no_confirmed_wave3_break|H1_LONG_confirmed_break_above_swing_high,true,1.04122000,1.04094000,1.04122000,recent_equal_highs,0.00010000,0.0840,neckline_level,1.04094000,false,true,true,false,not_blocked,5,3,2,1.50,1.04291000,1.04112000,1.03993000,0.00119000,1.04291000,1.504,0.00074143,18.00,4.400,0.0000,neckline_retest_failed,false,not_invalidated,spread_too_high
2025.01.07 10:15:00,blocked,london_first120_reference,EURUSD,LONG,2025.01.07 10:00:00,10,7,16,london,2025.01.07 07:00,0,first_120min,true,true,3,EURUSD,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,1.04094000,PERIOD_M5,LONG,false,H4_NONE_no_confirmed_wave3_break|H1_LONG_confirmed_break_above_swing_high,true,1.04122000,1.04094000,1.04122000,recent_equal_highs,0.00010000,0.0840,neckline_level,1.04094000,false,true,true,false,not_blocked,5,3,2,1.50,1.04291000,1.04112000,1.03993000,0.00119000,1.04291000,1.504,0.00074143,18.00,4.400,0.0000,neckline_retest_failed,false,not_invalidated,spread_too_high
2025.01.09 10:15:00,signal,london_first120_reference,EURJPY,SHORT,2025.01.09 10:00:00,10,7,16,london,2025.01.09 07:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,162.83500000,PERIOD_M15,SHORT,false,H4_NONE_no_confirmed_wave3_break|H1_SHORT_confirmed_break_below_swing_low,true,162.83500000,162.82800000,162.82800000,previous_day_low,0.00200000,0.0095,neckline_level,162.83500000,false,true,true,false,not_blocked,9,7,2,1.50,162.51400000,162.83000000,163.04100000,0.21100000,162.51400000,1.498,0.15371429,30.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.09 10:15:00,order_sent,london_first120_reference,EURJPY,SHORT,2025.01.09 10:00:00,10,7,16,london,2025.01.09 07:00,0,first_120min,true,true,3,EURJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,162.83500000,PERIOD_M15,SHORT,false,H4_NONE_no_confirmed_wave3_break|H1_SHORT_confirmed_break_below_swing_low,true,162.83500000,162.82800000,162.82800000,previous_day_low,0.00200000,0.0095,neckline_level,162.83500000,false,true,true,false,not_blocked,9,7,2,1.50,162.51400000,162.83000000,163.04100000,0.21100000,162.51400000,1.498,0.15371429,30.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
