time,event,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,entry_pattern,entry_trigger,neckline_level,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_price,nearest_obstacle_distance_r,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,obstacle_block_reason,obstacle_count_before_target,hard_obstacle_count_before_target,soft_obstacle_count_before_target,target_reward_multiple,target_price,entry_price,stop_loss_price,initial_risk_price_distance,take_profit,reward_r,atr,spread_points,score,result_r,failure_type,session_invalidated,invalidation_reason,reason
2025.01.02 03:15:00,signal,session_reversal_pullback_one_symbol_first60,USDJPY,LONG,2025.01.02 03:00:00,3,0,9,tokyo,2025.01.02 00:00,0,first_60min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,157.52500000,157.58700000,157.54333333,157.58700000,session_high,0.02400000,0.0688,false,true,true,false,not_blocked,7,5,2,1.50,158.08600000,157.56300000,157.21400000,0.34900000,158.08600000,1.499,0.12671429,16.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.02 03:15:00,order_sent,session_reversal_pullback_one_symbol_first60,USDJPY,LONG,2025.01.02 03:00:00,3,0,9,tokyo,2025.01.02 00:00,0,first_60min,true,true,3,USDJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,157.52500000,157.58700000,157.54333333,157.58700000,session_high,0.02400000,0.0688,false,true,true,false,not_blocked,7,5,2,1.50,158.08600000,157.56300000,157.21400000,0.34900000,158.08600000,1.499,0.12671429,16.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.02 16:15:00,signal,session_reversal_pullback_one_symbol_first60,USDJPY,SHORT,2025.01.02 16:00:00,16,13,22,london_newyork_overlap,2025.01.02 13:00,0,first_60min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,157.01200000,157.01200000,156.77900000,156.77900000,session_low,0.23000000,0.9957,false,true,true,false,not_blocked,5,4,1,1.50,156.66200000,157.00900000,157.24000000,0.23100000,156.66200000,1.502,0.17857143,19.00,4.700,0.0000,opposite_break_first,true,opposite_break_first,session_invalidated
2025.01.02 16:15:00,blocked,session_reversal_pullback_one_symbol_first60,USDJPY,SHORT,2025.01.02 16:00:00,16,13,22,london_newyork_overlap,2025.01.02 13:00,0,first_60min,true,true,3,USDJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,157.01200000,157.01200000,156.77900000,156.77900000,session_low,0.23000000,0.9957,false,true,true,false,not_blocked,5,4,1,1.50,156.66200000,157.00900000,157.24000000,0.23100000,156.66200000,1.502,0.17857143,19.00,4.700,0.0000,opposite_break_first,true,opposite_break_first,session_invalidated
2025.01.02 19:15:00,signal,session_reversal_pullback_one_symbol_first60,GBPJPY,LONG,2025.01.02 19:00:00,19,16,1,new_york,2025.01.02 16:00,0,first_60min,true,true,3,GBPJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,194.99300000,195.50000000,195.16600000,195.50000000,round_number,0.31600000,0.3567,false,true,true,false,not_blocked,4,3,1,1.50,196.51300000,195.18400000,194.29800000,0.88600000,196.51300000,1.500,0.31557143,38.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.02 19:15:00,order_sent,session_reversal_pullback_one_symbol_first60,GBPJPY,LONG,2025.01.02 19:00:00,19,16,1,new_york,2025.01.02 16:00,0,first_60min,true,true,3,GBPJPY,highest_score_in_session_bar,inverse_head_and_shoulders,right_shoulder_entry,194.99300000,195.50000000,195.16600000,195.50000000,round_number,0.31600000,0.3567,false,true,true,false,not_blocked,4,3,1,1.50,196.51300000,195.18400000,194.29800000,0.88600000,196.51300000,1.500,0.31557143,38.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,
2025.01.03 03:15:00,signal,session_reversal_pullback_one_symbol_first60,EURJPY,SHORT,2025.01.03 03:00:00,3,0,9,tokyo,2025.01.03 00:00,0,first_60min,true,true,3,EURJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,161.55100000,161.48100000,161.45600000,161.45600000,pre_session_low,0.02300000,0.1429,false,true,true,false,not_blocked,4,3,1,1.50,161.23800000,161.47900000,161.64000000,0.16100000,161.23800000,1.497,0.09171429,30.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.03 03:15:00,blocked,session_reversal_pullback_one_symbol_first60,EURJPY,SHORT,2025.01.03 03:00:00,3,0,9,tokyo,2025.01.03 00:00,0,first_60min,true,true,3,EURJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,161.55100000,161.48100000,161.45600000,161.45600000,pre_session_low,0.02300000,0.1429,false,true,true,false,not_blocked,4,3,1,1.50,161.23800000,161.47900000,161.64000000,0.16100000,161.23800000,1.497,0.09171429,30.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.03 16:15:00,signal,session_reversal_pullback_one_symbol_first60,GBPJPY,SHORT,2025.01.03 16:00:00,16,13,22,london_newyork_overlap,2025.01.03 13:00,0,first_60min,true,true,3,GBPJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,194.96100000,194.91635294,194.82300000,194.82300000,session_low,0.05500000,0.1515,false,true,true,false,not_blocked,7,5,2,1.50,194.33300000,194.87800000,195.24100000,0.36300000,194.33300000,1.501,0.13342857,38.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
2025.01.03 16:15:00,blocked,session_reversal_pullback_one_symbol_first60,GBPJPY,SHORT,2025.01.03 16:00:00,16,13,22,london_newyork_overlap,2025.01.03 13:00,0,first_60min,true,true,3,GBPJPY,highest_score_in_session_bar,head_and_shoulders,right_shoulder_entry,194.96100000,194.91635294,194.82300000,194.82300000,session_low,0.05500000,0.1515,false,true,true,false,not_blocked,7,5,2,1.50,194.33300000,194.87800000,195.24100000,0.36300000,194.33300000,1.501,0.13342857,38.00,4.700,0.0000,no_followthrough_after_retest,false,not_invalidated,spread_too_high
