entry_time,exit_time,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,top_context_tf,structure_tf,primary_entry_tf,secondary_entry_tf,use_secondary_entry_tf,htf_alignment_mode,htf_permission_mode,allowed_direction,top_context_direction_state,structure_direction_state,h4_direction_state,h1_direction_state,rejected_by_htf_permission,candidate_long_detected,candidate_short_detected,selected_candidate_direction,selected_candidate_timeframe,selected_candidate_pattern,primary_best_pattern,primary_best_score,secondary_best_pattern,secondary_best_score,m15_best_pattern,m15_best_score,m5_best_pattern,m5_best_score,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,retest_reference_distance_atr,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,target_reward_multiple,target_price,base_pattern_score,target_room_score,retest_score,fib_source_tf,fib_impulse_high,fib_impulse_low,fib_retrace_ratio,fib_zone,fib_score,fib_required_pass,time_bucket,time_score_removed_flag,candidate_orderable_before_session_selection,rejected_before_selection_reason,session_consumed_reason,final_score,entry,exit,stop_loss,take_profit,risk_price,result_r,initial_stop_loss_price,current_stop_loss_price,break_even_enabled,break_even_triggered,break_even_trigger_type,break_even_trigger_r,break_even_trigger_time,bars_to_break_even,max_favorable_r_before_exit,max_adverse_r_before_exit,exit_type,full_sl_exit,break_even_exit,tp_exit,time_exit,result_r_before_be,result_r_after_be,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,failure_type,session_invalidated,invalidation_reason,exit_reason,position_id,break_even_mode
2025.01.02 19:10:00,2025.01.02 19:10:21,session_reversal_pullback_all_symbols_first120,EURJPY,SHORT,2025.01.02 19:05:00,19,16,1,new_york,2025.01.02 16:00,5,first_120min,true,true,3,EURJPY,all_symbols_symbol_session_one_shot,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,sweep_high_reclaim,sweep_reclaim_retest,161.78900000,PERIOD_M5,ENUM_TIMEFRAMES::60,PERIOD_M30,PERIOD_M5,PERIOD_M5,false,strict_h4_h1_alignment,structure_confirmed_top_not_opposite_pre_filter,short_only,data_unavailable,ordered_dow_wave3_break_below_swing_low,data_unavailable,ordered_dow_wave3_break_below_swing_low,false,false,true,SHORT,PERIOD_M5,sweep_high_reclaim,sweep_high_reclaim,3.400,none,0.000,sweep_high_reclaim,3.400,none,0.000,SHORT,false,ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_SHORT_ordered_dow_wave3_break_below_swing_low,true,161.78750000,161.67900000,161.67900000,session_low,1.1974,neckline_level,161.78900000,0.1095,false,true,true,false,1.50,161.65600000,3.400,0.150,0.200,PERIOD_M30,162.45000000,162.01800000,-0.5741,outside,0.000,true,0-30,true,false,none,order_sent,3.750,161.77000000,161.84600000,161.84600000,161.65600000,0.07600000,-1.0000,161.84600000,161.84600000,false,false,none,0.0000,,-1,0.0000,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-24.59,0.00,0.00,-24.59,0.510,1.500,0,0.17350000,30.00,3.750,sweep_reclaim_failed,false,not_invalidated,DEAL_REASON_SL,2,no_break_even
2025.01.06 16:10:00,2025.01.06 16:15:40,session_reversal_pullback_all_symbols_first120,EURJPY,LONG,2025.01.06 16:05:00,16,13,22,london_newyork_overlap,2025.01.06 13:00,5,first_120min,true,true,3,EURJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,163.13800000,PERIOD_M5,ENUM_TIMEFRAMES::60,PERIOD_M30,PERIOD_M5,PERIOD_M5,false,strict_h4_h1_alignment,structure_confirmed_top_not_opposite_pre_filter,long_only,data_unavailable,structure_trend_bias_dow_trend_up_hh_hl,data_unavailable,structure_trend_bias_dow_trend_up_hh_hl,false,true,false,LONG,PERIOD_M5,double_bottom,double_bottom,4.200,none,0.000,double_bottom,4.200,none,0.000,LONG,false,ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,163.26600000,163.19200000,163.26600000,pre_session_high,0.3213,session_high|opening_range_high|neckline_level,163.19200000,0.0197,false,true,true,false,1.50,163.52700000,4.200,-0.300,0.200,PERIOD_M30,164.01000000,162.48100000,0.5330,preferred_382_618,0.000,true,0-30,true,false,none,order_sent,4.100,163.19500000,162.94200000,162.97400000,163.52700000,0.22100000,-1.1448,162.97400000,162.97400000,false,false,none,0.0000,,-1,0.0000,1.1448,full_sl,true,false,false,false,-1.1448,0.0000,-27.42,0.00,0.00,-27.42,0.170,1.502,1,0.15192857,30.00,4.100,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,4,no_break_even
2025.01.07 03:10:00,2025.01.07 05:10:00,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.07 03:05:00,3,0,9,tokyo,2025.01.07 00:00,5,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_bottom,neckline_break_retest,158.21500000,PERIOD_M5,ENUM_TIMEFRAMES::60,PERIOD_M30,PERIOD_M5,PERIOD_M5,false,strict_h4_h1_alignment,structure_confirmed_top_not_opposite_pre_filter,long_only,data_unavailable,ordered_dow_wave3_break_above_swing_high,data_unavailable,ordered_dow_wave3_break_above_swing_high,false,true,false,LONG,PERIOD_M5,double_bottom,double_bottom,4.200,none,0.000,double_bottom,4.200,none,0.000,LONG,false,ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_LONG_ordered_dow_wave3_break_above_swing_high,true,158.29900000,158.21500000,158.29900000,current_day_high,0.2233,neckline_level,158.21500000,0.3131,false,true,true,false,1.50,158.56200000,4.200,-0.300,0.200,PERIOD_M30,157.65500000,157.53200000,-4.8618,outside,0.000,true,0-30,true,false,none,order_sent,4.100,158.25300000,158.26900000,158.04700000,158.56200000,0.20600000,0.0777,158.04700000,158.04700000,false,false,none,0.0000,,-1,0.0777,0.0000,time,false,false,false,true,0.0777,0.0000,1.92,0.00,0.00,1.92,0.190,1.500,24,0.12135714,21.00,4.100,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,6,no_break_even
2025.01.08 16:10:00,2025.01.08 16:29:07,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.08 16:05:00,16,13,22,london_newyork_overlap,2025.01.08 13:00,5,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,sweep_low_reclaim,sweep_reclaim_retest,158.16900000,PERIOD_M5,ENUM_TIMEFRAMES::60,PERIOD_M30,PERIOD_M5,PERIOD_M5,false,strict_h4_h1_alignment,structure_confirmed_top_not_opposite_pre_filter,long_only,data_unavailable,structure_trend_bias_dow_trend_up_hh_hl,data_unavailable,structure_trend_bias_dow_trend_up_hh_hl,false,true,false,LONG,PERIOD_M5,sweep_low_reclaim,sweep_low_reclaim,3.400,none,0.000,sweep_low_reclaim,3.400,none,0.000,LONG,false,ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,158.30200000,158.22900000,158.30200000,recent_rejection_zone,0.5000,session_high|opening_range_high|neckline_level,158.22700000,0.1121,false,true,true,false,1.50,158.42600000,3.400,-0.300,0.200,PERIOD_M30,158.54400000,157.91900000,0.4864,preferred_382_618,0.000,true,0-30,true,false,none,order_sent,3.300,158.24000000,158.42600000,158.11600000,158.42600000,0.12400000,1.5000,158.11600000,158.11600000,false,false,none,0.0000,,-1,1.5000,0.0000,tp,false,false,true,false,1.5000,0.0000,36.40,0.00,0.00,36.40,0.310,1.500,3,0.11600000,16.00,3.300,other,false,not_invalidated,DEAL_REASON_TP,8,no_break_even
2025.01.10 03:05:00,2025.01.10 03:37:13,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.10 03:00:00,3,0,9,tokyo,2025.01.10 00:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,tokyo=USDJPY|EURJPY|GBPJPY|AUDJPY,double_top,neckline_break_retest,158.00200000,PERIOD_M5,ENUM_TIMEFRAMES::60,PERIOD_M30,PERIOD_M5,PERIOD_M5,false,strict_h4_h1_alignment,structure_confirmed_top_not_opposite_pre_filter,short_only,data_unavailable,ordered_dow_wave3_break_below_swing_low,data_unavailable,ordered_dow_wave3_break_below_swing_low,false,false,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,false,ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_SHORT_ordered_dow_wave3_break_below_swing_low,true,158.00200000,157.99400000,157.99400000,failed_breakout_level,0.0064,neckline_level,158.00200000,0.0870,false,true,true,false,1.50,157.76000000,4.200,-0.300,0.200,PERIOD_M30,158.16100000,158.05000000,-0.4955,outside,0.000,true,0-30,true,false,none,order_sent,4.100,157.99500000,158.15300000,158.15100000,157.76000000,0.15600000,-1.0128,158.15100000,158.15100000,false,false,none,0.0000,,-1,0.0000,1.0128,full_sl,true,false,false,false,-1.0128,0.0000,-24.98,0.00,0.00,-24.98,0.250,1.506,6,0.08050000,16.00,4.100,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,10,no_break_even
2025.01.10 16:25:00,2025.01.10 17:09:53,session_reversal_pullback_all_symbols_first120,USDJPY,SHORT,2025.01.10 16:20:00,16,13,22,london_newyork_overlap,2025.01.10 13:00,20,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,158.47600000,PERIOD_M5,ENUM_TIMEFRAMES::60,PERIOD_M30,PERIOD_M5,PERIOD_M5,false,strict_h4_h1_alignment,structure_confirmed_top_not_opposite_pre_filter,short_only,data_unavailable,structure_trend_bias_dow_trend_down_ll_lh,data_unavailable,structure_trend_bias_dow_trend_down_ll_lh,false,false,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,false,ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_SHORT_structure_trend_bias_dow_trend_down_ll_lh,true,158.39200000,158.32400000,158.16400000,structure_confirmed_swing_high,0.4390,session_low|opening_range_low|neckline_level,158.32400000,0.0434,false,true,true,false,1.50,157.75500000,4.200,-0.300,0.200,PERIOD_M30,158.16400000,157.62000000,1.3107,outside,0.000,true,0-30,true,false,none,order_sent,4.100,158.33300000,157.75200000,158.71800000,157.75500000,0.38500000,1.5091,158.71800000,158.71800000,false,false,none,0.0000,,-1,1.5091,0.0000,tp,false,false,true,false,1.5091,0.0000,36.83,0.00,0.00,36.83,0.100,1.501,8,0.20728571,18.00,4.100,other,false,not_invalidated,DEAL_REASON_TP,12,no_break_even
2025.01.10 19:05:00,2025.01.10 19:43:40,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.10 19:00:00,19,16,1,new_york,2025.01.10 16:00,0,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,157.67400000,PERIOD_M5,ENUM_TIMEFRAMES::60,PERIOD_M30,PERIOD_M5,PERIOD_M5,false,strict_h4_h1_alignment,structure_confirmed_top_not_opposite_pre_filter,long_only,data_unavailable,structure_trend_bias_dow_trend_up_hh_hl,data_unavailable,structure_trend_bias_dow_trend_up_hh_hl,false,true,false,LONG,PERIOD_M5,double_bottom,double_bottom,4.200,none,0.000,double_bottom,4.200,none,0.000,LONG,false,ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,157.86600000,157.76800000,157.86600000,pre_session_high,0.3732,session_high|opening_range_high|neckline_level,157.76800000,0.1675,false,true,true,false,1.50,158.10200000,4.200,-0.300,0.200,PERIOD_M30,158.87100000,157.88700000,1.1006,outside,0.000,true,0-30,true,false,none,order_sent,4.100,157.78800000,157.57900000,157.57900000,158.10200000,0.20900000,-1.0000,157.57900000,157.57900000,false,false,none,0.0000,,-1,0.0000,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-23.87,0.00,0.00,-23.87,0.180,1.502,7,0.11942857,20.00,4.100,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,15,no_break_even
2025.01.10 18:00:00,2025.01.10 20:00:00,session_reversal_pullback_all_symbols_first120,GBPJPY,SHORT,2025.01.10 17:55:00,17,14,23,london_newyork_overlap,2025.01.10 13:00,115,first_120min,false,true,3,GBPJPY,all_symbols_symbol_session_one_shot,london_newyork_overlap=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,192.75100000,PERIOD_M5,ENUM_TIMEFRAMES::60,PERIOD_M30,PERIOD_M5,PERIOD_M5,false,strict_h4_h1_alignment,structure_confirmed_top_not_opposite_pre_filter,short_only,data_unavailable,ordered_dow_wave3_break_below_swing_low,data_unavailable,ordered_dow_wave3_break_below_swing_low,false,false,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,false,ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_SHORT_ordered_dow_wave3_break_below_swing_low,true,192.68600000,192.66100000,192.66100000,current_day_low,0.0268,session_low|opening_range_low|neckline_level,192.66100000,0.0411,false,false,true,false,1.50,192.11200000,4.200,-0.300,0.200,PERIOD_M30,194.67700000,193.67500000,-1.0020,outside,0.000,true,90-120,true,false,none,order_sent,4.100,192.67100000,192.72500000,193.04400000,192.11200000,0.37300000,-0.1448,193.04400000,193.04400000,false,false,none,0.0000,,-1,0.0000,0.1448,time,false,false,false,true,-0.1448,0.0000,-3.43,0.00,0.00,-3.43,0.100,1.499,24,0.24314286,38.00,4.100,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,14,no_break_even
2025.01.14 19:10:00,2025.01.14 21:10:00,session_reversal_pullback_all_symbols_first120,USDJPY,LONG,2025.01.14 19:05:00,19,16,1,new_york,2025.01.14 16:00,5,first_120min,true,true,3,USDJPY,all_symbols_symbol_session_one_shot,new_york=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,neckline_break_retest,158.02500000,PERIOD_M5,ENUM_TIMEFRAMES::60,PERIOD_M30,PERIOD_M5,PERIOD_M5,false,strict_h4_h1_alignment,structure_confirmed_top_not_opposite_pre_filter,long_only,data_unavailable,structure_trend_bias_dow_trend_up_hh_hl,data_unavailable,structure_trend_bias_dow_trend_up_hh_hl,false,true,false,LONG,PERIOD_M5,inverse_head_and_shoulders,inverse_head_and_shoulders,4.500,none,0.000,inverse_head_and_shoulders,4.500,none,0.000,LONG,false,ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_LONG_structure_trend_bias_dow_trend_up_hh_hl,true,158.07000000,158.05600000,158.07000000,pre_session_high,0.0216,session_high|opening_range_high|neckline_level,158.05600000,0.0936,false,true,true,false,1.50,158.41200000,4.500,-0.300,0.200,PERIOD_M30,158.12300000,157.40200000,0.0804,outside,0.000,true,0-30,true,false,none,order_sent,4.400,158.06500000,158.03400000,157.83400000,158.41200000,0.23100000,-0.1342,157.83400000,157.83400000,false,false,none,0.0000,,-1,0.0000,0.1342,time,false,false,false,true,-0.1342,0.0000,-3.33,0.00,0.00,-3.33,0.170,1.502,24,0.09614286,19.00,4.400,neckline_retest_failed,false,not_invalidated,DEAL_REASON_EXPERT,18,no_break_even
2025.01.15 10:05:00,2025.01.15 11:13:08,session_reversal_pullback_all_symbols_first120,GBPJPY,SHORT,2025.01.15 10:00:00,10,7,16,london,2025.01.15 07:00,0,first_120min,true,true,3,GBPJPY,all_symbols_symbol_session_one_shot,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,191.93700000,PERIOD_M5,ENUM_TIMEFRAMES::60,PERIOD_M30,PERIOD_M5,PERIOD_M5,false,strict_h4_h1_alignment,structure_confirmed_top_not_opposite_pre_filter,short_only,data_unavailable,ordered_dow_wave3_break_below_swing_low,data_unavailable,ordered_dow_wave3_break_below_swing_low,false,false,true,SHORT,PERIOD_M5,double_top,double_top,4.200,none,0.000,double_top,4.200,none,0.000,SHORT,false,ENUM_TIMEFRAMES::60_NONE_data_unavailable|PERIOD_M30_SHORT_ordered_dow_wave3_break_below_swing_low,true,191.84800000,191.76500000,191.76500000,session_low,0.3624,neckline_level,191.93700000,0.3768,false,true,false,false,1.50,191.51600000,4.200,-0.300,0.200,PERIOD_M30,192.70000000,192.54500000,-4.5226,outside,0.000,true,0-30,true,false,none,order_sent,4.100,191.84400000,191.51500000,192.06200000,191.51600000,0.21800000,1.5092,192.06200000,192.06200000,false,false,none,0.0000,,-1,1.5092,0.0000,tp,false,false,true,false,1.5092,0.0000,37.47,0.00,0.00,37.47,0.180,1.505,13,0.24678571,38.00,4.100,other,false,not_invalidated,DEAL_REASON_TP,20,no_break_even
