entry_time,exit_time,strategy,symbol,direction,server_time,server_hour,utc_hour,jst_hour,session_label,session_start_utc,minutes_from_session_start,trade_window_label,is_within_first_60min,is_within_first_120min,broker_utc_offset_used,selected_symbol_for_session,selected_reason,session_candidate_symbol_map,entry_pattern,entry_trigger,neckline_level,ltf_wave3_timeframe,htf_alignment_mode,htf_permission_mode,allowed_direction,h4_direction_state,h1_direction_state,rejected_by_htf_permission,candidate_long_detected,candidate_short_detected,selected_candidate_direction,selected_candidate_timeframe,m15_best_pattern,m15_best_score,m5_best_pattern,m5_best_score,htf_wave3_direction,htf_wave3_confirmed,htf_fractal_alignment,wave3_alignment_passed,htf_nearest_resistance,htf_nearest_support,nearest_obstacle_price,nearest_obstacle_type,nearest_obstacle_distance_r,retest_reference_type,retest_reference_price,retest_reference_distance_atr,clean_path_to_target,hard_obstacle_present_before_target,soft_obstacle_present_before_target,obstacle_blocked,target_reward_multiple,target_price,target_room_score,retest_score,time_bucket,time_score_removed_flag,candidate_orderable_before_session_selection,rejected_before_selection_reason,session_consumed_reason,final_score,entry,exit,stop_loss,take_profit,risk_price,result_r,initial_stop_loss_price,current_stop_loss_price,break_even_enabled,break_even_triggered,break_even_trigger_type,break_even_trigger_r,break_even_trigger_time,bars_to_break_even,max_favorable_r_before_exit,max_adverse_r_before_exit,exit_type,full_sl_exit,break_even_exit,tp_exit,time_exit,result_r_before_be,result_r_after_be,profit,commission,swap,net_profit,volume,reward_r,holding_bars,atr,spread_points,score,failure_type,session_invalidated,invalidation_reason,exit_reason,position_id,break_even_mode
2025.01.02 10:15:00,2025.01.02 10:19:42,london_first120_reference,USDJPY,LONG,2025.01.02 10:00:00,10,7,16,london,2025.01.02 07:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,156.67400000,PERIOD_M5,strict_h4_h1_alignment,soft_pre_filter,both,no_confirmed_wave3_break,break_below_without_lower_pullback,false,true,false,LONG,PERIOD_M5,sweep_low_reclaim,3.400,double_bottom,4.200,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_break_below_without_lower_pullback,true,156.74100000,156.67400000,156.74100000,pre_session_high,0.5507,neckline_level,156.67400000,0.3039,false,true,true,false,1.50,156.80700000,-0.300,0.200,0-30,true,true,none,order_sent,4.100,156.70300000,156.63400000,156.63400000,156.80700000,0.06900000,-1.0000,156.63400000,156.63400000,true,false,none,0.0000,,-1,1.6812,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-24.67,0.00,0.00,-24.67,0.560,1.507,0,0.09542857,16.00,4.100,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,2,break_even_at_1_1r
2025.01.03 10:45:00,2025.01.03 11:20:30,london_first120_reference,USDJPY,LONG,2025.01.03 10:30:00,10,7,16,london,2025.01.03 07:00,30,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,157.27600000,PERIOD_M15,strict_h4_h1_alignment,soft_pre_filter,both,no_confirmed_wave3_break,confirmed_break_below_swing_low,false,true,false,LONG,PERIOD_M15,inverse_head_and_shoulders,4.500,inverse_head_and_shoulders,4.500,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_SHORT_confirmed_break_below_swing_low,true,157.41900000,157.27600000,157.45300000,h1_confirmed_swing_high,0.1966,session_high|opening_range_high|neckline_level,157.41900000,0.2292,false,true,true,false,1.50,157.83100000,-0.300,0.200,30-60,true,true,none,order_sent,4.400,157.39600000,157.10400000,157.10600000,157.83100000,0.29000000,-1.0069,157.10600000,157.10600000,true,false,none,0.0000,,-1,0.0793,1.0069,full_sl,true,false,false,false,-1.0069,0.0000,-24.16,0.00,0.00,-24.16,0.130,1.500,2,0.10035714,19.00,4.400,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,4,break_even_at_1_1r
2025.01.06 11:15:00,2025.01.06 13:07:11,london_first120_reference,USDJPY,LONG,2025.01.06 11:00:00,11,8,17,london,2025.01.06 07:00,60,first_120min,false,true,3,USDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_bottom,neckline_break_retest,157.68800000,PERIOD_M15,strict_h4_h1_alignment,soft_pre_filter,both,no_confirmed_wave3_break,no_confirmed_wave3_break,false,true,true,LONG,PERIOD_M15,double_bottom,4.200,double_bottom,4.200,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,157.75372727,157.68800000,157.75372727,recent_equal_highs,0.2325,neckline_level,157.68800000,0.3099,false,true,true,false,1.50,157.95400000,-0.300,0.200,60-90,true,true,none,order_sent,4.100,157.71700000,157.95400000,157.55900000,157.95400000,0.15800000,1.5000,157.55900000,157.55900000,true,true,price_1_1r_close,1.1456,2025.01.06 12:45:00,7,1.5000,0.8671,tp,false,false,true,false,1.1456,0.3544,36.01,0.00,0.00,36.01,0.240,1.500,7,0.09357143,17.00,4.100,other,false,not_invalidated,DEAL_REASON_TP,6,break_even_at_1_1r
2025.01.07 10:15:00,2025.01.07 11:19:45,london_first120_reference,USDJPY,SHORT,2025.01.07 10:00:00,10,7,16,london,2025.01.07 07:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,157.45100000,PERIOD_M5,strict_h4_h1_alignment,soft_pre_filter,both,no_confirmed_wave3_break,no_confirmed_wave3_break,false,false,true,SHORT,PERIOD_M5,none,0.000,double_top,4.200,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,157.45100000,157.40000000,157.40000000,current_day_low,0.1436,neckline_level,157.45100000,0.2517,false,true,true,false,1.50,157.14500000,-0.300,0.200,0-30,true,true,none,order_sent,4.100,157.42700000,157.61500000,157.61500000,157.14500000,0.18800000,-1.0000,157.61500000,157.61500000,true,false,none,0.0000,,-1,0.3138,1.0000,full_sl,true,false,false,false,-1.0000,0.0000,-23.86,0.00,0.00,-23.86,0.200,1.500,4,0.09535714,17.00,4.100,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,8,break_even_at_1_1r
2025.01.08 10:30:00,2025.01.08 16:30:00,london_first120_reference,USDJPY,LONG,2025.01.08 10:15:00,10,7,16,london,2025.01.08 07:00,15,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,158.10000000,PERIOD_M15,strict_h4_h1_alignment,soft_pre_filter,both,no_confirmed_wave3_break,no_confirmed_wave3_break,false,true,false,LONG,PERIOD_M15,inverse_head_and_shoulders,4.500,inverse_head_and_shoulders,4.500,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,158.23700000,158.20700000,158.23700000,h1_confirmed_swing_high,0.0796,session_high|opening_range_high|neckline_level,158.20700000,0.0726,false,true,true,false,1.50,158.64800000,-0.300,0.200,0-30,true,true,none,order_sent,4.400,158.21400000,158.42000000,157.92500000,158.64800000,0.28900000,0.7128,157.92500000,157.92500000,true,false,none,0.0000,,-1,1.1419,0.5882,time,false,false,false,true,0.7128,0.0000,16.90,0.00,0.00,16.90,0.130,1.502,24,0.09642857,18.00,4.400,target_not_reached_before_session_end,false,not_invalidated,DEAL_REASON_EXPERT,10,break_even_at_1_1r
2025.01.09 10:15:00,2025.01.09 12:21:35,london_first120_reference,USDJPY,LONG,2025.01.09 10:00:00,10,7,16,london,2025.01.09 07:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,158.13900000,PERIOD_M15,strict_h4_h1_alignment,soft_pre_filter,both,no_confirmed_wave3_break,no_confirmed_wave3_break,false,true,false,LONG,PERIOD_M15,inverse_head_and_shoulders,4.500,inverse_head_and_shoulders,4.500,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,158.19600000,158.16300000,158.19600000,pre_session_high,0.0221,neckline_level,158.13900000,0.4474,false,true,true,false,1.50,158.53000000,-0.300,0.200,0-30,true,true,none,order_sent,4.400,158.19100000,157.96300000,157.96500000,158.53000000,0.22600000,-1.0088,157.96500000,157.96500000,true,false,none,0.0000,,-1,0.3805,1.0088,full_sl,true,false,false,false,-1.0088,0.0000,-24.54,0.00,0.00,-24.54,0.170,1.500,8,0.11621429,16.00,4.400,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,12,break_even_at_1_1r
2025.01.10 10:45:00,2025.01.10 15:30:02,london_first120_reference,USDJPY,SHORT,2025.01.10 10:30:00,10,7,16,london,2025.01.10 07:00,30,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,head_and_shoulders,right_shoulder_entry,158.25300000,PERIOD_M15,strict_h4_h1_alignment,soft_pre_filter,both,no_confirmed_wave3_break,confirmed_break_above_swing_high,false,false,true,SHORT,PERIOD_M15,head_and_shoulders,4.500,none,0.000,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_LONG_confirmed_break_above_swing_high,true,157.92800000,157.74600000,157.74600000,current_day_low,0.3383,neckline_level,158.25300000,3.5404,false,true,true,false,1.50,157.35800000,-0.300,0.200,30-60,true,true,none,order_sent,4.400,157.85900000,158.53500000,158.19300000,157.35800000,0.33400000,-2.0240,158.19300000,158.19300000,true,false,none,0.0000,,-1,0.7156,2.0240,full_sl,true,false,false,false,-2.0240,0.0000,-46.90,0.00,0.00,-46.90,0.110,1.500,19,0.11128571,18.00,4.400,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,14,break_even_at_1_1r
2025.01.13 10:15:00,2025.01.13 11:27:06,london_first120_reference,USDJPY,LONG,2025.01.13 10:00:00,10,7,16,london,2025.01.13 07:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,157.47000000,PERIOD_M5,strict_h4_h1_alignment,soft_pre_filter,both,break_below_without_lower_pullback,no_confirmed_wave3_break,false,true,false,LONG,PERIOD_M5,none,0.000,inverse_head_and_shoulders,4.500,NONE,false,H4_NONE_break_below_without_lower_pullback|H1_NONE_no_confirmed_wave3_break,true,157.54100000,157.47000000,157.54100000,pre_session_high,0.0153,session_high|opening_range_high|neckline_level,157.54900000,0.1119,false,true,true,false,1.50,157.93000000,-0.300,0.200,0-30,true,true,none,order_sent,4.400,157.53700000,157.27200000,157.27500000,157.93000000,0.26200000,-1.0115,157.27500000,157.27500000,true,false,none,0.0000,,-1,0.4771,1.0115,full_sl,true,false,false,false,-1.0115,0.0000,-23.59,0.00,0.00,-23.59,0.140,1.500,4,0.10721429,17.00,4.400,no_followthrough_after_retest,false,not_invalidated,DEAL_REASON_SL,16,break_even_at_1_1r
2025.01.14 10:15:00,2025.01.14 11:22:53,london_first120_reference,USDJPY,LONG,2025.01.14 10:00:00,10,7,16,london,2025.01.14 07:00,0,first_120min,true,true,3,USDJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,inverse_head_and_shoulders,right_shoulder_entry,157.41400000,PERIOD_M5,strict_h4_h1_alignment,soft_pre_filter,both,no_confirmed_wave3_break,no_confirmed_wave3_break,false,true,true,LONG,PERIOD_M5,double_top,4.200,inverse_head_and_shoulders,4.500,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,157.54800000,157.52900000,157.54800000,pre_session_high,0.0694,session_high|opening_range_high|neckline_level,157.52900000,0.0245,false,true,false,false,1.50,157.89800000,-0.300,0.200,0-30,true,true,none,order_sent,4.400,157.53100000,157.89800000,157.28600000,157.89800000,0.24500000,1.4980,157.28600000,157.28600000,true,false,none,0.0000,,-1,1.4980,0.6122,tp,false,false,true,false,1.4980,0.0000,34.86,0.00,0.00,34.86,0.150,1.498,4,0.08164286,16.00,4.400,other,false,not_invalidated,DEAL_REASON_TP,18,break_even_at_1_1r
2025.01.15 10:15:00,2025.01.15 15:30:01,london_first120_reference,GBPJPY,SHORT,2025.01.15 10:00:00,10,7,16,london,2025.01.15 07:00,0,first_120min,true,true,3,GBPJPY,highest_score_in_session_bar,london=USDJPY|EURJPY|GBPJPY|AUDJPY|EURUSD|GBPUSD,double_top,neckline_break_retest,191.82800000,PERIOD_M15,strict_h4_h1_alignment,soft_pre_filter,both,no_confirmed_wave3_break,no_confirmed_wave3_break,false,false,true,SHORT,PERIOD_M15,double_top,4.200,double_top,4.200,NONE,false,H4_NONE_no_confirmed_wave3_break|H1_NONE_no_confirmed_wave3_break,true,191.82800000,191.66600000,191.50000000,round_number,0.4989,session_low|opening_range_low|neckline_level,191.66600000,0.2281,false,true,true,false,1.50,191.04300000,-0.300,0.200,0-30,true,true,none,order_sent,4.100,191.72800000,192.32100000,192.18500000,191.04300000,0.45700000,-1.2976,192.18500000,192.18500000,true,false,none,0.0000,,-1,0.8578,1.2976,full_sl,true,false,false,false,-1.2976,0.0000,-30.04,0.00,0.00,-30.04,0.080,1.499,21,0.27185714,38.00,4.100,neckline_retest_failed,false,not_invalidated,DEAL_REASON_SL,20,break_even_at_1_1r
